query	reference	ani	ani_uniform	af_query	af_reference	std_err
PCAG01000001.1	PNIL01000034.1	NaN	NaN	0.0000	0.0000	NaN
JAGNLA010000026.1	CAIQIK010000001.1	NaN	NaN	0.0000	0.0000	NaN
PNOG01000020.1	WFZA01000001.1	89.7632	89.7632	0.0020	0.0028	1.69052
JAGPKI010000033.1	WFZA01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAAOXX010000017.1	WAMX01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAAOXV010000037.1	JAAOXW010000035.1	NaN	NaN	0.0000	0.0000	NaN
JAAOXU010000019.1	DSCG01000004.1	NaN	NaN	0.0000	0.0000	NaN
JAAOXV010000037.1	DSCG01000004.1	NaN	NaN	0.0000	0.0000	NaN
WAMX01000001.1	DSCG01000004.1	NaN	NaN	0.0000	0.0000	NaN
PWOD01000181.1	PWHN01000097.1	NaN	NaN	0.0000	0.0000	NaN
SCQY01000044.1	PWHN01000097.1	NaN	NaN	0.0000	0.0000	NaN
MTMF01000001.1	JAADFX010000001.1	NaN	NaN	0.0000	0.0000	NaN
JACRDW010000054.1	WANW01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAADFX010000001.1	WAQR01000001.1	NaN	NaN	0.0000	0.0000	NaN
QIDD01000001.1	MTMF01000001.1	NaN	NaN	0.0000	0.0000	NaN
DTND01000324.1	MTMF01000001.1	NaN	NaN	0.0000	0.0000	NaN
NC_011297.1	NZ_VNHP01000008.1	62.0078	80.1381	0.5565	0.5887	0.26472
NC_011661.1	NZ_VNHP01000008.1	70.1817	80.3040	0.6207	0.6257	0.24887
JACQPM010000048.1	JACRDW010000054.1	NaN	NaN	0.0000	0.0000	NaN
JAFGCO010000050.1	JACRDW010000054.1	NaN	NaN	0.0000	0.0000	NaN
NZ_AWNK01000001.1	JACRDW010000054.1	NaN	NaN	0.0000	0.0000	NaN
NJBO01000022.1	WGAB01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAACEC010000072.1	SOIS01000198.1	NaN	NaN	0.0000	0.0000	NaN
PBVO01000099.1	VXZL01000077.1	NaN	NaN	0.0000	0.0000	NaN
PAQF01000001.1	QNBQ01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFGWO010000018.1	QNBQ01000001.1	NaN	NaN	0.0000	0.0000	NaN
VGLH01000001.1	DTPJ01000363.1	NaN	NaN	0.0000	0.0000	NaN
DTLI01000138.1	LKUE01000001.1	NaN	NaN	0.0000	0.0000	NaN
DSUT01000013.1	DTDR01000120.1	NaN	NaN	0.0000	0.0000	NaN
DFBN01000120.1	MUKB01000055.1	NaN	NaN	0.0000	0.0000	NaN
PYJE01000001.1	PBVO01000099.1	NaN	NaN	0.0000	0.0000	NaN
JAFGJC010000356.1	JAFGLW010000022.1	NaN	NaN	0.0000	0.0000	NaN
JAFGMN010000243.1	JAFGLW010000022.1	NaN	NaN	0.0000	0.0000	NaN
JAFQHB010000031.1	NZ_BCWE01000001.1	NaN	NaN	0.0000	0.0000	NaN
PYJE01000001.1	JABGQA010000110.1	NaN	NaN	0.0000	0.0000	NaN
CP069393.1	DHBS01000049.1	NaN	NaN	0.0000	0.0000	NaN
LGEZ01000001.1	NC_015172.1	NaN	NaN	0.0000	0.0000	NaN
CAIJMQ010000001.1	JAADFP010000001.1	NaN	NaN	0.0000	0.0000	NaN
WTXA01000001.1	JABLWZ010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAHRFU010000131.1	QAKL01000109.1	NaN	NaN	0.0000	0.0000	NaN
JACPHN010000147.1	JAFGMN010000243.1	NaN	NaN	0.0000	0.0000	NaN
JAAZHP010000228.1	DUUE01000282.1	99.9158	99.9158	0.0130	0.0110	0.04858
NZ_ACJM01000034.1	JAAYOY010000138.1	NaN	NaN	0.0000	0.0000	NaN
NZ_ACJM01000034.1	PWRN01000101.1	97.9549	97.9549	0.0003	0.0006	1.01620
JAFGLW010000022.1	JACPHN010000147.1	NaN	NaN	0.0000	0.0000	NaN
JAFGEQ010000017.1	JACPHN010000147.1	NaN	NaN	0.0000	0.0000	NaN
MNYW01000119.1	JACPHN010000147.1	NaN	NaN	0.0000	0.0000	NaN
LMZT01000001.1	JAFGTC010000211.1	NaN	NaN	0.0000	0.0000	NaN
LMZT01000001.1	JABTUV010000001.1	NaN	NaN	0.0000	0.0000	NaN
QZKN01000016.1	JABTUV010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFSRQ010000059.1	JABTUV010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAAYSV010000060.1	VGTO01000001.1	NaN	NaN	0.0000	0.0000	NaN
JABWAZ010000222.1	JABLXU010000001.1	NaN	NaN	0.0000	0.0000	NaN
WGLV01000008.1	JABLXU010000001.1	NaN	NaN	0.0000	0.0000	NaN
JABDJQ010000299.1	JABLXU010000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_NIQC01000001.1	LFRQ01000054.1	NaN	NaN	0.0000	0.0000	NaN
LJUD01000035.1	QNDJ01000001.1	NaN	NaN	0.0000	0.0000	NaN
QMPS01000001.1	WGAU01000001.1	NaN	NaN	0.0000	0.0000	NaN
CAIYYW010000001.1	DRUE01000245.1	NaN	NaN	0.0000	0.0000	NaN
DTOP01000095.1	DRUE01000245.1	87.8687	87.8687	0.0016	0.0021	1.37411
WFSL01000001.1	JAADEW010000104.1	NaN	NaN	0.0000	0.0000	NaN
JAADEW010000104.1	QMPS01000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_AP013035.1	QMPS01000001.1	NaN	NaN	0.0000	0.0000	NaN
CAIYYW010000001.1	MGQK01000001.1	NaN	NaN	0.0000	0.0000	NaN
DRUE01000245.1	MGQK01000001.1	NaN	NaN	0.0000	0.0000	NaN
CAIUDS010000001.1	DTOP01000095.1	NaN	NaN	0.0000	0.0000	NaN
LIZU01000001.1	DTOP01000095.1	NaN	NaN	0.0000	0.0000	NaN
DUTT01000026.1	USIO01000001.1	NaN	NaN	0.0000	0.0000	NaN
SYKL01000074.1	VGRW01000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_FUYN01000019.1	JAAYYM010000106.1	NaN	NaN	0.0000	0.0000	NaN
DKAI01000004.1	NYTD01000001.1	NaN	NaN	0.0000	0.0000	NaN
CAADGG010000001.1	JADFDR010000100.1	NaN	NaN	0.0000	0.0000	NaN
CACZPW010000001.1	URQJ01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAAZMG010000143.1	CAAFUL010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAHIMV010000044.1	CP055308.1	NaN	NaN	0.0000	0.0000	NaN
JAGSPS010000255.1	DOUU01000086.1	89.4706	89.4706	0.0020	0.0014	1.18884
JAGSPS010000255.1	CAITDR010000001.1	NaN	NaN	0.0000	0.0000	NaN
DHXV01000002.1	JAAZND010000053.1	NaN	NaN	0.0000	0.0000	NaN
CAAEZW010000001.1	DLFX01000280.1	NaN	NaN	0.0000	0.0000	NaN
MFAQ01000001.1	LCOC01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAHIYV010000070.1	BOLA01000001.1	NaN	NaN	0.0000	0.0000	NaN
CAINHC010000001.1	JAGONL010000009.1	NaN	NaN	0.0000	0.0000	NaN
DHHE01000126.1	JACQXR010000014.1	92.8342	92.8342	0.0013	0.0012	1.27667
JAFXVA010000027.1	JACQXR010000014.1	NaN	NaN	0.0000	0.0000	NaN
DSOY01000109.1	JACQGZ010000062.1	90.1027	90.1027	0.0010	0.0017	2.07660
DSKM01000009.1	JACQGZ010000062.1	NaN	NaN	0.0000	0.0000	NaN
VBAP01000001.1	JACQGZ010000062.1	NaN	NaN	0.0000	0.0000	NaN
LYOR01000001.1	QMZC01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACRJI010000003.1	JAHJLF010000073.1	87.3060	88.5584	0.0340	0.0407	0.39405
DHHE01000126.1	JAHJLF010000073.1	90.4314	90.4314	0.0014	0.0013	1.75626
SXND01000050.1	JAHJLF010000073.1	NaN	NaN	0.0000	0.0000	NaN
VGFF01000001.1	DSGZ01000014.1	NaN	NaN	0.0000	0.0000	NaN
NZ_JACHID010000001.1	DSGZ01000014.1	NaN	NaN	0.0000	0.0000	NaN
VGFF01000001.1	JACQTN010000124.1	NaN	NaN	0.0000	0.0000	NaN
JACPAJ010000068.1	JACQTN010000124.1	NaN	NaN	0.0000	0.0000	NaN
NZ_BMPG01000001.1	NZ_WPCC01000025.1	85.0694	85.0694	0.0149	0.0152	0.74185
NZ_AOLI01000001.1	NZ_RRCH01000001.1	94.7368	94.7368	0.0002	0.0002	1.17525
JAAYKD010000065.1	PWPR01000179.1	NaN	NaN	0.0000	0.0000	NaN
WREE01000001.1	JAAYHE010000037.1	NaN	NaN	0.0000	0.0000	NaN
PXRR01000001.1	CAIJED010000001.1	NaN	NaN	0.0000	0.0000	NaN
DDWC01000109.1	DIPA01000055.1	NaN	NaN	0.0000	0.0000	NaN
JAAYHE010000037.1	JAGXRZ010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAHJCU010000006.1	JAGXRZ010000001.1	NaN	NaN	0.0000	0.0000	NaN
QNCF01000001.1	JAAYXZ010000030.1	NaN	NaN	0.0000	0.0000	NaN
NZ_CP071597.1	NZ_RAPO01000001.1	83.5718	85.6210	0.1342	0.1460	0.16786
JAAYXZ010000030.1	DTJG01000058.1	NaN	NaN	0.0000	0.0000	NaN
JAGXSS010000001.1	WREE01000001.1	NaN	NaN	0.0000	0.0000	NaN
MHDQ01000001.1	JACOWJ010000001.1	93.0645	93.0645	0.0006	0.0012	1.59114
DTJG01000058.1	JAHJUB010000020.1	NaN	NaN	0.0000	0.0000	NaN
JAHJUB010000020.1	QNCF01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAAYCL010000014.1	QNCF01000001.1	NaN	NaN	0.0000	0.0000	NaN
PFWI01000290.1	DSTR01000024.1	92.0038	92.0038	0.0006	0.0004	1.83799
JABDGR010000001.1	JAGVUB010000023.1	NaN	NaN	0.0000	0.0000	NaN
JACDHS010000024.1	DGGR01000038.1	NaN	NaN	0.0000	0.0000	NaN
DLVS01000635.1	CAJMAW010000001.1	NaN	NaN	0.0000	0.0000	NaN
DSVO01000054.1	CAIQIC010000001.1	NaN	NaN	0.0000	0.0000	NaN
MWFF01000001.1	JABHOU010000440.1	NaN	NaN	0.0000	0.0000	NaN
NZ_ATXC01000001.1	JAADDV010000013.1	NaN	NaN	0.0000	0.0000	NaN
DQVG01000068.1	NZ_MOEN01000010.1	NaN	NaN	0.0000	0.0000	NaN
DTZN01000001.1	NZ_MOEN01000010.1	NaN	NaN	0.0000	0.0000	NaN
NBMB01000001.1	RFFQ01000126.1	NaN	NaN	0.0000	0.0000	NaN
CAITPB010000001.1	RFFQ01000126.1	NaN	NaN	0.0000	0.0000	NaN
QIJE01000028.1	RFFQ01000126.1	NaN	NaN	0.0000	0.0000	NaN
MGQK01000001.1	RFFQ01000126.1	NaN	NaN	0.0000	0.0000	NaN
JAADDT010000035.1	NZ_LT670846.1	NaN	NaN	0.0000	0.0000	NaN
JAADDV010000013.1	NZ_CP007028.1	NaN	NaN	0.0000	0.0000	NaN
NC_012785.1	WGFY01000001.1	NaN	NaN	0.0000	0.0000	NaN
SGBB01000001.1	SHMQ01000001.1	93.8064	93.8064	0.0010	0.0012	1.78928
JAADIO010000069.1	SHMQ01000001.1	64.9946	86.7606	0.0021	0.0024	1.85856
NC_017094.1	DGKK01000066.1	NaN	NaN	0.0000	0.0000	NaN
QNAP01000001.1	NZ_CP071446.1	NaN	NaN	0.0000	0.0000	NaN
QNAT01000001.1	NZ_LN824141.1	NaN	NaN	0.0000	0.0000	NaN
NC_017095.1	NZ_JACHEX010000001.1	92.3650	92.3650	0.0050	0.0021	0.77177
SXND01000050.1	RFHZ01000631.1	NaN	NaN	0.0000	0.0000	NaN
KI932679.1	RFHZ01000631.1	NaN	NaN	0.0000	0.0000	NaN
JAADIO010000069.1	RFHZ01000631.1	NaN	NaN	0.0000	0.0000	NaN
JAFGTC010000211.1	RFHZ01000631.1	NaN	NaN	0.0000	0.0000	NaN
NC_015707.1	QNAT01000001.1	NaN	NaN	0.0000	0.0000	NaN
RFHZ01000631.1	NZ_FKIP01001378.1	NaN	NaN	0.0000	0.0000	NaN
NZ_JACHID010000001.1	NZ_FKIP01001378.1	NaN	NaN	0.0000	0.0000	NaN
CADEFY010000001.1	JACOSU010000001.1	95.4620	95.4620	0.0009	0.0013	1.05837
VGJL01000001.1	VGIY01000001.1	89.0142	93.3473	0.0029	0.0030	0.72675
QJVW01000159.1	JABFRW010000124.1	NaN	NaN	0.0000	0.0000	NaN
PLTL01000316.1	VBHN01000151.1	NaN	NaN	0.0000	0.0000	NaN
WJJW01000113.1	JAHJDP010000046.1	NaN	NaN	0.0000	0.0000	NaN
CAIMUX010000001.1	JACRLI010000019.1	NaN	NaN	0.0000	0.0000	NaN
VBHE01000204.1	VBFO01000163.1	NaN	NaN	0.0000	0.0000	NaN
VBJV01000131.1	DIZV01000103.1	NaN	NaN	0.0000	0.0000	NaN
VBJR01000184.1	VBIW01000034.1	91.8865	91.8865	0.0002	0.0004	1.98190
VBDY01000159.1	VBHE01000204.1	91.5101	91.5101	0.0003	0.0002	1.84643
PNIN01000007.1	NZ_SMGG01000003.1	NaN	NaN	0.0000	0.0000	NaN
JABLWY010000001.1	NZ_SMGG01000003.1	NaN	NaN	0.0000	0.0000	NaN
JACPSW010000011.1	QHSO01000036.1	83.2718	83.2718	0.0086	0.0066	1.08530
JACQFL010000037.1	LDXR01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACPSW010000011.1	FP565575.1	NaN	NaN	0.0000	0.0000	NaN
JACQWA010000082.1	JACPCH010000132.1	88.1314	88.1314	0.0058	0.0081	0.76890
NZ_VFJB01000001.1	NC_014758.1	90.0456	90.0456	0.0038	0.0044	1.09504
JACPCG010000114.1	MNEG01000074.1	86.0084	86.0084	0.0387	0.0337	0.41621
NZ_CP035108.1	PKTM01000006.1	79.8588	89.4539	0.0052	0.0029	1.14934
JACOVT010000041.1	QMVG01000001.1	NaN	NaN	0.0000	0.0000	NaN
PKTN01000006.1	LUZY01000001.1	NaN	NaN	0.0000	0.0000	NaN
DHGE01000185.1	NZ_ATWF01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAFGGZ010000043.1	WALL01000001.1	NaN	NaN	0.0000	0.0000	NaN
WAMD01000001.1	JAGVWA010000018.1	NaN	NaN	0.0000	0.0000	NaN
JAFGGZ010000043.1	PWMI01000013.1	NaN	NaN	0.0000	0.0000	NaN
WAMD01000001.1	PWMI01000013.1	NaN	NaN	0.0000	0.0000	NaN
WANW01000001.1	PWMI01000013.1	NaN	NaN	0.0000	0.0000	NaN
NZ_AWNK01000001.1	NZ_JACHID010000001.1	93.3415	94.8381	0.0041	0.0047	0.65216
JACCLI010000077.1	NZ_JACHID010000001.1	NaN	NaN	0.0000	0.0000	NaN
DUVO01000284.1	JAAZKX010000039.1	NaN	NaN	0.0000	0.0000	NaN
JAAYTH010000087.1	JAAZKX010000039.1	NaN	NaN	0.0000	0.0000	NaN
DUMP01000027.1	JAAYWY010000091.1	NaN	NaN	0.0000	0.0000	NaN
DUMP01000027.1	DUNI01000040.1	NaN	NaN	0.0000	0.0000	NaN
CAIJXB010000001.1	MNVH01000029.1	NaN	NaN	0.0000	0.0000	NaN
PWFL01000014.1	WJIR01000064.1	NaN	NaN	0.0000	0.0000	NaN
JABDJQ010000299.1	VGIW01000001.1	NaN	NaN	0.0000	0.0000	NaN
SLOM01000295.1	VGIW01000001.1	NaN	NaN	0.0000	0.0000	NaN
VGIW01000001.1	JAFGGD010000046.1	84.0226	84.0226	0.0169	0.0161	0.70356
PWGE01000411.1	JAFGGD010000046.1	NaN	NaN	0.0000	0.0000	NaN
DLMW01000035.1	JAFGGD010000046.1	NaN	NaN	0.0000	0.0000	NaN
DHPR01000015.1	VBOR01000104.1	NaN	NaN	0.0000	0.0000	NaN
JACQOF010000031.1	JAADGR010000471.1	NaN	NaN	0.0000	0.0000	NaN
CABMCB010000001.1	PBTB01000039.1	NaN	NaN	0.0000	0.0000	NaN
JAFPZP010000041.1	PBTB01000039.1	NaN	NaN	0.0000	0.0000	NaN
DF820462.1	JAGOBX010000436.1	NaN	NaN	0.0000	0.0000	NaN
JAFGSM010000189.1	JAGOBX010000436.1	NaN	NaN	0.0000	0.0000	NaN
QIFJ01000092.1	NZ_LNGH01000001.1	NaN	NaN	0.0000	0.0000	NaN
PKTG01000037.1	QZKN01000016.1	NaN	NaN	0.0000	0.0000	NaN
DIVR01000004.1	RGUG01000001.1	NaN	NaN	0.0000	0.0000	NaN
LJUD01000035.1	QIEJ01000185.1	NaN	NaN	0.0000	0.0000	NaN
NZWF02000010.1	JAFGOL010000194.1	NaN	NaN	0.0000	0.0000	NaN
JACOWJ010000001.1	JAFGOL010000194.1	NaN	NaN	0.0000	0.0000	NaN
QHBJ01000023.1	JAFGOL010000194.1	NaN	NaN	0.0000	0.0000	NaN
VBIU01000183.1	JAFGOL010000194.1	NaN	NaN	0.0000	0.0000	NaN
PXPE01000001.1	JAFGOL010000194.1	NaN	NaN	0.0000	0.0000	NaN
JAADHA010000352.1	JAFGOL010000194.1	NaN	NaN	0.0000	0.0000	NaN
JACRIR010000014.1	MEXR01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACCRC010000108.1	PAJD01000008.1	NaN	NaN	0.0000	0.0000	NaN
CAIRHB010000001.1	JAAUQO010000136.1	NaN	NaN	0.0000	0.0000	NaN
MGPE01000001.1	DKQM01000038.1	NaN	NaN	0.0000	0.0000	NaN
DUMP01000027.1	ONJV01000323.1	NaN	NaN	0.0000	0.0000	NaN
NIRF01000001.1	MVQN01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAAYEK010000032.1	DIVR01000004.1	NaN	NaN	0.0000	0.0000	NaN
MWCD01000001.1	DIVR01000004.1	NaN	NaN	0.0000	0.0000	NaN
PULY01000048.1	DIVR01000004.1	NaN	NaN	0.0000	0.0000	NaN
JACQEX010000095.1	DIVR01000004.1	NaN	NaN	0.0000	0.0000	NaN
CAINCM010000001.1	OMWA01000057.1	NaN	NaN	0.0000	0.0000	NaN
JAHJDO010000064.1	DVAE01000017.1	NaN	NaN	0.0000	0.0000	NaN
PFSX01000003.1	DVAE01000017.1	NaN	NaN	0.0000	0.0000	NaN
JADGNM010000173.1	PFWI01000290.1	NaN	NaN	0.0000	0.0000	NaN
JAGOEH010000063.1	PFWI01000290.1	NaN	NaN	0.0000	0.0000	NaN
NZ_CP026721.1	PFWI01000290.1	NaN	NaN	0.0000	0.0000	NaN
NZBN01000001.1	QMNL01000001.1	NaN	NaN	0.0000	0.0000	NaN
LDXN01000001.1	QMNL01000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_CP009149.1	JAADGM010000122.1	NaN	NaN	0.0000	0.0000	NaN
JAADFP010000001.1	JACPSX010000019.1	NaN	NaN	0.0000	0.0000	NaN
DLTY01000046.1	JACPSX010000019.1	NaN	NaN	0.0000	0.0000	NaN
JAFGSQ010000062.1	JACPSX010000019.1	NaN	NaN	0.0000	0.0000	NaN
MHDQ01000001.1	JACPSX010000019.1	NaN	NaN	0.0000	0.0000	NaN
JACOVT010000041.1	DSNN01000260.1	NaN	NaN	0.0000	0.0000	NaN
JACRBV010000040.1	DSNN01000260.1	NaN	NaN	0.0000	0.0000	NaN
VGPB01000001.1	DSNN01000260.1	NaN	NaN	0.0000	0.0000	NaN
DRGV01000001.1	DSNN01000260.1	NaN	NaN	0.0000	0.0000	NaN
WRDA01000001.1	DSNN01000260.1	NaN	NaN	0.0000	0.0000	NaN
QMVA01000001.1	DSNN01000260.1	NaN	NaN	0.0000	0.0000	NaN
JACPFH010000431.1	CP064981.1	NaN	NaN	0.0000	0.0000	NaN
QMVG01000001.1	JACPAV010000055.1	NaN	NaN	0.0000	0.0000	NaN
JAFGQG010000128.1	JACPAV010000055.1	NaN	NaN	0.0000	0.0000	NaN
SLTJ01000028.1	JACRGC010000004.1	NaN	NaN	0.0000	0.0000	NaN
VSIX01000173.1	DIXM01000013.1	NaN	NaN	0.0000	0.0000	NaN
DIWT01000030.1	DIXM01000013.1	NaN	NaN	0.0000	0.0000	NaN
MVQP01000001.1	RFIY01000043.1	NaN	NaN	0.0000	0.0000	NaN
DCTJ01000080.1	RFIY01000043.1	NaN	NaN	0.0000	0.0000	NaN
NZ_CP038799.1	RFIY01000043.1	NaN	NaN	0.0000	0.0000	NaN
JAFGIT010000282.1	DHVK01000024.1	NaN	NaN	0.0000	0.0000	NaN
JAGOEH010000063.1	JABDJQ010000299.1	NaN	NaN	0.0000	0.0000	NaN
MVZB01000001.1	JABDJQ010000299.1	NaN	NaN	0.0000	0.0000	NaN
JAAXHL010000075.1	JABDJQ010000299.1	NaN	NaN	0.0000	0.0000	NaN
JADKHW010000001.1	NIRF01000001.1	NaN	NaN	0.0000	0.0000	NaN
DUVO01000284.1	NIRF01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAHDNF010000030.1	JAHJDO010000064.1	NaN	NaN	0.0000	0.0000	NaN
NZ_PQBS01000001.1	JAHJDO010000064.1	NaN	NaN	0.0000	0.0000	NaN
QNZT01000053.1	JAHJDO010000064.1	NaN	NaN	0.0000	0.0000	NaN
QLUP01000001.1	JAHJDO010000064.1	NaN	NaN	0.0000	0.0000	NaN
WGAU01000001.1	JAHJDO010000064.1	NaN	NaN	0.0000	0.0000	NaN
JAFGKM010000075.1	JAHJDO010000064.1	NaN	NaN	0.0000	0.0000	NaN
JAAYCL010000014.1	JAFGND010000071.1	NaN	NaN	0.0000	0.0000	NaN
DHDH01000036.1	JAFGND010000071.1	NaN	NaN	0.0000	0.0000	NaN
CAIKYX010000001.1	JAFGND010000071.1	NaN	NaN	0.0000	0.0000	NaN
NDHY01000001.1	JAFGND010000071.1	NaN	NaN	0.0000	0.0000	NaN
NZ_QWGG01000010.1	JAFGND010000071.1	NaN	NaN	0.0000	0.0000	NaN
PKXI01000279.1	JAFGND010000071.1	NaN	NaN	0.0000	0.0000	NaN
MNYW01000119.1	QMLM01000001.1	NaN	NaN	0.0000	0.0000	NaN
JACCQI010000018.1	PDQT01000289.1	NaN	NaN	0.0000	0.0000	NaN
DTCJ01000065.1	PUNC01000207.1	NaN	NaN	0.0000	0.0000	NaN
JAEUSK010000196.1	PUNC01000207.1	NaN	NaN	0.0000	0.0000	NaN
JAFGIT010000282.1	PUNC01000207.1	NaN	NaN	0.0000	0.0000	NaN
JAFGBW010000219.1	WTAW01000372.1	NaN	NaN	0.0000	0.0000	NaN
JAFGIT010000282.1	JAAYLQ010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAAYJH010000051.1	NYZA01000001.1	NaN	NaN	0.0000	0.0000	NaN
JAEEGN010000247.1	JADFYA010000100.1	NaN	NaN	0.0000	0.0000	NaN
DITF01000358.1	JAHJBR010000082.1	NaN	NaN	0.0000	0.0000	NaN
SBAY01000167.1	ONXP01000088.1	NaN	NaN	0.0000	0.0000	NaN
DUMF01000005.1	ONXP01000088.1	NaN	NaN	0.0000	0.0000	NaN
NC_021592.1	ONXP01000088.1	NaN	NaN	0.0000	0.0000	NaN
LQMQ01000001.1	ONXP01000088.1	NaN	NaN	0.0000	0.0000	NaN
DUSQ01000023.1	ONXP01000088.1	NaN	NaN	0.0000	0.0000	NaN
JAFGGN010000096.1	ONXP01000088.1	NaN	NaN	0.0000	0.0000	NaN
JAFGSM010000189.1	ONXP01000088.1	NaN	NaN	0.0000	0.0000	NaN
DSQI01000048.1	ONXP01000088.1	NaN	NaN	0.0000	0.0000	NaN
DHPR01000015.1	ONXP01000088.1	NaN	NaN	0.0000	0.0000	NaN
JACQZN010000001.1	JAADHR010000212.1	NaN	NaN	0.0000	0.0000	NaN
DIQS01000050.1	PFSX01000003.1	NaN	NaN	0.0000	0.0000	NaN
JAFAMD010000057.1	PFSX01000003.1	NaN	NaN	0.0000	0.0000	NaN
JACPSX010000019.1	PFSX01000003.1	NaN	NaN	0.0000	0.0000	NaN
JAEUSE010000100.1	PFSX01000003.1	NaN	NaN	0.0000	0.0000	NaN
QZJZ01000005.1	PFSX01000003.1	NaN	NaN	0.0000	0.0000	NaN
ONXP01000088.1	PFSX01000003.1	NaN	NaN	0.0000	0.0000	NaN
MHUT01000001.1	PFSX01000003.1	NaN	NaN	0.0000	0.0000	NaN
JACRIR010000014.1	JAACDH010000278.1	NaN	NaN	0.0000	0.0000	NaN
OMSO01000075.1	WTIG01000201.1	NaN	NaN	0.0000	0.0000	NaN
DHHE01000126.1	PWOD01000181.1	NaN	NaN	0.0000	0.0000	NaN
DRGV01000001.1	PWOD01000181.1	NaN	NaN	0.0000	0.0000	NaN
WJLX01000049.1	PWOD01000181.1	NaN	NaN	0.0000	0.0000	NaN
JAHJCU010000006.1	JACOUJ010000182.1	NaN	NaN	0.0000	0.0000	NaN
JADKHW010000001.1	JAGCAJ010000005.1	NaN	NaN	0.0000	0.0000	NaN
MNYV01000078.1	CAIJMQ010000001.1	NaN	NaN	0.0000	0.0000	NaN
QLUP01000001.1	CAIJMQ010000001.1	NaN	NaN	0.0000	0.0000	NaN
JAACJG010000001.1	CAIJMQ010000001.1	NaN	NaN	0.0000	0.0000	NaN
CP011210.1	MGDB01000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_AWNK01000001.1	MGDB01000001.1	NaN	NaN	0.0000	0.0000	NaN
RKRR01000119.1	JADGEP010000100.1	NaN	NaN	0.0000	0.0000	NaN
DRGV01000001.1	QZLA01000364.1	NaN	NaN	0.0000	0.0000	NaN
NYYY01000001.1	DCUH01000020.1	NaN	NaN	0.0000	0.0000	NaN
JAFGWA010000012.1	MNYW01000119.1	NaN	NaN	0.0000	0.0000	NaN
NZ_AWNK01000001.1	MNYW01000119.1	NaN	NaN	0.0000	0.0000	NaN
JAABTH010000001.1	MNYW01000119.1	NaN	NaN	0.0000	0.0000	NaN
DOSQ01000190.1	JAFEAQ010000009.1	NaN	NaN	0.0000	0.0000	NaN
JAFGOL010000194.1	PCTK01000037.1	NaN	NaN	0.0000	0.0000	NaN
PWHN01000097.1	DRWZ01000094.1	NaN	NaN	0.0000	0.0000	NaN
NMQN01000367.1	DUSQ01000023.1	NaN	NaN	0.0000	0.0000	NaN
PBSN01000001.1	DUMJ01000018.1	NaN	NaN	0.0000	0.0000	NaN
QNDJ01000001.1	DUMJ01000018.1	NaN	NaN	0.0000	0.0000	NaN
JAFGAM010000024.1	JADJOY010000001.1	NaN	NaN	0.0000	0.0000	NaN
QNAF01000001.1	JADJOY010000001.1	NaN	NaN	0.0000	0.0000	NaN
DRYD01000030.1	JADJOY010000001.1	NaN	NaN	0.0000	0.0000	NaN
NZAU01000034.1	JAEUSJ010000100.1	NaN	NaN	0.0000	0.0000	NaN
NZ_CP053833.1	JABISL010000044.1	NaN	NaN	0.0000	0.0000	NaN
DFQF01000034.1	NC_015499.1	NaN	NaN	0.0000	0.0000	NaN
SUSW01000008.1	SGBD01000001.1	NaN	NaN	0.0000	0.0000	NaN
NZ_JAGGMU010000001.1	SGBD01000001.1	NaN	NaN	0.0000	0.0000	NaN
DTFT01000066.1	JACMPS010000230.1	NaN	NaN	0.0000	0.0000	NaN
RFPC01000001.1	PHDB01000043.1	NaN	NaN	0.0000	0.0000	NaN
MVCT01000057.1	PLFC01000037.1	NaN	NaN	0.0000	0.0000	NaN
DIVR01000004.1	DUSX01000050.1	NaN	NaN	0.0000	0.0000	NaN
JACMMN010000340.1	DJVC01000124.1	NaN	NaN	0.0000	0.0000	NaN
DTND01000324.1	DJVC01000124.1	NaN	NaN	0.0000	0.0000	NaN
JAGONM010000079.1	DJVC01000124.1	NaN	NaN	0.0000	0.0000	NaN
