pairid	anim_ani	band	n_syn2b	n_dnadiff	n_matched	n_syn2b_only	n_dnadiff_only	median_dist	max_dist	shared_tags	spacing_bp	observable_fraction	dists
GCA_003212615.1__GCF_002025975.1		unknown	1	7	1	0	6	146	146	67	67164	0.6889	146
GCA_004321845.1__GCA_003213455.1		unknown	0	1	0	0	1			24	187500	0.6923	
GCF_001447385.1__GCF_000622145.1		unknown	27	19	19	8	0	53319	1275768	180	25000	0.6797	140,1523,7687,8945,11771,14721,15950,23400,39541,53319,57750,72739,81953,194475,239982,292871,398607,489093,1275768
GCF_003205615.1__GCF_000718555.1		unknown	27	25	25	2	0	166940	4311785	1151	3910	0.9577	571,966,1106,4177,12161,12412,21854,41512,50282,129578,143117,151514,166940,182506,211162,211316,219940,282606,288377,294418,300535,478245,2755782,3837765,4311785
GCA_004213405.1__GCA_902580215.1		unknown	0	1	0	0	1			135	33333	0.8678	
GCF_000834655.1__GCA_016082275.1		unknown	22	10	10	12	0	264106	970675	1085	4147	0.9580	41245,46127,53897,213673,220834,307378,603162,680368,902795,970675
GCA_001873935.1__GCA_011391555.1		unknown	1	8	1	0	7	77510	77510	261	17241	0.9007	77510
GCA_902618195.1__GCA_902590245.1		unknown	0	2	0	0	2			87	51724	0.8197	
GCA_900553605.1__GCA_900544455.1		unknown	2	5	2	0	3	71338	90180	321	14019	0.9631	52496,90180
GCA_902593845.1__GCA_902520355.1		unknown	0	2	0	0	2			37	121622	0.8235	
GCA_015068455.1__GCA_902795095.1		unknown	14	24	14	0	10	42818	235490	287	15679	0.9947	206,727,2356,5523,5527,12253,17593,68043,70155,74776,88350,112551,179449,235490
GCF_001618425.1__GCA_013361595.1		unknown	0	6	0	0	6			368	12228	0.9640	
GCF_018687455.1__GCF_001659725.1		unknown	4	8	4	0	4	10802	38343	53	84906	1.0000	3278,10446,11158,38343
GCF_018881635.1__GCF_018881855.1		unknown	2	4	2	0	2	22418	28371	55	81818	0.9600	16466,28371
GCF_000235465.1__GCF_000493815.1		unknown	0	21	0	0	21			43	104651	0.2941	
GCF_002101315.1__GCA_902520355.1		unknown	0	1	0	0	1			37	121622	1.0000	
GCF_001423525.1__GCF_001457025.1		unknown	12	12	12	0	0	108186	675436	256	17578	0.9628	9241,15142,21813,24357,95800,96166,120205,136308,179237,202381,224842,675436
GCA_014654115.1__GCA_902561765.1		unknown	0	5	0	0	5			16	281250	0.4286	
GCF_007990755.1__GCF_000710915.1		unknown	8	40	8	0	32	116978	1051905	561	8021	0.8419	36679,59798,95278,100820,133137,259807,740184,1051905
GCF_000161935.1__GCA_019117445.1		unknown	2	4	2	0	2	16010	31834	233	19313	1.0000	185,31834
GCA_002692475.1__GCA_902515185.1		unknown	0	1	0	0	1			38	118421	0.6087	
GCA_017552495.1__GCA_017394205.1		unknown	2	1	1	1	0	85511	85511	125	36000	0.4878	85511
GCA_002798255.1__GCA_002798195.1		unknown	43	15	15	28	0	55447	263770	1111	4050	0.9763	582,595,668,4144,5261,23500,42332,55447,61432,83809,103912,132602,169424,229006,263770
GCF_008065375.1__GCF_005889725.1		unknown	33	135	33	0	102	66066	524597	766	5875	0.9856	575,1034,1070,2263,2383,2847,4242,8989,13646,26267,29088,30834,41158,52823,53525,57076,66066,66774,74212,84862,91801,111810,135205,152015,174890,194235,264376,304287,359324,391614,396861,483514,524597
GCA_015066925.1__GCA_017523285.1		unknown	0	16	0	0	16			100	45000	0.6842	
GCF_900176385.1__GCF_000297495.1		unknown	9	15	9	0	6	194893	491277	701	6419	0.9869	7625,54224,101972,131686,194893,201004,233332,256745,491277
GCA_017622255.1__GCA_017387505.1		unknown	1	0	0	1	0			92	48913	0.4521	
GCA_009706135.1__GCF_002288365.1		unknown	0	2	0	0	2			50	90000	0.1020	
GCA_007116835.1__GCF_013415115.1		unknown	0	1	0	0	1			228	19737	0.3333	
GCF_003725545.1__GCF_003027925.1		unknown	7	13	7	0	6	271209	594335	560	8036	0.8283	11662,34006,222928,271209,322024,351832,594335
GCA_902600485.1__GCA_902585365.1		unknown	0	2	0	0	2			136	33088	0.9434	
GCF_004519405.1__GCF_013386585.1		unknown	9	28	9	0	19	165497	308028	680	6618	0.9950	11646,55624,126482,130891,165497,176617,185821,206586,308028
GCF_002875705.1__GCF_000272045.2		unknown	8	15	8	0	7	83747	177008	875	5143	0.9099	27101,55584,70101,80112,87382,103336,126252,177008
GCF_003594815.1__GCF_003056335.1		unknown	5	6	5	0	1	448178	1648600	133	33835	0.3417	66324,134516,448178,1517627,1648600
GCA_003162655.1__GCA_003162115.1		unknown	1	11	1	0	10	93023	93023	255	17647	0.4237	93023
GCF_003970495.1__GCF_900636385.1		unknown	2	2	2	0	0	398896	535470	49	91837	0.4167	262321,535470
GCA_017634315.1__GCA_905235585.1		unknown	0	6	0	0	6			71	63380	0.2105	
GCF_001466965.1__GCF_001293775.1		unknown	9	15	9	0	6	820365	1860130	871	5166	0.9323	45757,163808,444500,796351,820365,1042221,1248255,1256595,1860130
GCA_902571975.1__GCA_902520695.1		unknown	0	1	0	0	1			77	58442	0.7541	
GCF_900129655.1__GCF_000154525.1		unknown	8	12	8	0	4	234892	873755	233	19313	0.9819	37883,152024,159404,225495,244290,614275,719027,873755
GCA_902604715.1__GCA_902526075.1		unknown	0	8	0	0	8			99	45455	0.8000	
GCF_003581615.1__GCF_017313105.1		unknown	10	3	3	7	0	23402	417459	67	67164	0.9032	8409,23402,417459
GCA_002346305.1__GCA_014190175.1		unknown	0	1	0	0	1			45	100000	0.5652	
GCF_003217475.1__GCF_017377795.1		unknown	8	6	6	2	0	254938	1935126	439	10251	0.9477	39254,55383,164180,345695,467514,1935126
GCF_014204435.1__GCF_013449725.1		unknown	5	3	3	2	0	374229	574905	145	31034	0.9044	340997,374229,574905
GCA_902544085.1__GCA_902526165.1		unknown	0	4	0	0	4			5	900000	0.0000	
GCA_902787415.1__GCA_902763685.1		unknown	0	1	0	0	1			52	86538	0.2609	
GCF_000379565.1__GCA_013361545.1		unknown	11	6	6	5	0	186850	934956	981	4587	0.9627	2667,27594,163935,209766,242254,934956
GCA_017503465.1__GCA_017396085.1		unknown	27	15	15	12	0	8436	222997	934	4818	0.8804	203,1570,2816,2872,3735,3938,6117,8436,42387,44672,49371,81468,89418,105200,222997
GCA_003278685.1__GCA_003281365.1		unknown	0	3	0	0	3			105	42857	0.7667	
GCF_000403785.1__GCF_000258765.1		unknown	0	4	0	0	4			51	88235	0.8400	
GCA_003216595.1__GCA_003279585.1		unknown	0	13	0	0	13			133	33835	0.8286	
GCA_902550325.1__GCA_902544085.1		unknown	0	1	0	0	1			17	264706	0.5833	
GCA_902604245.1__GCA_902519455.1		unknown	0	3	0	0	3			65	69231	0.7714	
GCF_003268815.1__GCA_002352205.1		unknown	16	24	16	0	8	31404	369898	136	33088	0.9167	3515,3845,6916,6964,8856,9185,9220,17988,44821,59781,72922,79724,115391,122136,212443,369898
GCA_902631785.1__GCA_902630885.1		unknown	0	2	0	0	2			210	21429	0.9592	
GCA_018712825.1__GCA_018713285.1		unknown	22	8	8	14	0	62476	256306	467	9636	0.9079	23,11187,13327,36819,88134,105621,111044,256306
GCF_004307015.1__GCF_003336745.1		unknown	9	7	7	2	0	677724	1509365	58	77586	0.8000	26342,29122,308659,677724,1046178,1153011,1509365
GCA_902597515.1__GCA_902556065.1		unknown	0	1	0	0	1			9	500000	0.0000	
GCA_900468065.1__GCF_000744565.1		unknown	9	8	8	1	0	556090	4838016	203	22167	0.6842	7280,12163,59274,188703,923476,1373220,2477580,4838016
GCF_011305415.1__GCF_900108955.1		unknown	2	30	2	0	28	34579	69109	166	27108	0.9801	49,69109
GCA_014654115.1__GCA_902529785.1		unknown	0	3	0	0	3			8	562500	0.6667	
GCA_902612605.1__GCA_902576115.1		unknown	1	0	0	1	0			175	25714	0.9388	
GCA_910579435.1__GCA_910574635.1		unknown	35	29	29	6	0	34616	1556143	306	14706	0.7847	130,407,1564,1934,4521,5181,5521,10645,14841,17123,17415,17761,21941,29035,34616,41597,58358,64545,76618,95756,188739,194021,223560,256968,298941,559347,789650,1523144,1556143
GCA_902610315.1__GCA_902587095.1		unknown	0	8	0	0	8			97	46392	0.8750	
GCA_003209375.1__GCA_902574425.1		unknown	0	5	0	0	5			76	59211	0.7800	
GCF_003049525.1__GCF_001308875.1		unknown	6	16	6	0	10	138292	1985660	357	12605	0.9581	298,10506,11572,265013,1184978,1985660
GCA_003343805.1__GCA_019117085.1		unknown	6	8	6	0	2	267944	923823	323	13932	0.8506	1511,23143,94047,441841,682132,923823
GCF_001905845.1__GCA_002128465.1		unknown	16	40	16	0	24	54038	478879	1468	3065	0.9939	1434,3952,7200,10342,18227,22476,23202,43727,64349,108842,117310,141941,280419,282730,343065,478879
GCA_017428545.1__GCA_905235455.1		unknown	2	7	2	0	5	178319	196968	329	13678	0.9602	159670,196968
GCA_017429765.1__GCA_902797035.1		unknown	1	12	1	0	11	3704	3704	65	69231	0.7059	3704
GCF_002285495.1__GCA_012520205.1		unknown	0	8	0	0	8			76	59211	1.0000	
GCF_001068775.1__GCF_001072375.1		unknown	4	8	4	0	4	280591	637706	416	10817	0.9088	51607,111759,449423,637706
GCA_005843825.1__GCA_903895195.1		unknown	5	9	5	0	4	102975	919210	162	27778	0.8248	35543,88993,102975,262397,919210
GCA_002457485.1__GCA_902600855.1		unknown	0	1	0	0	1			8	562500	0.0000	
GCF_004345265.1__GCF_002160145.1		unknown	14	9	9	5	0	163346	617051	660	6818	0.9312	284,6185,23574,97664,163346,280333,367852,493704,617051
GCA_905214675.1__GCA_902363685.1		unknown	4	10	4	0	6	68248	275795	188	23936	0.7529	8289,10632,125865,275795
GCA_902588895.1__GCA_902578325.1		unknown	0	2	0	0	2			65	69231	0.8750	
GCF_005080965.1__GCF_000521565.1		unknown	0	1	0	0	1			7	642857	1.0000	
GCA_902547535.1__GCA_902522525.1		unknown	0	2	0	0	2			110	40909	0.9889	
GCF_001896135.2__GCF_001282115.1		unknown	16	43	16	0	27	50370	192683	510	8824	0.9852	528,730,779,1335,9572,10175,30667,49066,51673,54335,62066,66454,68134,85787,99769,192683
GCF_004634245.1__GCF_003254585.1		unknown	2	20	2	0	18	12158	24162	104	43269	0.8462	153,24162
GCF_003943905.1__GCF_002096435.1		unknown	14	15	14	0	1	13092	815967	369	12195	0.9945	165,864,1808,3793,5060,7266,10724,15459,87881,96702,100041,136444,203784,815967
GCF_000758885.1__GCA_900759325.1		unknown	0	3	0	0	3			41	109756	0.5000	
GCA_014872805.1__GCA_018623155.1		unknown	1	1	1	0	0	741675	741675	74	60811	0.8824	741675
GCA_902580895.1__GCA_902563075.1		unknown	1	1	1	0	0	91896	91896	76	59211	0.9138	91896
GCF_000621565.1__GCF_900116865.1		unknown	23	33	23	0	10	57160	2102324	295	15254	0.9440	6367,7244,9589,10292,17208,31238,36509,41570,43947,47864,52271,57160,63242,88983,100851,145705,173730,177537,186487,197893,753129,1789379,2102324
GCA_902604545.1__GCA_902532645.1		unknown	0	2	0	0	2			61	73770	0.8788	
GCF_002979775.1__GCF_014647595.1		unknown	7	3	3	4	0	258186	355179	258	17442	0.8708	5704,258186,355179
GCA_902619105.1__GCA_902564295.1		unknown	0	1	0	0	1			141	31915	0.9496	
GCF_007858255.1__GCA_016937595.1		unknown	3	9	3	0	6	284172	1085018	496	9073	0.9755	255421,284172,1085018
GCF_009749405.1__GCF_000421545.1		unknown	14	11	11	3	0	127464	1509216	1122	4011	0.9892	1910,67472,74983,100221,105289,127464,227764,256285,446169,1427790,1509216
GCF_013523125.1__GCA_017744435.1		unknown	13	19	13	0	6	206833	1804580	217	20737	0.8193	2030,7124,18531,69468,122361,162819,206833,274785,559333,682393,1105407,1138686,1804580
GCF_002086285.1__GCF_001021505.1		unknown	3	12	3	0	9	26035	896688	260	17308	0.7956	19331,26035,896688
GCA_017650285.1__GCA_017429475.1		unknown	1	14	1	0	13	2155	2155	212	21226	0.3485	2155
GCA_902600485.1__GCA_902590295.1		unknown	0	1	0	0	1			62	72581	0.9545	
GCA_902635645.1__GCA_902557705.1		unknown	0	2	0	0	2			149	30201	0.8984	
GCF_001636695.1__GCF_000523515.1		unknown	0	22	0	0	22			198	22727	0.5805	
GCA_900313675.1__GCA_902781185.1		unknown	9	15	9	0	6	52442	316147	230	19565	0.8750	650,1699,9315,13968,52442,65993,75065,270343,316147
GCF_003002025.1__GCF_001931485.1		unknown	30	19	19	11	0	161853	4170937	408	11029	0.9380	389,1210,6607,9004,15193,27726,33078,85419,106268,161853,299828,512876,566787,763223,890884,921029,984111,3329026,4170937
GCA_003213955.1__GCA_003281365.1		unknown	0	3	0	0	3			37	121622	0.8519	
GCA_902613855.1__GCA_902539035.1		unknown	0	3	0	0	3			78	57692	0.9153	
GCA_017935645.1__GCA_904502265.1		unknown	0	3	0	0	3			115	39130	0.8571	
GCA_003212625.1__GCA_003216595.1		unknown	0	1	0	0	1			26	173077	0.6667	
GCA_902373455.1__GCA_000180035.1		unknown	1	11	1	0	10	18253	18253	406	11084	0.5620	18253
GCA_003158175.1__GCA_003133185.1		unknown	3	15	3	0	12	145985	222275	484	9298	0.9705	66768,145985,222275
GCA_003162475.1__GCA_003141815.1		unknown	1	8	1	0	7	237058	237058	157	28662	0.9733	237058
GCF_000620845.1__GCF_018617875.1		unknown	0	6	0	0	6			92	48913	1.0000	
GCA_014239265.1__GCA_902510965.1		unknown	0	2	0	0	2			140	32143	0.9364	
GCF_000722685.1__GCA_905221225.1		unknown	31	27	27	4	0	28321	598547	381	11811	0.9836	1014,2196,2599,2649,3799,5305,6302,6332,9424,10110,14422,16990,24207,28321,31988,43980,60808,69914,138116,154919,177925,328734,425434,463814,515064,551237,598547
GCA_902596515.1__GCA_902523125.1		unknown	0	4	0	0	4			58	77586	0.8889	
GCA_003214235.1__GCA_902574405.1		unknown	1	8	1	0	7	405	405	49	91837	0.6957	405
GCF_001280085.1__GCF_000716595.1		unknown	66	42	42	24	0	53120	2641323	1240	3629	0.9392	524,719,1326,3905,4469,5910,6700,6815,8008,8145,11329,12873,18399,18632,28028,28961,31675,40836,40855,44982,51134,55105,61738,62632,67023,73184,91355,118615,129631,142447,161115,208732,369370,494308,519069,678212,821495,847772,933527,1207566,2565245,2641323
GCF_902459745.1__GCF_902459655.1		unknown	4	6	4	0	2	921044	1124403	372	12097	0.9970	416476,798383,1043706,1124403
GCF_015565955.1__GCA_001898325.1		unknown	2	23	2	0	21	6875	13604	344	13081	1.0000	146,13604
GCA_902601895.1__GCA_902540545.1		unknown	1	2	1	0	1	88018	88018	74	60811	0.9630	88018
GCF_001945445.1__GCF_900100535.1		unknown	30	11	11	19	0	61156	409506	417	10791	0.9208	4788,7895,14504,17658,28171,61156,65727,89379,128539,199385,409506
GCF_015350795.1__GCF_001592125.1		unknown	2	7	2	0	5	57344	110946	221	20362	0.9844	3742,110946
GCA_902632545.1__GCA_902556065.1		unknown	0	1	0	0	1			13	346154	0.5000	
GCF_003755065.1__GCF_003752025.1		unknown	11	19	11	0	8	198336	1008941	868	5184	0.9965	187,14733,20377,130504,160591,198336,451877,876288,905930,920750,1008941
GCA_015057555.1__GCA_017463225.1		unknown	0	13	0	0	13			74	60811	0.9333	
GCA_902618855.1__GCA_902554035.1		unknown	0	2	0	0	2			58	77586	0.8444	
GCA_902597895.1__GCA_902521005.1		unknown	0	1	0	0	1			163	27607	0.9441	
GCA_902583635.1__GCA_902528505.1		unknown	0	1	0	0	1			38	118421	0.7368	
GCF_019168305.1__GCF_015354575.1		unknown	7	11	7	0	4	104187	882148	251	17928	0.7463	20470,24301,36866,104187,161613,424712,882148
GCA_902619105.1__GCA_902533965.1		unknown	0	1	0	0	1			146	30822	0.9760	
GCA_902605645.1__GCA_902561155.1		unknown	0	2	0	0	2			39	115385	0.6667	
GCA_018674605.1__GCA_905612295.1		unknown	0	4	0	0	4			23	195652	0.0000	
GCA_017549005.1__GCA_002310115.1		unknown	5	8	5	0	3	167210	457862	92	48913	0.8409	33190,124698,167210,343877,457862
GCA_902801255.1__GCA_902780815.1		unknown	0	4	0	0	4			73	61644	0.7391	
GCA_902773485.1__GCA_902769255.1		unknown	0	5	0	0	5			32	140625	0.1000	
GCF_001697145.1__GCF_000413475.1		unknown	17	28	17	0	11	8870	45677	130	34615	1.0000	119,1237,1761,2150,2529,3312,6473,8778,8870,10912,11878,12341,16434,18057,22915,25537,45677
GCA_902618015.1__GCA_902571865.1		unknown	0	1	0	0	1			156	28846	0.9000	
GCA_900539735.1__GCF_001404695.1		unknown	6	6	6	0	0	138104	550895	904	4978	0.9614	3235,23044,69572,206636,295864,550895
GCA_003213615.1__GCA_902536005.1		unknown	0	4	0	0	4			64	70312	0.8571	
GCF_001665625.1__GCF_000426065.1		unknown	6	21	6	0	15	91768	811347	515	8738	0.7931	6264,43510,81419,102117,308638,811347
GCA_002439085.1__GCA_902777205.1		unknown	8	7	7	1	0	11184	912351	691	6512	0.9757	360,1209,2317,11184,25314,119302,912351
GCA_902578265.1__GCA_902540235.1		unknown	1	1	1	0	0	275502	275502	19	236842	0.8182	275502
GCA_900767885.1__GCA_900767495.1		unknown	19	8	8	11	0	17548	69412	535	8411	0.9640	3520,4493,5640,12334,22762,24418,30797,69412
GCA_003284215.1__GCA_902595065.1		unknown	0	2	0	0	2			25	180000	0.7143	
GCA_017406465.1__GCA_902775595.1		unknown	79	27	27	52	0	8989	186168	544	8272	0.9620	147,263,431,1075,1331,1598,2026,2766,2918,3981,4129,5213,6272,8989,9421,10589,16629,16780,26387,46127,48707,52187,56492,75759,118666,145651,186168
GCF_900110765.1__GCA_002419965.1		unknown	3	7	3	0	4	706541	1029078	196	22959	0.7255	16729,706541,1029078
GCA_902606645.1__GCA_902543535.1		unknown	0	2	0	0	2			85	52941	0.9041	
GCA_016872125.1__GCA_016868875.1		unknown	1	0	0	1	0			271	16605	0.6159	
GCA_902577765.1__GCA_902533965.1		unknown	0	1	0	0	1			135	33333	0.9730	
GCA_902616855.1__GCA_902518505.1		unknown	0	2	0	0	2			188	23936	0.9240	
GCA_017399765.1__GCA_017424665.1		unknown	0	8	0	0	8			97	46392	0.8214	
GCF_004151105.1__GCF_000981895.1		unknown	7	22	7	0	15	293365	853002	526	8555	0.9579	70697,248538,279130,293365,340978,706887,853002
GCF_000474215.1__GCF_000264785.1		unknown	1	4	1	0	3	19254	19254	94	47872	0.7797	19254
GCF_900115555.1__GCA_002354655.1		unknown	27	19	19	8	0	102263	1946137	222	20270	0.8556	2729,11194,14170,18268,27127,27794,70117,75716,95953,102263,107688,117266,139500,161241,208178,465241,1273513,1618042,1946137
GCA_902569245.1__GCA_902549785.1		unknown	0	5	0	0	5			47	95745	0.9091	
GCF_003946305.1__GCF_001435035.1		unknown	1	11	1	0	10	193772	193772	179	25140	0.9714	193772
GCF_004342425.1__GCF_014138265.1		unknown	15	21	15	0	6	180155	2395935	968	4649	0.9864	1611,9629,23845,42491,46241,52752,73514,180155,182135,187774,280793,365235,455995,494941,2395935
GCA_902622655.1__GCA_902572515.1		unknown	0	2	0	0	2			25	180000	0.3846	
GCA_902604795.1__GCA_902604245.1		unknown	0	1	0	0	1			71	63380	0.9375	
GCF_001509475.1__GCF_001282115.1		unknown	7	37	7	0	30	181044	375981	652	6902	0.8453	62583,108709,123587,181044,259053,322586,375981
GCA_016873115.1__GCA_016873315.1		unknown	0	1	0	0	1			334	13473	0.9342	
GCF_014251815.1__GCF_000471965.1		unknown	0	1	0	0	1			79	56962	1.0000	
GCA_900470095.1__GCF_000735605.1		unknown	44	29	29	15	0	23185	1291627	1891	2380	0.9619	171,379,461,1160,1598,3733,7731,8881,10504,10537,11120,14561,19342,20429,23185,40997,67242,71289,75243,86340,100517,116538,135647,137907,180184,300709,362069,366595,1291627
GCF_000757485.1__GCF_001571365.1		unknown	28	12	12	16	0	122368	1482553	1248	3606	0.9862	6194,10559,15300,17493,68735,89069,155668,209875,217239,416596,942702,1482553
GCA_902609535.1__GCA_902599955.1		unknown	0	1	0	0	1			16	281250	0.7778	
GCF_001691565.1__GCF_000383475.1		unknown	4	15	4	0	11	12429	390058	645	6977	0.9984	785,1109,23749,390058
GCA_003213235.1__GCA_902521995.1		unknown	2	5	2	0	3	5122	7633	261	17241	0.9211	2612,7633
GCA_900317885.1__GCA_002354055.1		unknown	16	18	16	0	2	62549	1471905	279	16129	0.8115	4715,7261,22282,26252,26518,30079,41691,51049,74049,86005,108749,119440,199246,222592,240762,1471905
GCA_902569725.1__GCA_902556825.1		unknown	0	1	0	0	1			27	166667	0.7692	
GCA_002731665.1__GCA_905477545.1		unknown	0	1	0	0	1			282	15957	0.8447	
GCA_902609705.1__GCA_902538525.1		unknown	1	5	1	0	4	106780	106780	124	36290	0.8300	106780
GCA_905214435.1__GCA_900761145.1		unknown	0	10	0	0	10			691	6512	0.9191	
GCF_009649785.1__GCF_010669145.1		unknown	18	14	14	4	0	276577	3589905	726	6198	0.9502	8117,40783,94439,108850,124936,191767,240311,312843,422016,436984,2047238,2340452,3165415,3589905
GCA_902578255.1__GCA_902557585.1		unknown	0	1	0	0	1			14	321429	0.8333	
GCA_003255745.1__GCF_000787695.1		unknown	1	6	1	0	5	283544	283544	138	32609	0.8871	283544
GCA_902604265.1__GCA_902553465.1		unknown	1	2	1	0	1	239951	239951	104	43269	0.8667	239951
GCA_016288315.1__GCA_902787025.1		unknown	1	11	1	0	10	66514	66514	56	80357	0.6364	66514
GCA_910584465.1__GCA_910576865.1		unknown	14	20	14	0	6	62661	1712404	149	30201	0.5610	653,11243,31094,43550,45718,51080,60925,64397,118042,157071,189753,211302,336377,1712404
GCA_902558815.1__GCA_902556265.1		unknown	0	1	0	0	1			5	900000	0.6667	
GCA_018674605.1__GCA_905612275.1		unknown	0	1	0	0	1			9	500000	0.0000	
GCA_902628525.1__GCA_902590535.1		unknown	0	2	0	0	2			14	321429	0.8750	
GCF_001426375.1__GCF_000799595.1		unknown	56	43	43	13	0	53373	5839938	1381	3259	0.9878	363,800,1083,1261,2989,5998,9043,9542,10949,13438,15592,27890,28329,28376,35593,37817,39518,42221,51498,51605,51792,53373,56502,69885,85019,91106,95200,103745,133476,155852,197563,215545,273515,296041,348026,423394,520638,670222,932472,1518910,1560281,1631627,5839938
GCF_900148835.1__GCA_002483315.1		unknown	8	23	8	0	15	102976	184328	63	71429	0.9388	12593,78246,86929,88467,117486,124284,132129,184328
GCF_000278725.1__GCA_018375675.1		unknown	0	4	0	0	4			183	24590	0.6186	
GCF_015712065.1__GCF_900115475.1		unknown	17	26	17	0	9	62243	3329687	1102	4083	0.9740	3741,7180,20602,25974,26680,34076,52224,59857,62243,80993,89250,332870,349292,500319,635199,955562,3329687
GCA_902594705.1__GCA_902515965.1		unknown	0	1	0	0	1			12	375000	1.0000	
GCA_902599335.1__GCA_902597555.1		unknown	1	1	1	0	0	6711	6711	87	51724	1.0000	6711
GCF_006539825.1__GCA_902782855.1		unknown	0	5	0	0	5			255	17647	0.9496	
GCA_016784025.1__GCA_016784545.1		unknown	0	6	0	0	6			59	76271	0.7500	
GCF_901543175.1__GCA_000831085.1		unknown	14	33	14	0	19	8069	591807	302	14901	0.9963	865,1423,1767,1914,2520,4227,7024,9114,10261,26437,47722,109469,287235,591807
GCA_013205365.1__GCA_002292855.1		unknown	0	1	0	0	1			375	12000	0.6804	
GCA_003281715.1__GCA_902573045.1		unknown	0	1	0	0	1			105	42857	0.8171	
GCA_902623255.1__GCA_902602135.1		unknown	0	1	0	0	1			130	34615	0.9419	
GCF_900099615.1__GCF_008931845.1		unknown	0	3	0	0	3			80	56250	0.9740	
GCA_902610105.1__GCA_902546095.1		unknown	0	1	0	0	1			34	132353	0.4500	
GCF_003234265.1__GCF_003234085.1		unknown	5	9	5	0	4	331369	561960	509	8841	0.9917	36758,306370,331369,494622,561960
GCA_003214235.1__GCA_902570945.1		unknown	1	6	1	0	5	1226	1226	62	72581	0.9512	1226
GCA_900552015.1__GCA_002405995.1		unknown	5	7	5	0	2	512497	785606	119	37815	0.7049	27936,125946,512497,564093,785606
GCA_011370655.1__GCA_000353875.1		unknown	2	9	2	0	7	84125	144546	331	13595	0.8879	23704,144546
