assembly_acc	assembly_name	organism	strain	biosample	seq_rel_date	submission	assembly_level
GCF_016403325.1	ASM1640332v1	Staphylococcus pseudintermedius (firmicutes)	FDAARGOS_1073	SAMN16357242	2020/12/26 00:00	2020/12/26 00:00	Chromosome
GCF_016403305.1	ASM1640330v1	Achromobacter xylosoxidans (b-proteobacteria)	FDAARGOS_984	SAMN16357153	2020/12/26 00:00	2020/12/26 00:00	Chromosome
GCF_016403285.1	ASM1640328v1	Corynebacterium striatum (high G+C Gram-positive bacteria)	FDAARGOS_1054	SAMN16357223	2020/12/26 00:00	2020/12/26 00:00	Chromosome
GCF_016403265.1	ASM1640326v1	Corynebacterium urealyticum (high G+C Gram-positive bacteria)	FDAARGOS_995	SAMN16357164	2020/12/26 00:00	2020/12/26 00:00	Chromosome
GCF_016403245.1	ASM1640324v1	Micrococcus luteus (high G+C Gram-positive bacteria)	FDAARGOS_1034	SAMN16357203	2020/12/26 00:00	2020/12/26 00:00	Chromosome
GCF_016403225.1	ASM1640322v1	Peptoniphilus harei (firmicutes)	FDAARGOS_1012	SAMN16357181	2020/12/26 00:00	2020/12/26 00:00	Chromosome
GCF_016403205.1	ASM1640320v1	Hafnia alvei (enterobacteria)	FDAARGOS_1038	SAMN16357207	2020/12/26 00:00	2020/12/26 00:00	Chromosome
GCF_016403185.1	ASM1640318v1	Enterobacter asburiae (enterobacteria)	FDAARGOS_1056	SAMN16357225	2020/12/26 00:00	2020/12/26 00:00	Chromosome
GCF_016403165.1	ASM1640316v1	Streptococcus lutetiensis (firmicutes)	FDAARGOS_1018	SAMN16357187	2020/12/26 00:00	2020/12/26 00:00	Chromosome
GCF_016403145.1	ASM1640314v1	Agrobacterium tumefaciens (a-proteobacteria)	FDAARGOS_1048	SAMN16357217	2020/12/26 00:00	2020/12/26 00:00	Complete Genome
GCF_016128275.1	ASM1612827v1	Citrobacter koseri (enterobacteria)	FDAARGOS_1029	SAMN16357198	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128255.1	ASM1612825v1	Lactococcus garvieae (firmicutes)	FDAARGOS_1063	SAMN16357232	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128235.1	ASM1612823v1	Escherichia fergusonii (enterobacteria)	FDAARGOS_1032	SAMN16357201	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128215.1	ASM1612821v1	Pediococcus pentosaceus (firmicutes)	FDAARGOS_1010	SAMN16357179	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128195.1	ASM1612819v1	Paraburkholderia ginsengisoli (b-proteobacteria)	FDAARGOS_1049	SAMN16357218	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128175.1	ASM1612817v1	Rothia kristinae (high G+C Gram-positive bacteria)	FDAARGOS_1001	SAMN16357170	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128155.1	ASM1612815v1	Lactococcus garvieae (firmicutes)	FDAARGOS_1062	SAMN16357231	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128135.1	ASM1612813v1	Streptococcus dysgalactiae (firmicutes)	FDAARGOS_1016	SAMN16357185	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128115.1	ASM1612811v1	Providencia stuartii (enterobacteria)	FDAARGOS_1040	SAMN16357209	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128095.1	ASM1612809v1	Streptococcus dysgalactiae (firmicutes)	FDAARGOS_1017	SAMN16357186	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128075.1	ASM1612807v1	Corynebacterium bovis (high G+C Gram-positive bacteria)	FDAARGOS_1052	SAMN16357221	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128055.1	ASM1612805v1	Pediococcus acidilactici (firmicutes)	FDAARGOS_1008	SAMN16357177	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128035.1	ASM1612803v1	Alcaligenes faecalis (b-proteobacteria)	FDAARGOS_1024	SAMN16357193	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016128015.1	ASM1612801v1	Brucella anthropi (a-proteobacteria)	FDAARGOS_1039	SAMN16357208	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127995.1	ASM1612799v1	Schaalia meyeri (high G+C Gram-positive bacteria)	FDAARGOS_985	SAMN16357154	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127975.1	ASM1612797v1	Corynebacterium urealyticum (high G+C Gram-positive bacteria)	FDAARGOS_994	SAMN16357163	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127955.1	ASM1612795v1	Actinomyces oris (high G+C Gram-positive bacteria)	FDAARGOS_1051	SAMN16357220	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127935.1	ASM1612793v1	Staphylococcus pettenkoferi (firmicutes)	FDAARGOS_1071	SAMN16357240	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127915.1	ASM1612791v1	Streptococcus oralis (firmicutes)	FDAARGOS_1021	SAMN16357190	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127895.1	ASM1612789v1	Moraxella nonliquefaciens (g-proteobacteria)	FDAARGOS_1006	SAMN16357175	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127875.1	ASM1612787v1	Streptococcus constellatus (firmicutes)	FDAARGOS_1015	SAMN16357184	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127855.1	ASM1612785v1	Actinomyces naeslundii (high G+C Gram-positive bacteria)	FDAARGOS_1037	SAMN16357206	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127835.1	ASM1612783v1	Salmonella enterica (enterobacteria)	FDAARGOS_1066	SAMN16357235	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127815.1	ASM1612781v1	Pediococcus acidilactici (firmicutes)	FDAARGOS_1007	SAMN16357176	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127795.1	ASM1612779v1	Stutzerimonas stutzeri (g-proteobacteria)	FDAARGOS_1065	SAMN16357234	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127775.1	ASM1612777v1	Pediococcus pentosaceus (firmicutes)	FDAARGOS_1009	SAMN16357178	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127755.1	ASM1612775v1	Burkholderia ambifaria (b-proteobacteria)	FDAARGOS_1027	SAMN16357196	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127735.1	ASM1612773v1	Streptococcus oralis (firmicutes)	FDAARGOS_1075	SAMN16357244	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127715.1	ASM1612771v1	Staphylococcus saccharolyticus (firmicutes)	FDAARGOS_1074	SAMN16357243	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127695.1	ASM1612769v1	Escherichia coli (E. coli)	FDAARGOS_1059	SAMN16357228	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127675.1	ASM1612767v1	Campylobacter coli (e-proteobacteria)	FDAARGOS_1028	SAMN16357197	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127655.1	ASM1612765v1	Brevundimonas diminuta (a-proteobacteria)	FDAARGOS_1026	SAMN16357195	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127635.1	ASM1612763v1	Enterococcus casseliflavus (firmicutes)	FDAARGOS_998	SAMN16357167	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127615.1	ASM1612761v1	Corynebacterium amycolatum (high G+C Gram-positive bacteria)	FDAARGOS_991	SAMN16357160	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127595.1	ASM1612759v1	Fusobacterium canifelinum (fusobacteria)	FDAARGOS_999	SAMN16357168	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127575.1	ASM1612757v1	Cupriavidus necator (b-proteobacteria)	FDAARGOS_1030	SAMN16357199	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127555.1	ASM1612755v1	Streptococcus oralis (firmicutes)	FDAARGOS_1020	SAMN16357189	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127535.1	ASM1612753v1	Streptococcus salivarius (firmicutes)	FDAARGOS_1045	SAMN16357214	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127515.1	ASM1612751v1	Acinetobacter baumannii (g-proteobacteria)	FDAARGOS_1036	SAMN16357205	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127495.1	ASM1612749v1	Kytococcus sedentarius (high G+C Gram-positive bacteria)	FDAARGOS_1061	SAMN16357230	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127475.1	ASM1612747v1	Anaerococcus vaginalis (firmicutes)	FDAARGOS_988	SAMN16357157	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127455.1	ASM1612745v1	Staphylococcus equorum (firmicutes)	FDAARGOS_1068	SAMN16357237	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127435.1	ASM1612743v1	Salmonella enterica (enterobacteria)	FDAARGOS_1067	SAMN16357236	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127415.1	ASM1612741v1	Delftia acidovorans (b-proteobacteria)	FDAARGOS_997	SAMN16357166	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127395.1	ASM1612739v1	Corynebacterium glucuronolyticum (high G+C Gram-positive bacteria)	FDAARGOS_1053	SAMN16357222	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127375.1	ASM1612737v1	Lactococcus garvieae (firmicutes)	FDAARGOS_1002	SAMN16357171	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127355.1	ASM1612735v1	Kingella denitrificans (b-proteobacteria)	FDAARGOS_1060	SAMN16357229	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127335.1	ASM1612733v1	Staphylococcus pseudintermedius (firmicutes)	FDAARGOS_1072	SAMN16357241	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127315.1	ASM1612731v1	Achromobacter deleyi (b-proteobacteria)	FDAARGOS_1050	SAMN16357219	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127295.1	ASM1612729v1	Leuconostoc mesenteroides (firmicutes)	FDAARGOS_1033	SAMN16357202	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127275.1	ASM1612727v1	Streptococcus infantarius (firmicutes)	FDAARGOS_1019	SAMN16357188	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127255.1	ASM1612725v1	Leuconostoc pseudomesenteroides (firmicutes)	FDAARGOS_1003	SAMN16357172	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127235.1	ASM1612723v1	Enterococcus hirae (firmicutes)	FDAARGOS_1057	SAMN16357226	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127215.1	ASM1612721v1	Haemophilus parainfluenzae (g-proteobacteria)	FDAARGOS_1000	SAMN16357169	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127195.1	ASM1612719v1	Aeromonas jandaei (g-proteobacteria)	FDAARGOS_986	SAMN16357155	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127175.1	ASM1612717v1	Veillonella parvula (firmicutes)	FDAARGOS_1046	SAMN16357215	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127155.1	ASM1612715v1	Brevibacterium casei (high G+C Gram-positive bacteria)	FDAARGOS_990	SAMN16357159	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127135.1	ASM1612713v1	Lactococcus lactis (firmicutes)	FDAARGOS_1064	SAMN16357233	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127115.1	ASM1612711v1	Aggregatibacter segnis (g-proteobacteria)	FDAARGOS_987	SAMN16357156	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127095.1	ASM1612709v1	Corynebacterium urealyticum (high G+C Gram-positive bacteria)	FDAARGOS_996	SAMN16357165	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127075.1	ASM1612707v1	Macrococcoides caseolyticum (firmicutes)	FDAARGOS_1005	SAMN16357174	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127055.1	ASM1612705v1	Staphylococcus felis (firmicutes)	FDAARGOS_1014	SAMN16357183	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127035.1	ASM1612703v1	Leuconostoc pseudomesenteroides (firmicutes)	FDAARGOS_1004	SAMN16357173	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016127015.1	ASM1612701v1	Corynebacterium tuberculostearicum (high G+C Gram-positive bacteria)	FDAARGOS_993	SAMN16357162	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016126995.1	ASM1612699v1	Escherichia coli (E. coli)	FDAARGOS_1058	SAMN16357227	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016126975.1	ASM1612697v1	Pediococcus pentosaceus (firmicutes)	FDAARGOS_1011	SAMN16357180	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016126955.1	ASM1612695v1	Pseudomonas aeruginosa (g-proteobacteria)	FDAARGOS_1041	SAMN16357210	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016126935.1	ASM1612693v1	Stenotrophomonas maltophilia (g-proteobacteria)	FDAARGOS_1044	SAMN16357213	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016126915.1	ASM1612691v1	Corynebacterium minutissimum (high G+C Gram-positive bacteria)	FDAARGOS_992	SAMN16357161	2020/12/20 00:00	2020/12/20 00:00	Complete Genome
GCF_016117835.1	ASM1611783v1	Salmonella enterica (enterobacteria)	FDAARGOS_879	SAMN13450409	2020/12/19 00:00	2020/12/19 00:00	Chromosome
GCF_016117815.1	ASM1611781v1	Bacteroides uniformis (CFB group bacteria)	FDAARGOS_901	SAMN13450431	2020/12/19 00:00	2020/12/19 00:00	Chromosome
GCF_016117795.1	ASM1611779v1	Acinetobacter baumannii (g-proteobacteria)	FDAARGOS_917	SAMN13450447	2020/12/19 00:00	2020/12/19 00:00	Chromosome
GCF_016117775.1	ASM1611777v1	Bacillus cereus (firmicutes)	FDAARGOS_919	SAMN13450449	2020/12/19 00:00	2020/12/19 00:00	Chromosome
GCF_016117755.1	ASM1611775v1	Bacillus mycoides (firmicutes)	FDAARGOS_924	SAMN13450454	2020/12/19 00:00	2020/12/19 00:00	Chromosome
GCF_016117735.1	ASM1611773v1	Clostridium perfringens (firmicutes)	FDAARGOS_932	SAMN13450462	2020/12/19 00:00	2020/12/19 00:00	Chromosome
GCF_016117715.1	ASM1611771v1	Bacteroides thetaiotaomicron (CFB group bacteria)	FDAARGOS_935	SAMN13450465	2020/12/19 00:00	2020/12/19 00:00	Chromosome
GCF_016103195.1	ASM1610319v1	Bacteroides thetaiotaomicron (CFB group bacteria)	FDAARGOS_912	SAMN13450442	2020/12/16 00:00	2020/12/16 00:00	Scaffold
GCF_016103125.1	ASM1610312v1	Burkholderia plantarii (b-proteobacteria)	FDAARGOS_922	SAMN13450452	2020/12/16 00:00	2020/12/16 00:00	Scaffold
GCF_016103145.1	ASM1610314v1	Burkholderia oklahomensis (b-proteobacteria)	FDAARGOS_898	SAMN13450428	2020/12/16 00:00	2020/12/16 00:00	Contig
GCF_016103035.1	ASM1610303v1	Listeria innocua (firmicutes)	FDAARGOS_953	SAMN13450483	2020/12/16 00:00	2020/12/16 00:00	Contig
GCF_016103045.1	ASM1610304v1	Hafnia alvei (enterobacteria)	FDAARGOS_950	SAMN13450480	2020/12/16 00:00	2020/12/16 00:00	Contig
GCF_016103025.1	ASM1610302v1	Cronobacter sakazakii (enterobacteria)	FDAARGOS_927	SAMN13450457	2020/12/16 00:00	2020/12/16 00:00	Scaffold
GCF_016027815.1	ASM1602781v1	Delftia lacustris (b-proteobacteria)	FDAARGOS_890	SAMN13450420	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028855.1	ASM1602885v1	Rothia kristinae (high G+C Gram-positive bacteria)	FDAARGOS_864	SAMN13450394	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028835.1	ASM1602883v1	Lactococcus lactis (firmicutes)	FDAARGOS_865	SAMN13450395	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028815.1	ASM1602881v1	Lactococcus lactis (firmicutes)	FDAARGOS_866	SAMN13450396	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028795.1	ASM1602879v1	Macrococcoides caseolyticum (firmicutes)	FDAARGOS_868	SAMN13450398	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028775.1	ASM1602877v1	Moraxella nonliquefaciens (g-proteobacteria)	FDAARGOS_869	SAMN13450399	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028755.1	ASM1602875v1	Faucicola osloensis (g-proteobacteria)	FDAARGOS_870	SAMN13450400	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028735.1	ASM1602873v1	Oligella ureolytica (b-proteobacteria)	FDAARGOS_872	SAMN13450402	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028715.1	ASM1602871v1	Neisseria cinerea (b-proteobacteria)	FDAARGOS_871	SAMN13450401	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028695.1	ASM1602869v1	Pediococcus pentosaceus (firmicutes)	FDAARGOS_873	SAMN13450403	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028675.1	ASM1602867v1	Proteus penneri (enterobacteria)	FDAARGOS_874	SAMN13450404	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028655.1	ASM1602865v1	Stutzerimonas stutzeri (g-proteobacteria)	FDAARGOS_875	SAMN13450405	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028635.1	ASM1602863v1	Stutzerimonas degradans (g-proteobacteria)	FDAARGOS_876	SAMN13450406	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028515.1	ASM1602851v1	Stutzerimonas frequens (g-proteobacteria)	FDAARGOS_877	SAMN13450407	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028495.1	ASM1602849v1	Salmonella enterica (enterobacteria)	FDAARGOS_878	SAMN13450408	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028475.1	ASM1602847v1	Serratia rubidaea (enterobacteria)	FDAARGOS_880	SAMN13450410	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028435.1	ASM1602843v1	Sphingomonas paucimobilis (a-proteobacteria)	FDAARGOS_881	SAMN13450411	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028295.1	ASM1602829v1	Staphylococcus auricularis (firmicutes)	FDAARGOS_882	SAMN13450412	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028275.1	ASM1602827v1	Staphylococcus carnosus (firmicutes)	FDAARGOS_883	SAMN13450413	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028255.1	ASM1602825v1	Streptococcus oralis (firmicutes)	FDAARGOS_885	SAMN13450415	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028235.1	ASM1602823v1	Staphylococcus equorum (firmicutes)	FDAARGOS_884	SAMN13450414	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016028175.1	ASM1602817v1	Streptococcus oralis (firmicutes)	FDAARGOS_886	SAMN13450416	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027975.1	ASM1602797v1	Lactococcus lactis (firmicutes)	FDAARGOS_887	SAMN13450417	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027855.1	ASM1602785v1	Atlantibacter hermannii (CDC Enteric Group 11)	FDAARGOS_888	SAMN13450418	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027835.1	ASM1602783v1	Serratia plymuthica (enterobacteria)	FDAARGOS_889	SAMN13450419	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027775.1	ASM1602777v1	Delftia acidovorans (b-proteobacteria)	FDAARGOS_891	SAMN13450421	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027715.1	ASM1602771v1	Lactococcus garvieae (firmicutes)	FDAARGOS_893	SAMN13450423	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027695.1	ASM1602769v1	Enterobacter asburiae (enterobacteria)	FDAARGOS_892	SAMN13450422	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027675.1	ASM1602767v1	Serratia plymuthica (enterobacteria)	FDAARGOS_895	SAMN13450425	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027615.1	ASM1602761v1	Corynebacterium minutissimum (high G+C Gram-positive bacteria)	FDAARGOS_894	SAMN13450424	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027595.1	ASM1602759v1	Serratia plymuthica (enterobacteria)	FDAARGOS_896	SAMN13450426	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027575.1	ASM1602757v1	Bacillus tropicus (firmicutes)	FDAARGOS_897	SAMN13450427	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027455.1	ASM1602745v1	Burkholderia humptydooensis (b-proteobacteria)	FDAARGOS_899	SAMN13450429	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027435.1	ASM1602743v1	Burkholderia oklahomensis (b-proteobacteria)	FDAARGOS_900	SAMN13450430	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027415.1	ASM1602741v1	Brevibacterium casei (high G+C Gram-positive bacteria)	FDAARGOS_902	SAMN13450432	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027375.1	ASM1602737v1	Clostridium perfringens (firmicutes)	FDAARGOS_903	SAMN13450433	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027155.1	ASM1602715v1	Clostridium perfringens (firmicutes)	FDAARGOS_904	SAMN13450434	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027135.1	ASM1602713v1	Thomasclavelia ramosa (firmicutes)	FDAARGOS_906	SAMN13450436	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027115.1	ASM1602711v1	Serratia plymuthica (enterobacteria)	FDAARGOS_907	SAMN13450437	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027095.1	ASM1602709v1	Sphingomonas paucimobilis (a-proteobacteria)	FDAARGOS_908	SAMN13450438	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027075.1	ASM1602707v1	Delftia acidovorans (b-proteobacteria)	FDAARGOS_909	SAMN13450439	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027055.1	ASM1602705v1	Acinetobacter johnsonii (g-proteobacteria)	FDAARGOS_910	SAMN13450440	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027035.1	ASM1602703v1	Achromobacter xylosoxidans (b-proteobacteria)	FDAARGOS_915	SAMN13450445	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016027015.1	ASM1602701v1	Bacillus cereus (firmicutes)	FDAARGOS_918	SAMN13450448	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026995.1	ASM1602699v1	Clostridium perfringens (firmicutes)	FDAARGOS_905	SAMN13450435	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026975.1	ASM1602697v1	Aerococcus urinae (firmicutes)	FDAARGOS_911	SAMN13450441	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026915.1	ASM1602691v1	Staphylococcus epidermidis (firmicutes)	FDAARGOS_913	SAMN13450443	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026895.1	ASM1602689v1	Neisseria meningitidis (b-proteobacteria)	FDAARGOS_914	SAMN13450444	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026875.1	ASM1602687v1	Aeromonas hydrophila (g-proteobacteria)	FDAARGOS_916	SAMN13450446	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026855.1	ASM1602685v1	Bacillus tropicus (firmicutes)	FDAARGOS_920	SAMN13450450	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026835.1	ASM1602683v1	Bacillus licheniformis (firmicutes)	FDAARGOS_923	SAMN13450453	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026755.1	ASM1602675v1	Lysinibacillus macroides (firmicutes)	FDAARGOS_925	SAMN13450455	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026735.1	ASM1602673v1	Serratia rubidaea (enterobacteria)	FDAARGOS_926	SAMN13450456	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026715.1	ASM1602671v1	Salmonella enterica (enterobacteria)	FDAARGOS_928	SAMN13450458	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026695.1	ASM1602669v1	Lactococcus garvieae (firmicutes)	FDAARGOS_929	SAMN13450459	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026675.1	ASM1602667v1	Clostridium perfringens (firmicutes)	FDAARGOS_931	SAMN13450461	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026635.1	ASM1602663v1	Staphylococcus pseudintermedius (firmicutes)	FDAARGOS_930	SAMN13450460	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
GCF_016026615.1	ASM1602661v1	Aeromonas allosaccharophila (g-proteobacteria)	FDAARGOS_933	SAMN13450463	2020/12/14 00:00	2020/12/14 00:00	Complete Genome
