pairid	q_acc	r_acc	band	split	anim_ani	af_tier	stratum
GCA_005792345.1__GCA_005797875.1	GCA_005792345.1	GCA_005797875.1	97-100	test	99.9900	strict	
GCA_005792965.1__GCA_005805455.1	GCA_005792965.1	GCA_005805455.1	97-100	train	99.9100	strict	
GCA_005799295.1__GCA_005808605.1	GCA_005799295.1	GCA_005808605.1	97-100	test	99.4200	strict	
GCA_005877575.1__GCA_005877605.1	GCA_005877575.1	GCA_005877605.1	97-100	train	99.1500	strict	
GCA_005878575.1__GCA_005879105.1	GCA_005878575.1	GCA_005879105.1	97-100	test	99.4500	strict	
GCA_005879625.1__GCA_005880215.1	GCA_005879625.1	GCA_005880215.1	97-100	test	98.9800	strict	
GCA_005880425.1__GCA_005880595.1	GCA_005880425.1	GCA_005880595.1	97-100	train	98.2100	strict	
GCA_005881185.1__GCA_005883535.1	GCA_005881185.1	GCA_005883535.1	97-100	train	97.7800	strict	
GCA_005882515.1__GCA_005885585.1	GCA_005882515.1	GCA_005885585.1	97-100	train	98.5400	strict	
GCA_005883535.1__GCA_005889125.1	GCA_005883535.1	GCA_005889125.1	97-100	train	97.7400	strict	
GCA_005885195.1__GCA_005885225.1	GCA_005885195.1	GCA_005885225.1	97-100	train	98.1600	strict	
GCA_006226575.1__GCA_006226625.1	GCA_006226575.1	GCA_006226625.1	97-100	test	99.2500	low-AF	
GCA_006228015.1__GCA_006228035.1	GCA_006228015.1	GCA_006228035.1	97-100	train	99.9800	strict	
GCA_007116325.1__GCA_007122615.1	GCA_007116325.1	GCA_007122615.1	97-100	test	99.8400	strict	
GCA_007118405.1__GCA_007132805.1	GCA_007118405.1	GCA_007132805.1	97-100	train	99.5000	strict	
GCA_007118755.1__GCA_007125865.1	GCA_007118755.1	GCA_007125865.1	97-100	train	99.8300	strict	
GCA_007118845.1__GCA_007133475.1	GCA_007118845.1	GCA_007133475.1	97-100	test	99.8300	strict	
GCA_007120115.1__GCA_007127115.1	GCA_007120115.1	GCA_007127115.1	97-100	test	99.8400	strict	
GCA_007121255.1__GCA_007136505.1	GCA_007121255.1	GCA_007136505.1	97-100	test	99.9300	strict	
GCA_007121905.1__GCA_007129935.1	GCA_007121905.1	GCA_007129935.1	97-100	train	99.9100	strict	
GCA_007125865.1__GCA_007132815.1	GCA_007125865.1	GCA_007132815.1	97-100	train	99.9200	strict	
GCA_007129275.1__GCA_007130315.1	GCA_007129275.1	GCA_007130315.1	97-100	train	99.8700	strict	
GCA_007859155.1__GCF_001618265.1	GCA_007859155.1	GCF_001618265.1	97-100	train	99.5300	strict	
GCA_008011925.1__GCA_017997765.1	GCA_008011925.1	GCA_017997765.1	97-100	train	98.7600	strict	
GCA_008080525.1__GCA_009773225.1	GCA_008080525.1	GCA_009773225.1	97-100	train	99.8200	strict	
GCA_008080525.1__GCA_009773295.1	GCA_008080525.1	GCA_009773295.1	97-100	train	99.8000	strict	
GCA_008363105.1__GCA_014338175.1	GCA_008363105.1	GCA_014338175.1	97-100	train	99.8200	strict	
GCA_008363445.1__GCA_013360885.1	GCA_008363445.1	GCA_013360885.1	97-100	test	99.3000	strict	
GCA_008501795.1__GCA_016743565.1	GCA_008501795.1	GCA_016743565.1	97-100	test	99.9900	strict	
GCA_008667525.1__GCA_018380225.1	GCA_008667525.1	GCA_018380225.1	97-100	train	98.3200	strict	
GCA_008667915.1__GCA_008668315.1	GCA_008667915.1	GCA_008668315.1	97-100	train	99.8600	strict	
GCA_008668375.1__GCA_014866525.1	GCA_008668375.1	GCA_014866525.1	97-100	train	97.7200	strict	
GCA_008932945.1__GCA_903836985.1	GCA_008932945.1	GCA_903836985.1	97-100	test	98.4600	strict	
GCA_009391445.1__GCA_009392385.1	GCA_009391445.1	GCA_009392385.1	97-100	train	99.3400	strict	
GCA_009392385.1__GCA_009392625.1	GCA_009392385.1	GCA_009392625.1	97-100	train	99.1700	strict	
GCA_009697445.1__GCA_013521055.1	GCA_009697445.1	GCA_013521055.1	97-100	train	98.9800	strict	
GCA_009697445.1__GCA_016106165.1	GCA_009697445.1	GCA_016106165.1	97-100	train	98.9900	strict	
GCA_009697645.1__GCA_009705485.1	GCA_009697645.1	GCA_009705485.1	97-100	train	99.9200	strict	
GCA_009697925.1__GCA_009705485.1	GCA_009697925.1	GCA_009705485.1	97-100	train	99.8800	strict	
GCA_009698005.1__GCA_009701225.1	GCA_009698005.1	GCA_009701225.1	97-100	test	99.9900	strict	
GCA_009698145.1__GCA_009698395.1	GCA_009698145.1	GCA_009698395.1	97-100	test	98.8200	strict	
GCA_009699675.1__GCA_009705265.1	GCA_009699675.1	GCA_009705265.1	97-100	train	99.5500	strict	
GCA_009699785.1__GCA_009706025.1	GCA_009699785.1	GCA_009706025.1	97-100	test	99.5600	strict	
GCA_009700335.1__GCA_009701535.1	GCA_009700335.1	GCA_009701535.1	97-100	test	99.9500	strict	
GCA_009700745.1__GCA_009706105.1	GCA_009700745.1	GCA_009706105.1	97-100	test	99.9700	strict	
GCA_009701225.1__GCA_009702335.1	GCA_009701225.1	GCA_009702335.1	97-100	test	99.9900	strict	
GCA_009702765.1__GCA_009705295.1	GCA_009702765.1	GCA_009705295.1	97-100	train	99.1000	low-AF	
GCA_009702825.1__GCA_009703685.1	GCA_009702825.1	GCA_009703685.1	97-100	train	99.6100	strict	
GCA_009704135.1__GCA_903899185.1	GCA_009704135.1	GCA_903899185.1	97-100	train	99.2600	strict	
GCA_009773225.1__GCA_009773295.1	GCA_009773225.1	GCA_009773295.1	97-100	train	99.9600	strict	
GCA_009774675.1__GCA_910585495.1	GCA_009774675.1	GCA_910585495.1	97-100	test	98.9100	strict	
GCA_009774785.1__GCF_016697365.1	GCA_009774785.1	GCF_016697365.1	97-100	train	98.2500	strict	
GCA_009786255.1__GCA_009786585.1	GCA_009786255.1	GCA_009786585.1	97-100	train	99.9800	strict	
GCA_009808245.1__GCF_004100005.1	GCA_009808245.1	GCF_004100005.1	97-100	test	98.8400	strict	
GCA_009808295.1__GCF_001436795.1	GCA_009808295.1	GCF_001436795.1	97-100	test	99.0600	strict	
GCA_009811615.2__GCF_009811575.1	GCA_009811615.2	GCF_009811575.1	97-100	train	97.8400	strict	
GCA_009835875.1__GCA_009836655.1	GCA_009835875.1	GCA_009836655.1	97-100	test	99.3900	strict	
GCA_009837005.1__GCA_009845075.1	GCA_009837005.1	GCA_009845075.1	97-100	train	99.7700	strict	
GCA_009837765.1__GCA_009844035.1	GCA_009837765.1	GCA_009844035.1	97-100	test	99.2900	strict	
GCA_009838555.1__GCA_009840555.1	GCA_009838555.1	GCA_009840555.1	97-100	train	98.2800	strict	
GCA_009838585.1__GCA_009843225.1	GCA_009838585.1	GCA_009843225.1	97-100	train	99.7400	strict	
GCA_009841565.1__GCA_009842715.1	GCA_009841565.1	GCA_009842715.1	97-100	train	99.3200	strict	
GCA_009841565.1__GCA_009845945.1	GCA_009841565.1	GCA_009845945.1	97-100	train	99.4000	strict	
GCA_009842775.1__GCA_009845765.1	GCA_009842775.1	GCA_009845765.1	97-100	train	99.9800	strict	
GCA_009886405.1__GCA_009886595.1	GCA_009886405.1	GCA_009886595.1	97-100	train	99.3600	strict	
GCA_009920675.1__GCA_009921965.1	GCA_009920675.1	GCA_009921965.1	97-100	train	99.3000	strict	
GCA_009920825.1__GCA_012269845.1	GCA_009920825.1	GCA_012269845.1	97-100	test	98.0000	strict	
GCA_009926805.1__GCA_009927355.1	GCA_009926805.1	GCA_009927355.1	97-100	train	99.0000	strict	
GCA_009927605.1__GCA_010030285.1	GCA_009927605.1	GCA_010030285.1	97-100	train	99.6700	strict	
GCA_009929555.1__GCA_012517135.1	GCA_009929555.1	GCA_012517135.1	97-100	train	99.2700	strict	
GCA_009937485.1__GCA_013867285.1	GCA_009937485.1	GCA_013867285.1	97-100	train	99.1400	strict	
GCA_010022085.1__GCA_010029675.1	GCA_010022085.1	GCA_010029675.1	97-100	train	98.6000	strict	
GCA_010025735.1__GCA_010025795.1	GCA_010025735.1	GCA_010025795.1	97-100	test	98.9800	strict	
GCA_010026885.1__GCA_010027705.1	GCA_010026885.1	GCA_010027705.1	97-100	train	98.9800	strict	
GCA_010026885.1__GCA_010030695.1	GCA_010026885.1	GCA_010030695.1	97-100	train	99.3500	strict	
GCA_011525815.1__GCA_900696565.1	GCA_011525815.1	GCA_900696565.1	97-100	train	99.9100	strict	
GCA_011771215.1__GCA_011772325.1	GCA_011771215.1	GCA_011772325.1	97-100	train	100.0000	strict	
GCA_011771745.1__GCA_011772705.1	GCA_011771745.1	GCA_011772705.1	97-100	train	100.0000	strict	
GCA_011772115.1__GCA_011777335.1	GCA_011772115.1	GCA_011777335.1	97-100	test	99.0900	strict	
GCA_011772255.1__GCA_011772995.1	GCA_011772255.1	GCA_011772995.1	97-100	train	100.0000	strict	
GCA_011772325.1__GCA_011773605.1	GCA_011772325.1	GCA_011773605.1	97-100	train	100.0000	strict	
GCA_011800315.1__GCF_000969395.1	GCA_011800315.1	GCF_000969395.1	97-100	test	98.5000	strict	
GCA_011801225.1__GCF_011801245.1	GCA_011801225.1	GCF_011801245.1	97-100	train	98.8800	strict	
GCA_012515675.1__GCA_019137035.1	GCA_012515675.1	GCA_019137035.1	97-100	train	98.1600	strict	
GCA_012797395.1__GCA_017992275.1	GCA_012797395.1	GCA_017992275.1	97-100	train	99.8500	strict	
GCA_012797395.1__GCA_018052725.1	GCA_012797395.1	GCA_018052725.1	97-100	train	99.8500	strict	
GCA_012800225.1__GCA_019136235.1	GCA_012800225.1	GCA_019136235.1	97-100	train	99.7300	strict	
GCA_012839545.1__GCA_018435075.1	GCA_012839545.1	GCA_018435075.1	97-100	train	99.9300	strict	
GCA_012839985.1__GCA_018433175.1	GCA_012839985.1	GCA_018433175.1	97-100	train	99.0900	low-AF	
GCA_012841125.1__GCA_017995375.1	GCA_012841125.1	GCA_017995375.1	97-100	train	99.1300	low-AF	
GCA_012842385.1__GCF_900102395.1	GCA_012842385.1	GCF_900102395.1	97-100	train	98.1600	strict	
GCA_012843125.1__GCF_002300185.1	GCA_012843125.1	GCF_002300185.1	97-100	test	98.7800	strict	
GCA_012964395.1__GCA_015663735.1	GCA_012964395.1	GCA_015663735.1	97-100	train	99.6600	strict	
GCA_012966235.1__GCA_015663465.1	GCA_012966235.1	GCA_015663465.1	97-100	train	99.5600	strict	
GCA_013001085.1__GCA_018679745.1	GCA_013001085.1	GCA_018679745.1	97-100	test	99.1700	strict	
GCA_013001175.1__GCA_018677255.1	GCA_013001175.1	GCA_018677255.1	97-100	train	99.5000	strict	
GCA_013041895.1__GCA_018679365.1	GCA_013041895.1	GCA_018679365.1	97-100	train	99.8400	strict	
GCA_013042885.1__GCA_013043865.1	GCA_013042885.1	GCA_013043865.1	97-100	test	99.3000	strict	
GCA_013042885.1__GCA_018680135.1	GCA_013042885.1	GCA_018680135.1	97-100	test	99.4000	strict	
GCA_013043015.1__GCA_018680535.1	GCA_013043015.1	GCA_018680535.1	97-100	train	99.5000	strict	
GCA_013043175.1__GCA_018679895.1	GCA_013043175.1	GCA_018679895.1	97-100	train	100.0000	strict	
GCA_013043405.1__GCA_018680315.1	GCA_013043405.1	GCA_018680315.1	97-100	test	99.6200	strict	
GCA_013112825.1__GCA_016861005.1	GCA_013112825.1	GCA_016861005.1	97-100	train	99.8100	strict	
GCA_013112825.1__GCA_019187325.1	GCA_013112825.1	GCA_019187325.1	97-100	train	99.6600	strict	
GCA_013152425.1__GCF_014141945.1	GCA_013152425.1	GCF_014141945.1	97-100	test	99.8200	strict	
GCA_013155505.1__GCA_013155515.1	GCA_013155505.1	GCA_013155515.1	97-100	test	99.1500	strict	
GCA_013285725.1__GCA_013286175.1	GCA_013285725.1	GCA_013286175.1	97-100	train	99.9100	low-AF	
GCA_013306055.1__GCA_013306075.1	GCA_013306055.1	GCA_013306075.1	97-100	train	97.0000	strict	
GCA_013316065.1__GCA_017482695.1	GCA_013316065.1	GCA_017482695.1	97-100	train	99.1700	strict	
GCA_013316065.1__GCA_900766715.1	GCA_013316065.1	GCA_900766715.1	97-100	train	99.3000	strict	
GCA_013316185.1__GCA_910579715.1	GCA_013316185.1	GCA_910579715.1	97-100	train	98.3000	strict	
GCA_013316485.1__GCA_910585675.1	GCA_013316485.1	GCA_910585675.1	97-100	test	99.3600	strict	
GCA_013316575.1__GCA_014237655.1	GCA_013316575.1	GCA_014237655.1	97-100	train	99.9400	strict	
GCA_013330655.1__GCA_013331135.1	GCA_013330655.1	GCA_013331135.1	97-100	train	98.2400	strict	
GCA_013330725.1__GCA_018303935.1	GCA_013330725.1	GCA_018303935.1	97-100	train	99.3800	strict	
GCA_013331705.1__GCA_018303935.1	GCA_013331705.1	GCA_018303935.1	97-100	train	99.4300	strict	
GCA_013374455.1__GCA_013374465.1	GCA_013374455.1	GCA_013374465.1	97-100	train	97.1100	low-AF	
GCA_013390845.1__GCA_013390855.1	GCA_013390845.1	GCA_013390855.1	97-100	test	99.7500	strict	
GCA_013390845.1__GCA_013390875.1	GCA_013390845.1	GCA_013390875.1	97-100	test	99.6200	strict	
GCA_013391495.1__GCF_900199565.1	GCA_013391495.1	GCF_900199565.1	97-100	train	97.3200	strict	
GCA_013521055.1__GCA_016106165.1	GCA_013521055.1	GCA_016106165.1	97-100	train	99.9100	strict	
GCA_013530545.1__GCF_001878775.1	GCA_013530545.1	GCF_001878775.1	97-100	train	97.4500	strict	
GCA_013822525.1__GCF_001598955.1	GCA_013822525.1	GCF_001598955.1	97-100	test	99.1800	strict	
GCA_013822565.1__GCF_012641315.1	GCA_013822565.1	GCF_012641315.1	97-100	test	98.0700	strict	
GCA_014133975.1__GCF_013096875.1	GCA_014133975.1	GCF_013096875.1	97-100	train	97.1700	strict	
GCA_014237205.1__GCA_016841465.1	GCA_014237205.1	GCA_016841465.1	97-100	train	99.0900	strict	
GCA_014239125.1__GCF_910573905.1	GCA_014239125.1	GCF_910573905.1	97-100	train	97.8000	strict	
GCA_014465835.1__GCA_015655785.1	GCA_014465835.1	GCA_015655785.1	97-100	train	97.5800	strict	
GCA_014465935.1__GCA_904374815.1	GCA_014465935.1	GCA_904374815.1	97-100	train	97.7000	strict	
GCA_014764115.1__GCF_004794075.1	GCA_014764115.1	GCF_004794075.1	97-100	test	99.4000	strict	
GCA_014796655.1__GCF_014145545.1	GCA_014796655.1	GCF_014145545.1	97-100	test	98.1100	strict	
GCA_014800465.1__GCA_014801805.1	GCA_014800465.1	GCA_014801805.1	97-100	test	97.0500	low-AF	
GCA_014801695.1__GCA_014801805.1	GCA_014801695.1	GCA_014801805.1	97-100	test	97.1500	low-AF	
GCA_014841765.1__GCA_014841995.1	GCA_014841765.1	GCA_014841995.1	97-100	train	98.4100	strict	
GCA_014841765.1__GCA_014842315.1	GCA_014841765.1	GCA_014842315.1	97-100	train	98.3700	strict	
GCA_014841995.1__GCA_014842315.1	GCA_014841995.1	GCA_014842315.1	97-100	train	98.3500	strict	
GCA_014846275.1__GCA_900759975.1	GCA_014846275.1	GCA_900759975.1	97-100	test	98.5800	strict	
GCA_014846755.1__GCA_900767755.1	GCA_014846755.1	GCA_900767755.1	97-100	train	98.3600	strict	
GCA_014847325.1__GCA_900767785.1	GCA_014847325.1	GCA_900767785.1	97-100	train	97.1500	strict	
GCA_014847495.1__GCA_905213865.1	GCA_014847495.1	GCA_905213865.1	97-100	train	97.4800	strict	
GCA_014847525.1__GCA_900086605.1	GCA_014847525.1	GCA_900086605.1	97-100	train	98.3300	strict	
GCA_014847595.1__GCA_016775195.1	GCA_014847595.1	GCA_016775195.1	97-100	test	98.1900	strict	
GCA_014847725.1__GCA_016297315.1	GCA_014847725.1	GCA_016297315.1	97-100	train	98.8800	strict	
GCA_014848515.1__GCA_905202465.1	GCA_014848515.1	GCA_905202465.1	97-100	train	98.2700	strict	
GCA_014863965.1__GCA_900542415.1	GCA_014863965.1	GCA_900542415.1	97-100	train	98.1800	strict	
GCA_014864025.1__GCA_900542415.1	GCA_014864025.1	GCA_900542415.1	97-100	train	98.4500	strict	
GCA_014864955.1__GCA_900540585.1	GCA_014864955.1	GCA_900540585.1	97-100	train	97.2900	strict	
GCA_014866525.1__GCA_014866585.1	GCA_014866525.1	GCA_014866585.1	97-100	train	97.4100	strict	
GCA_014866735.1__GCA_900762975.1	GCA_014866735.1	GCA_900762975.1	97-100	test	98.3200	strict	
GCA_014868885.1__GCA_014869095.1	GCA_014868885.1	GCA_014869095.1	97-100	test	97.6800	strict	
GCA_014869255.1__GCA_018379115.1	GCA_014869255.1	GCA_018379115.1	97-100	test	98.0200	strict	
GCA_014870385.1__GCA_905211415.1	GCA_014870385.1	GCA_905211415.1	97-100	train	98.2700	strict	
GCA_014870395.1__GCA_018053635.1	GCA_014870395.1	GCA_018053635.1	97-100	train	99.1400	strict	
GCA_014872345.1__GCA_905193295.1	GCA_014872345.1	GCA_905193295.1	97-100	train	99.0400	strict	
GCA_014872635.1__GCA_905212425.1	GCA_014872635.1	GCA_905212425.1	97-100	train	97.3600	strict	
GCA_015059695.1__GCA_017507635.1	GCA_015059695.1	GCA_017507635.1	97-100	train	97.2200	strict	
GCA_015059695.1__GCA_017531965.1	GCA_015059695.1	GCA_017531965.1	97-100	train	97.2400	strict	
GCA_015062785.1__GCF_900103565.1	GCA_015062785.1	GCF_900103565.1	97-100	train	98.1100	strict	
GCA_015228835.1__GCA_015231415.1	GCA_015228835.1	GCA_015231415.1	97-100	train	97.7700	strict	
GCA_015228835.1__GCA_015231655.1	GCA_015228835.1	GCA_015231655.1	97-100	train	97.8600	strict	
GCA_015231415.1__GCA_015231655.1	GCA_015231415.1	GCA_015231655.1	97-100	train	98.3600	strict	
GCA_015256235.1__GCA_905365325.1	GCA_015256235.1	GCA_905365325.1	97-100	train	98.6100	strict	
GCA_015256235.1__GCA_905373725.1	GCA_015256235.1	GCA_905373725.1	97-100	train	99.1000	strict	
GCA_015258305.1__GCA_905371615.1	GCA_015258305.1	GCA_905371615.1	97-100	train	97.4000	strict	
GCA_015260165.1__GCF_009728485.1	GCA_015260165.1	GCF_009728485.1	97-100	train	97.5200	strict	
GCA_015260225.1__GCA_015260255.1	GCA_015260225.1	GCA_015260255.1	97-100	train	97.4100	strict	
GCA_015260735.1__GCA_015260745.1	GCA_015260735.1	GCA_015260745.1	97-100	train	98.1500	strict	
GCA_015262605.1__GCA_905371525.1	GCA_015262605.1	GCA_905371525.1	97-100	train	98.5500	strict	
GCA_015354435.1__GCA_015354475.1	GCA_015354435.1	GCA_015354475.1	97-100	test	99.9900	strict	
GCA_015485095.1__GCF_007991015.1	GCA_015485095.1	GCF_007991015.1	97-100	test	97.1500	strict	
GCA_015485775.1__GCA_015494555.1	GCA_015485775.1	GCA_015494555.1	97-100	train	98.3800	strict	
GCA_015492235.1__GCF_013761125.1	GCA_015492235.1	GCF_013761125.1	97-100	train	97.2400	strict	
GCA_015656005.1__GCA_904374815.1	GCA_015656005.1	GCA_904374815.1	97-100	train	97.5500	strict	
GCA_015656245.1__GCA_904502255.1	GCA_015656245.1	GCA_904502255.1	97-100	train	100.0000	strict	
GCA_015656895.1__GCA_017383865.1	GCA_015656895.1	GCA_017383865.1	97-100	train	98.2300	strict	
GCA_015656935.1__GCA_904501725.1	GCA_015656935.1	GCA_904501725.1	97-100	train	100.0000	strict	
GCA_015669005.1__GCA_902385415.1	GCA_015669005.1	GCA_902385415.1	97-100	train	98.0500	strict	
GCA_015688895.1__GCA_017390755.1	GCA_015688895.1	GCA_017390755.1	97-100	train	98.4200	strict	
GCA_015709405.1__GCF_009823595.1	GCA_015709405.1	GCF_009823595.1	97-100	train	99.0200	strict	
GCA_015904085.1__GCA_015904125.1	GCA_015904085.1	GCA_015904125.1	97-100	train	99.1200	strict	
GCA_016106225.1__GCA_016106265.1	GCA_016106225.1	GCA_016106265.1	97-100	train	99.8100	strict	
GCA_016178405.1__GCA_016201515.1	GCA_016178405.1	GCA_016201515.1	97-100	train	99.4900	strict	
GCA_016181505.1__GCA_016203595.1	GCA_016181505.1	GCA_016203595.1	97-100	train	98.4400	strict	
GCA_016188905.1__GCA_016192625.1	GCA_016188905.1	GCA_016192625.1	97-100	train	98.5400	strict	
GCA_016215525.1__GCF_003258855.1	GCA_016215525.1	GCF_003258855.1	97-100	train	97.4000	strict	
GCA_016215525.1__GCF_900604295.1	GCA_016215525.1	GCF_900604295.1	97-100	train	98.0100	strict	
GCA_016280495.1__GCA_905234115.1	GCA_016280495.1	GCA_905234115.1	97-100	train	97.7300	low-AF	
GCA_016281705.1__GCA_902776865.1	GCA_016281705.1	GCA_902776865.1	97-100	train	97.6100	strict	
GCA_016283735.1__GCA_902784395.1	GCA_016283735.1	GCA_902784395.1	97-100	test	97.1100	strict	
GCA_016284055.1__GCA_016285565.1	GCA_016284055.1	GCA_016285565.1	97-100	train	98.8400	strict	
GCA_016288405.1__GCA_017961745.1	GCA_016288405.1	GCA_017961745.1	97-100	train	97.7500	strict	
GCA_016288455.1__GCA_017392725.1	GCA_016288455.1	GCA_017392725.1	97-100	train	97.6800	strict	
GCA_016290275.1__GCA_902771375.1	GCA_016290275.1	GCA_902771375.1	97-100	test	97.8800	strict	
GCA_016290485.1__GCA_017530685.1	GCA_016290485.1	GCA_017530685.1	97-100	train	97.9200	strict	
GCA_016292585.1__GCA_016292835.1	GCA_016292585.1	GCA_016292835.1	97-100	train	98.7500	strict	
GCA_016292865.1__GCA_018384285.1	GCA_016292865.1	GCA_018384285.1	97-100	train	99.2000	strict	
GCA_016293055.1__GCA_900546155.1	GCA_016293055.1	GCA_900546155.1	97-100	train	98.6900	strict	
GCA_016293115.1__GCA_016293275.1	GCA_016293115.1	GCA_016293275.1	97-100	train	98.8700	strict	
GCA_016293115.1__GCA_905199065.1	GCA_016293115.1	GCA_905199065.1	97-100	train	97.2200	strict	
GCA_016296895.1__GCA_900551315.1	GCA_016296895.1	GCA_900551315.1	97-100	test	98.8800	strict	
GCA_016297955.1__GCA_018385095.1	GCA_016297955.1	GCA_018385095.1	97-100	train	98.6400	strict	
GCA_016302105.1__GCA_016302425.1	GCA_016302105.1	GCA_016302425.1	97-100	test	98.8400	strict	
GCA_016302335.1__GCA_905199825.1	GCA_016302335.1	GCA_905199825.1	97-100	train	98.8800	strict	
GCA_016405405.1__GCA_905213015.1	GCA_016405405.1	GCA_905213015.1	97-100	test	98.8100	strict	
GCA_016462135.1__GCA_016462965.1	GCA_016462135.1	GCA_016462965.1	97-100	train	98.9400	strict	
GCA_016462475.1__GCA_016462965.1	GCA_016462475.1	GCA_016462965.1	97-100	train	98.9100	strict	
GCA_016632365.1__GCA_019148575.1	GCA_016632365.1	GCA_019148575.1	97-100	test	99.8800	strict	
GCA_016703445.1__GCA_016720015.1	GCA_016703445.1	GCA_016720015.1	97-100	test	98.9700	strict	
GCA_016704395.1__GCA_016709475.1	GCA_016704395.1	GCA_016709475.1	97-100	test	98.2100	strict	
GCA_016705185.1__GCA_016708405.1	GCA_016705185.1	GCA_016708405.1	97-100	test	98.2400	strict	
GCA_016706355.1__GCA_016719985.1	GCA_016706355.1	GCA_016719985.1	97-100	train	99.3600	strict	
GCA_016706435.1__GCA_017989535.1	GCA_016706435.1	GCA_017989535.1	97-100	train	97.8400	low-AF	
GCA_016706525.1__GCA_016712915.1	GCA_016706525.1	GCA_016712915.1	97-100	train	99.2200	strict	
GCA_016707325.1__GCA_016715315.1	GCA_016707325.1	GCA_016715315.1	97-100	train	99.3700	strict	
GCA_016707695.1__GCA_016717775.1	GCA_016707695.1	GCA_016717775.1	97-100	train	98.7500	strict	
GCA_016710535.1__GCA_016710825.1	GCA_016710535.1	GCA_016710825.1	97-100	train	98.8000	strict	
GCA_016712215.1__GCA_016722365.1	GCA_016712215.1	GCA_016722365.1	97-100	train	98.1000	strict	
GCA_016713705.1__GCA_017992095.1	GCA_016713705.1	GCA_017992095.1	97-100	train	99.9300	strict	
GCA_016718615.1__GCA_018057805.1	GCA_016718615.1	GCA_018057805.1	97-100	train	99.8000	strict	
GCA_016743675.1__GCA_016861005.1	GCA_016743675.1	GCA_016861005.1	97-100	train	99.8100	strict	
GCA_016756895.1__GCA_016756955.1	GCA_016756895.1	GCA_016756955.1	97-100	train	98.1900	strict	
GCA_016777025.1__GCA_016778215.1	GCA_016777025.1	GCA_016778215.1	97-100	train	99.9900	strict	
GCA_016777165.1__GCA_016779745.1	GCA_016777165.1	GCA_016779745.1	97-100	train	99.9300	strict	
GCA_016777665.1__GCA_016780545.1	GCA_016777665.1	GCA_016780545.1	97-100	train	99.9400	strict	
GCA_016777985.1__GCA_016782805.1	GCA_016777985.1	GCA_016782805.1	97-100	test	99.7800	strict	
GCA_016778205.1__GCA_905478865.1	GCA_016778205.1	GCA_905478865.1	97-100	test	98.7900	strict	
GCA_016778355.1__GCA_016778375.1	GCA_016778355.1	GCA_016778375.1	97-100	test	99.8200	strict	
GCA_016778485.1__GCA_016779885.1	GCA_016778485.1	GCA_016779885.1	97-100	train	99.9700	strict	
