pairid	band	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCA_009701225.1__GCA_009702335.1	97-100	15	6	1392934	786606	0.564711608733795
GCA_009702765.1__GCA_009705295.1	97-100	263	146	752629	403236	0.5357699477431775
GCA_009702825.1__GCA_009703685.1	97-100	310	169	1233563	720984	0.584472783311432
GCA_009704135.1__GCA_903899185.1	97-100	245	121	963522	453455	0.4706223625407619
GCA_009773225.1__GCA_009773295.1	97-100	75	18	3120841	432266	0.13850945946941867
GCA_009774675.1__GCA_910585495.1	97-100	770	355	3410804	1633786	0.47900319103648287
GCA_009774785.1__GCF_016697365.1	97-100	415	222	2250441	1260249	0.5600009064889948
GCA_009786255.1__GCA_009786585.1	97-100	263	116	1671322	779007	0.46610228310283713
GCA_009808245.1__GCF_004100005.1	97-100	156	107	1708777	1143261	0.6690521934693644
GCA_009808295.1__GCF_001436795.1	97-100	96	42	1781385	786092	0.4412813625353307
GCA_009811615.2__GCF_009811575.1	97-100	748	105	7337694	851704	0.11607243365558717
GCA_009835875.1__GCA_009836655.1	97-100	292	148	2182128	1033472	0.4736074144138199
GCA_009837005.1__GCA_009845075.1	97-100	438	227	2355889	1160834	0.49273713659684304
GCA_009837765.1__GCA_009844035.1	97-100	506	255	2975111	1554421	0.522474959757804
GCA_009838555.1__GCA_009840555.1	97-100	353	180	1704307	856927	0.5028008451528979
GCA_009838585.1__GCA_009843225.1	97-100	755	393	4489902	2362147	0.5261021287324311
GCA_009841565.1__GCA_009842715.1	97-100	344	182	2108474	1115831	0.5292125964085874
GCA_009841565.1__GCA_009845945.1	97-100	285	149	2203546	1153123	0.523303348330373
GCA_009842775.1__GCA_009845765.1	97-100	101	49	3752407	2026227	0.5399806044493575
GCA_009886405.1__GCA_009886595.1	97-100	146	72	1163120	588308	0.5058016369764082
GCA_009920675.1__GCA_009921965.1	97-100	331	150	2575268	890629	0.34583934565256896
GCA_009920825.1__GCA_012269845.1	97-100	924	436	2742509	1258705	0.4589611191795542
GCA_009926805.1__GCA_009927355.1	97-100	389	186	2230307	995114	0.4461780373733302
GCA_009927605.1__GCA_010030285.1	97-100	239	124	1106326	587735	0.5312493785737658
GCA_009929555.1__GCA_012517135.1	97-100	246	141	1667259	1013126	0.6076596377647384
GCA_009937485.1__GCA_013867285.1	97-100	232	112	1166902	570863	0.48921246171486554
GCA_010022085.1__GCA_010029675.1	97-100	352	152	991235	438162	0.44203644947968945
GCA_010025735.1__GCA_010025795.1	97-100	620	259	1296451	538790	0.4155884024926511
GCA_010026885.1__GCA_010027705.1	97-100	639	277	1287138	517209	0.4018287083436275
GCA_010026885.1__GCA_010030695.1	97-100	550	255	924430	392433	0.4245134839847257
GCA_011525815.1__GCA_900696565.1	97-100	281	116	3367261	1442106	0.42827271185690685
GCA_011771215.1__GCA_011772325.1	97-100	318	0	3157999	0	0.0
GCA_011771745.1__GCA_011772705.1	97-100	100	0	2666352	0	0.0
GCA_011772115.1__GCA_011777335.1	97-100	439	230	3649815	1902742	0.5213256014345933
GCA_011772255.1__GCA_011772995.1	97-100	50	0	787485	0	0.0
GCA_011772325.1__GCA_011773605.1	97-100	318	0	3157999	0	0.0
GCA_011800315.1__GCF_000969395.1	97-100	199	47	4117087	1150893	0.27954060723030627
GCA_011801225.1__GCF_011801245.1	97-100	61	2	3134601	143075	0.04564376773949858
GCA_012515675.1__GCA_019137035.1	97-100	287	143	1232109	692165	0.5617725379816234
GCA_012797395.1__GCA_017992275.1	97-100	418	203	1915162	890145	0.4647883573295627
GCA_012797395.1__GCA_018052725.1	97-100	421	212	1951097	958798	0.4914148297086203
GCA_012800225.1__GCA_019136235.1	97-100	209	95	1319904	559796	0.4241187237859723
GCA_012839545.1__GCA_018435075.1	97-100	86	37	1859822	917447	0.4932982833841088
GCA_012839985.1__GCA_018433175.1	97-100	416	204	1941270	907530	0.46749292988610547
GCA_012841125.1__GCA_017995375.1	97-100	360	171	1084279	484188	0.44655296284443396
GCA_012842385.1__GCF_900102395.1	97-100	541	278	1569079	878488	0.5598749330020987
GCA_012843125.1__GCF_002300185.1	97-100	131	42	6087883	1140136	0.18727955185735337
GCA_012964395.1__GCA_015663735.1	97-100	307	151	1452214	631512	0.4348615286727714
GCA_012966235.1__GCA_015663465.1	97-100	393	194	1480366	721157	0.48714777291561684
GCA_013001085.1__GCA_018679745.1	97-100	634	296	2027363	894179	0.44105520323691416
GCA_013001175.1__GCA_018677255.1	97-100	525	260	2392194	1142225	0.47748008731733294
GCA_013041895.1__GCA_018679365.1	97-100	279	134	3018148	1304469	0.43220842715466573
GCA_013042885.1__GCA_013043865.1	97-100	400	182	2507193	1070290	0.4268877585411255
GCA_013042885.1__GCA_018680135.1	97-100	430	230	2521202	1317304	0.5224904628823871
GCA_013043015.1__GCA_018680535.1	97-100	509	248	2733982	1365687	0.49952304002001474
GCA_013043175.1__GCA_018679895.1	97-100	467	0	2618995	0	0.0
GCA_013043405.1__GCA_018680315.1	97-100	477	221	2591429	1095467	0.4227269973439365
GCA_013112825.1__GCA_016861005.1	97-100	73	34	2153087	1296974	0.6023788170194702
GCA_013112825.1__GCA_019187325.1	97-100	120	58	2358328	880968	0.3735561804804082
GCA_013152425.1__GCF_014141945.1	97-100	333	168	5525698	2898524	0.5245534591286024
GCA_013155505.1__GCA_013155515.1	97-100	39	19	1738613	1012617	0.5824280619091196
GCA_013285725.1__GCA_013286175.1	97-100	65	41	503579	366564	0.7279175660621273
GCA_013306055.1__GCA_013306075.1	97-100	88	43	651875	307440	0.4716241610738255
GCA_013316065.1__GCA_017482695.1	97-100	300	159	1316220	670059	0.5090782695901901
GCA_013316065.1__GCA_900766715.1	97-100	308	144	1338764	666892	0.4981400754726001
GCA_013316185.1__GCA_910579715.1	97-100	299	144	1061517	549324	0.5174895927243747
GCA_013316485.1__GCA_910585675.1	97-100	173	89	1867730	885222	0.4739560857297361
GCA_013316575.1__GCA_014237655.1	97-100	190	88	1182536	558365	0.4721758999303192
GCA_013330655.1__GCA_013331135.1	97-100	341	158	1125240	496398	0.44114855497493866
GCA_013330725.1__GCA_018303935.1	97-100	119	51	662951	297319	0.4484780926493813
GCA_013331705.1__GCA_018303935.1	97-100	119	56	664842	284594	0.4280626073563343
GCA_013374455.1__GCA_013374465.1	97-100	462	239	1066559	543891	0.5099492855060057
GCA_013390845.1__GCA_013390855.1	97-100	63	30	1049871	385073	0.366781252172886
GCA_013390845.1__GCA_013390875.1	97-100	57	25	1070948	570812	0.5329969335579319
GCA_013391495.1__GCF_900199565.1	97-100	317	129	3003986	1304097	0.4341221963085048
GCA_013521055.1__GCA_016106165.1	97-100	38	11	1176712	423183	0.35963175356416865
GCA_013530545.1__GCF_001878775.1	97-100	280	146	2693960	1376572	0.5109845728964053
GCA_013822525.1__GCF_001598955.1	97-100	148	76	2869422	1119129	0.390018965492005
GCA_013822565.1__GCF_012641315.1	97-100	156	84	2706843	1475289	0.5450220053397999
GCA_014133975.1__GCF_013096875.1	97-100	758	381	2405400	1176605	0.489151492475264
GCA_014237205.1__GCA_016841465.1	97-100	844	432	4785894	2490841	0.5204546945669921
GCA_014239125.1__GCF_910573905.1	97-100	444	197	1758798	781938	0.44458658697587783
GCA_014465835.1__GCA_015655785.1	97-100	170	56	1817143	552633	0.30412191005330896
GCA_014465935.1__GCA_904374815.1	97-100	258	111	1954954	962054	0.49211081181449795
GCA_014764115.1__GCF_004794075.1	97-100	225	119	3877614	1945859	0.5018186441456008
GCA_014796655.1__GCF_014145545.1	97-100	90	41	1609055	1045848	0.6499765390244585
GCA_014800465.1__GCA_014801805.1	97-100	161	89	1254799	709868	0.5657224782614586
GCA_014801695.1__GCA_014801805.1	97-100	136	67	1078402	570906	0.5293999825667979
GCA_014841765.1__GCA_014841995.1	97-100	127	32	4959699	954452	0.19244151711626048
GCA_014841765.1__GCA_014842315.1	97-100	130	78	4965830	3293464	0.6632252815742786
GCA_014841995.1__GCA_014842315.1	97-100	132	65	4907989	2556850	0.5209567503105651
GCA_014846275.1__GCA_900759975.1	97-100	195	111	1093852	644726	0.5894088048474565
GCA_014846755.1__GCA_900767755.1	97-100	139	72	1651287	911799	0.552174758234032
GCA_014847325.1__GCA_900767785.1	97-100	506	252	1713403	853095	0.497895124497856
GCA_014847495.1__GCA_905213865.1	97-100	400	192	1987712	981775	0.493922157737137
GCA_014847525.1__GCA_900086605.1	97-100	356	182	1870977	947476	0.5064070803649644
GCA_014847595.1__GCA_016775195.1	97-100	211	109	1780009	986085	0.5539775360686379
GCA_014847725.1__GCA_016297315.1	97-100	295	144	1648826	823315	0.49933407163642496
GCA_014848515.1__GCA_905202465.1	97-100	276	123	2378089	1089671	0.4582128759688977
GCA_014863965.1__GCA_900542415.1	97-100	165	103	1726814	936788	0.5424950226254825
GCA_014864025.1__GCA_900542415.1	97-100	294	137	1698020	716322	0.42185722194084874
GCA_014864955.1__GCA_900540585.1	97-100	513	243	1665940	777952	0.4669748010132418
GCA_014866525.1__GCA_014866585.1	97-100	483	258	2500068	1327507	0.5309883571166865
GCA_014866735.1__GCA_900762975.1	97-100	708	360	2056051	1024284	0.4981802494198831
GCA_014868885.1__GCA_014869095.1	97-100	483	230	1980431	740366	0.37384084575529264
GCA_014869255.1__GCA_018379115.1	97-100	239	134	1927773	1127513	0.5848785100735409
GCA_014870385.1__GCA_905211415.1	97-100	169	92	936087	534981	0.5715077765207721
GCA_014870395.1__GCA_018053635.1	97-100	255	129	688937	367961	0.5340996346545475
GCA_014872345.1__GCA_905193295.1	97-100	392	181	1510428	675542	0.4472520371709211
GCA_014872635.1__GCA_905212425.1	97-100	262	140	1811427	969291	0.5350980194067991
GCA_015059695.1__GCA_017507635.1	97-100	454	223	1758224	884288	0.5029438797331853
GCA_015059695.1__GCA_017531965.1	97-100	455	235	1852318	970671	0.5240304310598936
GCA_015062785.1__GCF_900103565.1	97-100	322	166	2660349	1341855	0.5043905893550057
GCA_015228835.1__GCA_015231415.1	97-100	567	262	2341221	1091305	0.46612643573588314
GCA_015228835.1__GCA_015231655.1	97-100	565	270	2295683	1095957	0.47739910083404374
GCA_015231415.1__GCA_015231655.1	97-100	438	215	2793292	1334571	0.47777711746569995
GCA_015256235.1__GCA_905365325.1	97-100	174	98	1107539	576815	0.5208078451413449
GCA_015256235.1__GCA_905373725.1	97-100	99	27	1351666	403630	0.2986166700945352
GCA_015258305.1__GCA_905371615.1	97-100	85	29	721703	249221	0.3453234917964869
GCA_015260165.1__GCF_009728485.1	97-100	251	118	1964379	1030639	0.524664028682856
GCA_015260225.1__GCA_015260255.1	97-100	447	212	1716869	780511	0.4546130193975196
GCA_015260735.1__GCA_015260745.1	97-100	388	193	1960029	1056971	0.539262939476916
GCA_015262605.1__GCA_905371525.1	97-100	326	170	2183230	1206999	0.5528501348918804
GCA_015354435.1__GCA_015354475.1	97-100	10	5	1912045	1458147	0.7626112356142246
GCA_015485095.1__GCF_007991015.1	97-100	356	166	2130353	979878	0.45996039154074464
GCA_015485775.1__GCA_015494555.1	97-100	454	229	1351885	684159	0.5060778098728812
GCA_015492235.1__GCF_013761125.1	97-100	297	146	1893163	854304	0.4512574986939846
GCA_015656005.1__GCA_904374815.1	97-100	261	124	1929721	930017	0.4819437628548376
GCA_015656245.1__GCA_904502255.1	97-100	182	0	1315043	0	0.0
GCA_015656895.1__GCA_017383865.1	97-100	242	127	1867424	1131818	0.6060851740151139
GCA_015656935.1__GCA_904501725.1	97-100	164	0	2132630	0	0.0
GCA_015669005.1__GCA_902385415.1	97-100	304	142	2861065	1394018	0.487237444797654
GCA_015688895.1__GCA_017390755.1	97-100	277	154	998568	583568	0.5844048677706476
GCA_015709405.1__GCF_009823595.1	97-100	231	114	2339151	1147396	0.4905181409836304
GCA_015904085.1__GCA_015904125.1	97-100	926	525	2876528	1669060	0.5802342268178861
GCA_016106225.1__GCA_016106265.1	97-100	206	110	985722	541583	0.5494277291163229
GCA_016178405.1__GCA_016201515.1	97-100	124	49	1465165	653133	0.4457743667095515
GCA_016181505.1__GCA_016203595.1	97-100	230	116	584181	273198	0.4676598519979253
GCA_016188905.1__GCA_016192625.1	97-100	910	461	2831540	1422382	0.5023351250556234
GCA_016215525.1__GCF_003258855.1	97-100	958	503	4542286	2357390	0.51898757585938
GCA_016215525.1__GCF_900604295.1	97-100	451	197	4823651	2375128	0.4923921734802124
GCA_016280495.1__GCA_905234115.1	97-100	596	270	1883638	813842	0.4320586014934929
GCA_016281705.1__GCA_902776865.1	97-100	220	114	753585	373854	0.4961006389458389
GCA_016283735.1__GCA_902784395.1	97-100	337	183	2274900	1253831	0.5511587322519671
GCA_016284055.1__GCA_016285565.1	97-100	344	185	1259343	635328	0.504491627777341
GCA_016288405.1__GCA_017961745.1	97-100	277	136	1694716	785110	0.4632693619461904
GCA_016288455.1__GCA_017392725.1	97-100	440	204	1182651	574506	0.48577813742177534
GCA_016290275.1__GCA_902771375.1	97-100	456	253	1668427	942412	0.5648506047912195
GCA_016290485.1__GCA_017530685.1	97-100	384	194	1481823	730855	0.4932134269747466
GCA_016292585.1__GCA_016292835.1	97-100	160	79	1065833	534071	0.5010831903309431
GCA_016292865.1__GCA_018384285.1	97-100	256	123	1295863	675783	0.52149262692121
GCA_016293055.1__GCA_900546155.1	97-100	101	56	1311408	809355	0.6171649097763625
GCA_016293115.1__GCA_016293275.1	97-100	103	52	1132786	598884	0.5286823813147409
GCA_016293115.1__GCA_905199065.1	97-100	182	77	1012625	369630	0.3650216022713245
GCA_016296895.1__GCA_900551315.1	97-100	128	57	939004	366981	0.3908194214295147
GCA_016297955.1__GCA_018385095.1	97-100	510	260	1890239	1006928	0.5326987751284361
GCA_016302105.1__GCA_016302425.1	97-100	330	166	1951053	1030427	0.5281389075540234
GCA_016302335.1__GCA_905199825.1	97-100	234	116	1286938	592845	0.4606632176530649
GCA_016405405.1__GCA_905213015.1	97-100	194	96	2151140	1212283	0.5635537435964186
GCA_016462135.1__GCA_016462965.1	97-100	547	248	2757911	1166503	0.4229661508293777
GCA_016462475.1__GCA_016462965.1	97-100	603	287	2602517	1275942	0.49027230177555037
GCA_016632365.1__GCA_019148575.1	97-100	275	150	3892146	1638799	0.42105280737156314
GCA_016703445.1__GCA_016720015.1	97-100	177	101	5550873	3091280	0.5568997885557821
GCA_016704395.1__GCA_016709475.1	97-100	273	175	4258852	2615986	0.6142467500631625
GCA_016705185.1__GCA_016708405.1	97-100	181	50	3101877	467842	0.1508254518151429
GCA_016706355.1__GCA_016719985.1	97-100	98	74	3866791	2763098	0.7145713331804072
GCA_016706435.1__GCA_017989535.1	97-100	434	218	2513016	1139743	0.4535359106348706
GCA_016706525.1__GCA_016712915.1	97-100	159	95	4495218	2774777	0.6172730666232428
GCA_016707325.1__GCA_016715315.1	97-100	91	70	4182520	3531991	0.8444648202519055
GCA_016707695.1__GCA_016717775.1	97-100	141	40	3885676	1257232	0.3235555409148884
GCA_016710535.1__GCA_016710825.1	97-100	385	226	4492575	2887860	0.6428072987095375
GCA_016712215.1__GCA_016722365.1	97-100	172	102	2686648	1694901	0.630860834765105
GCA_016713705.1__GCA_017992095.1	97-100	60	26	3412862	1549785	0.45410127921961096
GCA_016718615.1__GCA_018057805.1	97-100	102	42	3835573	1987867	0.5182711944212768
GCA_016743675.1__GCA_016861005.1	97-100	73	34	2153087	1296974	0.6023788170194702
GCA_016756895.1__GCA_016756955.1	97-100	455	240	3841844	1741069	0.4531857618372844
GCA_016777025.1__GCA_016778215.1	97-100	18	8	809284	183526	0.2267757672213957
GCA_016777165.1__GCA_016779745.1	97-100	71	41	1565205	721555	0.4609971217827697
GCA_016777665.1__GCA_016780545.1	97-100	135	66	2457691	1055267	0.42937334270256106
GCA_016777985.1__GCA_016782805.1	97-100	354	189	2567076	1346517	0.5245333601342539
GCA_016778205.1__GCA_905478865.1	97-100	150	70	674597	319023	0.47290901086129944
GCA_016778355.1__GCA_016778375.1	97-100	174	93	927907	483460	0.5210220420796481
GCA_016778485.1__GCA_016779885.1	97-100	92	50	740565	420816	0.5682364140892426
GCA_016783025.1__GCA_016785045.1	97-100	149	78	1048276	437049	0.4169216885629357
GCA_016838965.1__GCA_016839085.1	97-100	130	59	2279104	1169382	0.5130884768751228
GCA_016858235.1__GCF_000812585.1	97-100	388	206	3682907	1991991	0.5408746406031975
GCA_016858235.1__GCF_002994485.1	97-100	370	196	3722220	1854973	0.4983512527470166
GCA_016869095.1__GCA_017302665.1	97-100	129	70	1205487	697839	0.5788855458416391
GCA_016887665.1__GCF_002276415.1	97-100	253	122	5382799	2644642	0.491313534092579
GCA_017305405.1__GCF_003610155.1	97-100	112	63	6338966	3121237	0.49238897952757593
GCA_017306455.1__GCF_001423805.1	97-100	60	29	2922666	1854331	0.6344655872412379
GCA_017306495.1__GCF_001278365.1	97-100	669	347	2438852	1271936	0.5215306217843477
GCA_017330725.1__GCA_017330985.1	97-100	149	84	4149038	2088319	0.503326072212402
GCA_017380055.1__GCA_017399985.1	97-100	444	222	1599179	798422	0.4992699378868782
GCA_017383565.1__GCA_017391745.1	97-100	416	207	1644746	866904	0.5270746972480858
GCA_017388805.1__GCA_017455485.1	97-100	162	82	837603	415386	0.49592229254193215
GCA_017389045.1__GCA_017444765.1	97-100	232	118	1652958	754069	0.4561936842920389
GCA_017389675.1__GCA_902768475.1	97-100	426	197	1269067	591926	0.4664261224978665
GCA_017400105.1__GCA_017418745.1	97-100	693	357	1718634	908344	0.5285267252946235
GCA_017401145.1__GCA_902756765.1	97-100	219	108	1242789	641147	0.5158936875044758
GCA_017402825.1__GCA_017509025.1	97-100	275	139	1508468	849390	0.5630812188259877
GCA_017412285.1__GCA_017964845.1	97-100	546	294	2084263	1124734	0.539631514832821
GCA_017418325.1__GCA_017633335.1	97-100	201	99	464428	245595	0.52881178568045
GCA_017418325.1__GCA_017633555.1	97-100	129	60	517557	263554	0.5092270030160929
GCA_017422705.1__GCA_902767505.1	97-100	277	117	1129469	521145	0.46140708598465296
GCA_017428825.1__GCA_902790035.1	97-100	162	85	2131582	1377282	0.6461313709723576
GCA_017430275.1__GCA_017432515.1	97-100	272	129	1396410	618372	0.44282982791587
GCA_017431445.1__GCA_902798735.1	97-100	440	221	2155237	1134323	0.526310099538937
GCA_017434165.1__GCA_902801745.1	97-100	590	290	1968370	914028	0.46435781890599837
GCA_017435285.1__GCA_017625895.1	97-100	603	297	1555314	799922	0.5143154372686158
GCA_017438915.1__GCA_902777295.1	97-100	184	98	2200818	1120690	0.5092152099810161
GCA_017443225.1__GCA_017449315.1	97-100	115	56	390462	209165	0.5356859310252983
GCA_017449645.1__GCA_017467645.1	97-100	522	252	1688474	827983	0.4903735562407239
GCA_017449705.1__GCA_017460645.1	97-100	383	187	1324186	642693	0.4853494901773618
GCA_017454045.1__GCA_017541535.1	97-100	518	253	2652509	1305818	0.4922954078572401
GCA_017454725.1__GCA_905236095.1	97-100	360	173	1592873	814179	0.511138678350377
GCA_017455865.1__GCA_017505365.1	97-100	121	64	744979	405197	0.5439039221239793
GCA_017459185.1__GCA_017934165.1	97-100	345	153	2249788	1053183	0.4681254411526775
GCA_017467645.1__GCA_017470285.1	97-100	526	266	1650885	782910	0.474236545852679
GCA_017472515.1__GCA_017542665.1	97-100	176	88	532718	305643	0.5737425805022545
GCA_017474185.1__GCF_003364175.1	97-100	399	235	1343368	749300	0.557777169025911
GCA_017482695.1__GCA_905213855.1	97-100	87	49	1848437	1029118	0.5567503788335767
GCA_017507635.1__GCA_017531965.1	97-100	601	300	1707926	915166	0.5358346907301604
GCA_017509655.1__GCA_017530685.1	97-100	424	215	1447049	726872	0.5023133287124347
GCA_017509725.1__GCA_902766895.1	97-100	460	243	1420488	761924	0.5363818631343594
GCA_017511185.1__GCA_017533965.1	97-100	348	184	1258232	645125	0.5127234087195366
GCA_017513825.1__GCA_017939145.1	97-100	228	106	1066106	506988	0.4755512116056002
GCA_017518495.1__GCA_902803045.1	97-100	606	282	1918861	920103	0.4795047687143571
GCA_017528985.1__GCA_902760035.1	97-100	791	399	1875088	919400	0.49032365414316553
GCA_017537385.1__GCA_017549625.1	97-100	416	199	1327033	661444	0.49843824531869213
GCA_017539435.1__GCA_017616335.1	97-100	321	166	1820329	889424	0.4886061805311018
GCA_017543205.1__GCA_902780085.1	97-100	319	163	905671	447117	0.49368589697583337
GCA_017544355.1__GCA_905234335.1	97-100	595	293	1402861	662906	0.47253861929300195
GCA_017545885.1__GCA_017624615.1	97-100	201	98	1397597	722524	0.5169759236747073
GCA_017552555.1__GCA_017615775.1	97-100	404	227	2023853	1098882	0.5429653240625678
GCA_017556185.1__GCA_017612775.1	97-100	335	170	1245115	616731	0.49532051256309656
GCA_017563205.1__GCA_017964845.1	97-100	405	196	1856533	834910	0.4497146024336761
