q_acc	r_acc	skani_ani	skani_af_min	band	phylum
GCA_017964745.1	GCA_016285265.1	93.14	61.31	90-95	Firmicutes_A
GCF_001078575.1	GCF_900115545.1	86.75	40.31	85-90	Proteobacteria
GCF_900091445.1	GCF_000297395.2	84.75	16.85	80-85	Actinobacteriota
GCF_902983995.1	GCF_014334325.1	90.57	44.56	90-95	Spirochaetota
GCF_001929375.1	GCF_900637975.1	89.54	41.90	85-90	Actinobacteriota
GCA_014799505.1	GCA_014799565.1	91.45	41.48	90-95	Firmicutes_A
GCA_910583555.1	GCA_910579145.1	90.36	37.90	90-95	Firmicutes_A
GCA_902610115.1	GCA_902572475.1	87.77	28.19	85-90	Proteobacteria
GCA_003212535.1	GCA_003216835.1	90.12	54.88	90-95	Cyanobacteria
GCF_001553685.1	GCF_001579645.1	94.11	68.82	90-95	Firmicutes
GCF_000424325.1	GCF_002234575.2	91.46	36.48	90-95	Firmicutes_A
GCF_001517665.2	GCF_000311825.1	84.17	18.63	80-85	Firmicutes_A
GCA_900549355.1	GCA_900542825.1	92.25	58.49	90-95	Actinobacteriota
GCA_001917435.1	GCA_001914785.1	84.15	25.43	80-85	Acidobacteriota
GCF_015230015.1	GCF_001298465.1	88.50	49.23	85-90	Campylobacterota
GCA_900553015.1	GCA_018371855.1	94.10	69.98	90-95	Firmicutes_A
GCA_903941145.1	GCA_903930035.1	87.91	21.09	85-90	Actinobacteriota
GCF_009707925.1	GCF_013300825.1	88.72	22.97	85-90	Firmicutes_A
GCF_003265345.1	GCF_900115955.1	87.78	39.49	85-90	Actinobacteriota
GCF_000487975.1	GCF_019038395.1	89.77	57.01	85-90	Proteobacteria
GCA_902595795.1	GCA_902532645.1	87.50	28.73	85-90	Proteobacteria
GCF_014224155.1	GCF_000060285.1	87.33	48.46	85-90	Firmicutes
GCF_014205215.1	GCF_014647795.1	95.05	69.86	95-100	Actinobacteriota
GCF_013403585.1	GCF_002007785.1	86.00	29.56	85-90	Proteobacteria
GCF_004022705.2	GCF_016756495.1	84.00	18.43	80-85	Proteobacteria
GCF_002205675.1	GCF_000756385.1	83.77	18.83	80-85	Proteobacteria
GCA_003279685.1	GCA_902594405.1	81.71	16.22	80-85	Proteobacteria
GCF_000208405.1	GCA_905373085.1	93.00	60.21	90-95	Firmicutes_C
GCF_003331055.1	GCF_014268885.2	87.25	33.78	85-90	Proteobacteria
GCA_002722615.1	GCA_013911465.1	90.45	54.50	90-95	Thermoplasmatota
GCA_902618015.1	GCA_902524385.1	90.75	56.26	90-95	Proteobacteria
GCF_002954585.1	GCF_001048535.1	87.51	39.82	85-90	Proteobacteria
GCF_002159455.1	GCF_017811815.1	84.83	15.68	80-85	Firmicutes_A
GCA_003214975.1	GCA_003281255.1	89.50	49.02	85-90	Cyanobacteria
GCF_007559425.1	GCF_018967645.1	87.81	44.64	85-90	Firmicutes
GCF_000367405.1	GCF_000014345.1	82.97	17.76	80-85	Proteobacteria
GCF_001667185.1	GCF_010731675.1	82.88	15.70	80-85	Actinobacteriota
GCF_005889735.1	GCF_000379885.1	85.31	17.61	85-90	Actinobacteriota
GCA_902609235.1	GCA_902525565.1	88.75	33.78	85-90	Proteobacteria
GCF_900187105.1	GCF_003990355.1	93.25	57.36	90-95	Proteobacteria
GCF_000527135.1	GCA_016791045.1	83.37	16.91	80-85	Proteobacteria
GCF_002850745.1	GCF_014207745.1	91.54	51.62	90-95	Actinobacteriota
GCF_002161235.1	GCA_018715985.1	87.36	21.75	85-90	Firmicutes_A
GCA_003209915.1	GCA_014653985.1	93.03	73.13	90-95	Proteobacteria
GCA_013036105.1	GCA_013036095.1	84.05	24.99	80-85	Eremiobacterota
GCA_902572515.1	GCA_902564785.1	90.00	51.88	90-95	Proteobacteria
GCF_003144405.1	GCF_011045835.1	92.04	73.62	90-95	Proteobacteria
GCA_015863195.1	GCA_015863215.1	88.89	33.51	85-90	Firmicutes
GCA_003278925.1	GCA_902570945.1	91.50	47.61	90-95	Cyanobacteria
GCF_000802205.1	GCA_013694585.1	87.88	22.63	85-90	Thermoproteota
GCF_004336985.1	GCF_003467445.1	89.47	57.94	85-90	Firmicutes
GCF_014649655.1	GCF_003112535.1	92.90	53.83	90-95	Actinobacteriota
GCA_002700095.1	GCF_002088275.1	93.04	69.68	90-95	Proteobacteria
GCA_003602515.1	GCA_002457155.1	84.32	29.46	80-85	Thermoplasmatota
GCA_002323515.1	GCA_902529115.1	83.53	15.09	80-85	Bacteroidota
GCA_902628495.1	GCA_902622545.1	91.01	55.55	90-95	Proteobacteria
GCF_003946405.1	GCF_016861765.1	93.90	78.66	90-95	Firmicutes
GCA_903914045.1	GCA_903831295.1	86.90	15.98	85-90	Planctomycetota
GCF_000332975.1	GCF_000248055.1	84.29	24.69	80-85	Actinobacteriota
GCA_017470345.1	GCA_902779455.1	94.68	49.12	90-95	Bacteroidota
GCA_001058355.1	GCA_905371865.1	89.60	29.34	85-90	Firmicutes
GCF_001429285.1	GCF_000583045.1	84.02	19.31	80-85	Proteobacteria
GCA_003585845.1	GCA_003585735.1	87.27	20.09	85-90	Actinobacteriota
GCF_018881815.1	GCF_018687535.1	83.09	19.82	80-85	Proteobacteria
GCA_900539505.1	GCA_905373295.1	94.92	72.27	90-95	Campylobacterota
GCF_003667345.1	GCF_018861145.1	83.86	23.86	80-85	Campylobacterota
GCA_902628645.1	GCA_902584805.1	89.52	36.80	85-90	Proteobacteria
GCF_003989515.1	GCF_003224335.1	84.77	17.76	80-85	Actinobacteriota
GCA_902563555.1	GCA_902561015.1	91.50	47.20	90-95	Proteobacteria
GCF_000744115.1	GCF_000195575.1	83.67	15.83	80-85	Firmicutes
GCF_011752975.1	GCF_900108365.1	83.78	20.22	80-85	Bacteroidota
GCA_011523395.1	GCA_009838635.1	94.27	67.25	90-95	Actinobacteriota
GCF_002096355.1	GCA_905221215.1	87.25	37.72	85-90	Firmicutes
GCF_003397705.1	GCF_001546485.1	86.79	29.66	85-90	Actinobacteriota
GCF_011193355.1	GCA_014649355.1	84.52	17.78	80-85	Actinobacteriota
GCF_005280195.1	GCF_014651155.1	84.26	15.81	80-85	Actinobacteriota
GCF_900130125.1	GCA_000613385.1	89.84	33.06	85-90	Bacteroidota
GCF_000425785.1	GCF_000935045.1	86.25	29.73	85-90	Proteobacteria
GCA_905233555.1	GCA_902784565.1	84.71	22.15	80-85	Bacteroidota
GCF_001709075.1	GCF_001719045.1	94.90	79.20	90-95	Firmicutes
GCF_003601975.1	GCF_002294995.1	84.01	19.48	80-85	Proteobacteria
GCA_012269985.1	GCA_002501485.1	90.34	70.68	90-95	Actinobacteriota
GCA_902627045.1	GCA_902614355.1	88.26	44.08	85-90	Proteobacteria
GCA_902538085.1	GCA_902526965.1	84.00	22.68	80-85	Proteobacteria
GCF_000969905.1	GCF_000970305.1	85.32	24.46	85-90	Halobacteriota
GCF_003144375.1	GCF_003144325.1	91.03	70.53	90-95	Proteobacteria
GCA_902534465.1	GCA_902522365.1	84.29	20.32	80-85	Proteobacteria
GCF_001310975.1	GCA_003722315.1	90.91	47.01	90-95	Firmicutes_A
GCF_004801935.1	GCF_014863605.1	87.50	36.08	85-90	Proteobacteria
GCF_000698555.1	GCF_000402035.1	84.53	22.21	80-85	Proteobacteria
GCA_900539765.1	GCF_000212375.1	91.78	67.15	90-95	Bacteroidota
GCF_003086695.1	GCF_002192255.1	88.53	46.05	85-90	Proteobacteria
GCF_018618755.1	GCF_000019905.1	83.83	16.62	80-85	Firmicutes
GCF_007679425.1	GCA_014649295.1	86.26	24.29	85-90	Actinobacteriota
GCF_004785795.1	GCF_016907475.1	85.76	26.70	85-90	Actinobacteriota
GCF_001096185.1	GCA_905221225.1	92.75	58.99	90-95	Firmicutes
GCF_014107455.1	GCA_902636535.1	93.84	56.54	90-95	Proteobacteria
GCA_902576125.1	GCA_902567135.1	87.02	26.03	85-90	Proteobacteria
GCF_003943735.1	GCF_000212815.1	94.00	73.24	90-95	Firmicutes
GCA_003284215.1	GCA_902593675.1	82.76	17.30	80-85	Proteobacteria
GCA_010692555.1	GCA_010672585.1	90.81	29.50	90-95	Cyanobacteria
GCF_000407285.1	GCF_017426705.1	86.33	29.97	85-90	Firmicutes
GCF_000024945.1	GCA_018367495.1	87.07	34.03	85-90	Firmicutes_C
GCF_013141725.1	GCF_007829615.1	84.14	18.03	80-85	Firmicutes
GCF_001005085.2	GCF_018604545.1	84.25	15.00	80-85	Actinobacteriota
GCF_014645495.1	GCA_002337005.1	87.16	34.94	85-90	Bacteroidota
GCF_011761985.1	GCA_002432125.1	83.17	17.10	80-85	Proteobacteria
GCF_002159735.1	GCA_019116265.1	89.78	39.69	85-90	Actinobacteriota
GCA_002719425.1	GCA_002703265.1	89.61	49.66	85-90	Chloroflexota
GCF_002844235.1	GCF_001613795.1	83.36	21.25	80-85	Proteobacteria
GCA_011523825.1	GCA_009843525.1	89.49	53.01	85-90	Actinobacteriota
GCF_002155695.1	GCF_002952215.1	82.34	16.55	80-85	Proteobacteria
GCF_001678475.1	GCF_001678495.1	82.85	18.97	80-85	Proteobacteria
GCA_003282055.1	GCA_902557235.1	85.01	15.56	85-90	Proteobacteria
GCA_000635015.1	GCA_017644425.1	92.00	68.60	90-95	Cyanobacteria
GCF_900637845.1	GCF_000373785.1	83.97	22.48	80-85	Firmicutes
GCA_902615325.1	GCA_902524215.1	91.50	33.02	90-95	Proteobacteria
GCA_902802805.1	GCA_902801845.1	87.30	26.37	85-90	Firmicutes_A
GCA_003211955.1	GCA_000634415.1	92.75	55.08	90-95	Cyanobacteria
GCF_002096835.1	GCF_000220085.1	93.00	66.14	90-95	Firmicutes
GCF_009759665.1	GCF_001590795.1	88.26	40.03	85-90	Proteobacteria
GCF_003265355.1	GCF_000719515.1	85.76	20.60	85-90	Actinobacteriota
GCF_000341615.1	GCF_000219605.1	88.27	49.44	85-90	Proteobacteria
GCA_001916065.1	GCA_900753165.1	89.05	24.05	85-90	Firmicutes_A
GCA_003281005.1	GCA_902596375.1	90.50	54.03	90-95	Proteobacteria
GCA_902609685.1	GCA_902589765.1	94.52	60.14	90-95	Proteobacteria
GCA_017458265.1	GCA_002393945.1	90.01	44.59	90-95	Bacteroidota
GCA_015063035.1	GCA_017646885.1	90.59	15.30	90-95	Methanobacteriota
GCF_007859295.1	GCF_018613575.1	83.71	19.70	80-85	Firmicutes
GCF_900113505.1	GCF_003033885.1	94.54	80.92	90-95	Proteobacteria
GCF_014203535.1	GCF_008704515.1	92.05	48.58	90-95	Actinobacteriota
GCF_001665295.1	GCF_001672815.1	89.81	53.04	85-90	Actinobacteriota
GCF_006716065.1	GCF_000016425.1	88.21	42.26	85-90	Actinobacteriota
GCF_002157835.1	GCF_001570425.1	90.92	61.24	90-95	Actinobacteriota
GCF_001811505.1	GCA_905221305.1	82.88	16.35	80-85	Firmicutes
GCF_000187465.1	GCA_905370255.1	95.10	38.13	95-100	Firmicutes
GCF_002567495.1	GCF_000832605.1	89.55	54.32	85-90	Firmicutes
GCA_900556205.1	GCA_900546085.1	93.00	47.56	90-95	Actinobacteriota
GCF_003265355.1	GCF_900102815.1	90.42	52.90	90-95	Actinobacteriota
GCA_016928765.1	GCA_002402545.1	90.11	40.92	90-95	Desulfobacterota
GCF_016728705.1	GCA_019114925.1	92.93	61.40	90-95	Actinobacteriota
GCF_018614655.1	GCF_904063055.1	85.51	27.85	85-90	Proteobacteria
GCF_004348115.1	GCA_002329155.1	86.52	29.14	85-90	Proteobacteria
GCA_014799475.1	GCA_014799565.1	91.30	39.31	90-95	Firmicutes_A
GCF_003206135.1	GCF_002179555.1	94.32	72.41	90-95	Proteobacteria
GCF_009760405.1	GCF_009708175.1	86.57	23.11	85-90	Actinobacteriota
GCA_900556915.1	GCF_009696075.1	94.66	52.70	90-95	Firmicutes
GCA_014871545.1	GCA_900550785.1	94.50	65.27	90-95	Actinobacteriota
GCF_014472415.1	GCF_009834515.1	89.26	53.60	85-90	Proteobacteria
GCF_010728155.1	GCF_010731695.1	85.28	20.74	85-90	Actinobacteriota
GCF_006385165.1	GCF_001073085.1	82.53	15.43	80-85	Firmicutes
GCA_011361945.1	GCA_011375725.1	93.54	47.14	90-95	Thermoproteota
GCF_005121165.2	GCA_019118935.1	94.24	52.87	90-95	Firmicutes_A
GCF_000745715.1	GCF_018128905.1	91.83	59.08	90-95	Actinobacteriota
GCA_905215835.1	GCA_900762325.1	93.75	67.60	90-95	Actinobacteriota
GCA_902569245.1	GCA_902527265.1	91.50	55.57	90-95	Proteobacteria
GCA_900550825.1	GCA_900544725.1	92.50	63.06	90-95	Actinobacteriota
GCA_900079725.1	GCA_002482385.1	89.64	43.96	85-90	Bacteroidota
GCF_003852405.1	GCF_004006335.1	83.75	17.24	80-85	Proteobacteria
GCF_003399635.1	GCF_003399625.1	92.29	57.36	90-95	Actinobacteriota
GCF_002925905.1	GCF_001598695.1	92.53	70.72	90-95	Proteobacteria
GCA_902624495.1	GCA_902589305.1	86.25	22.42	85-90	Proteobacteria
GCF_000687555.1	GCF_000526575.1	94.31	81.15	90-95	Firmicutes_A
GCF_014874145.1	GCF_000215705.1	83.58	16.20	80-85	Proteobacteria
GCF_001687625.2	GCF_001465795.2	86.37	39.99	85-90	Firmicutes
GCF_001613305.1	GCF_000308615.1	89.36	37.85	85-90	Actinobacteriota
GCF_002286935.1	GCF_000741135.1	85.86	31.96	85-90	Actinobacteriota
GCF_002286815.1	GCF_900187445.1	91.34	65.35	90-95	Proteobacteria
GCF_013181195.1	GCF_003931565.1	86.27	28.77	85-90	Proteobacteria
GCF_001426345.1	GCF_007859655.1	87.27	35.51	85-90	Proteobacteria
GCF_004331285.1	GCF_000367925.1	84.05	21.89	80-85	Proteobacteria
GCF_900461125.1	GCF_014287615.1	85.53	27.35	85-90	Firmicutes_A
GCF_004801855.1	GCF_900115715.1	90.27	51.46	90-95	Proteobacteria
GCF_001645105.1	GCF_015163715.1	88.75	49.14	85-90	Proteobacteria
GCA_003279685.1	GCA_902613755.1	81.47	15.07	80-85	Proteobacteria
GCA_003209755.1	GCA_902564695.1	84.52	23.25	80-85	Cyanobacteria
GCF_003846175.1	GCA_002551355.1	85.04	15.25	85-90	Actinobacteriota
GCA_900541475.1	GCA_902835305.1	92.25	66.07	90-95	Actinobacteriota
GCF_000344155.1	GCF_000298235.1	84.29	23.46	80-85	Actinobacteriota
GCF_012524205.1	GCF_000304335.1	83.67	15.97	80-85	Actinobacteriota
GCF_014698835.1	GCA_003326205.1	93.03	53.84	90-95	Cyanobacteria
GCA_902602515.1	GCA_902597795.1	86.50	18.40	85-90	Proteobacteria
GCF_014486695.1	GCF_011742145.1	84.71	32.02	80-85	Bacteroidota
GCF_000145295.1	GCF_000008645.1	83.23	15.76	80-85	Methanobacteriota
GCA_014384685.1	GCA_012964335.1	87.38	25.48	85-90	Thermoplasmatota
GCF_000427725.1	GCA_000824845.1	89.00	45.01	85-90	Proteobacteria
GCA_004020545.1	GCF_006439355.1	86.77	30.81	85-90	Proteobacteria
GCF_000718025.1	GCF_000716875.1	87.02	18.57	85-90	Actinobacteriota
GCF_002135355.1	GCF_902753875.1	85.25	29.38	85-90	Proteobacteria
GCF_003044275.1	GCF_013205025.1	85.75	24.15	85-90	Actinobacteriota
GCF_000504305.1	GCF_000226255.1	90.44	49.92	90-95	Desulfobacterota_I
GCF_001636695.1	GCF_013266735.1	84.68	21.45	80-85	Bacteroidota
GCF_003013475.1	GCF_000282075.1	94.31	79.80	90-95	Firmicutes
GCA_902582315.1	GCA_902581445.1	91.51	57.77	90-95	Proteobacteria
GCA_900549715.1	GCF_003465825.1	95.02	69.08	95-100	Actinobacteriota
GCF_005048265.1	GCF_003056335.1	83.52	19.88	80-85	Proteobacteria
GCF_003048615.2	GCF_902460415.1	89.77	53.90	85-90	Campylobacterota
GCF_014145145.1	GCF_003096095.1	90.71	46.63	90-95	Actinobacteriota
GCA_902600245.1	GCA_902588315.1	90.00	37.45	90-95	Proteobacteria
GCA_003485715.1	GCA_002299125.1	91.52	55.06	90-95	Proteobacteria
GCF_015071065.1	GCF_002975175.1	94.88	69.73	90-95	Firmicutes
GCF_900104585.1	GCA_002307035.1	88.14	45.54	85-90	Bacteroidota
GCF_004187715.1	GCF_008705135.1	85.52	22.05	85-90	Actinobacteriota
GCF_004794465.1	GCF_018224615.1	83.05	16.25	80-85	Actinobacteriota
GCF_900104725.1	GCF_900113015.1	84.08	17.30	80-85	Actinobacteriota
GCF_001188955.3	GCF_000719705.1	88.53	32.25	85-90	Actinobacteriota
GCF_000721605.1	GCF_007176755.1	84.51	16.68	80-85	Actinobacteriota
GCF_002356415.1	GCA_905221305.1	92.51	69.87	90-95	Firmicutes
GCA_900541725.1	GCF_003437035.1	93.00	66.94	90-95	Actinobacteriota
GCF_000384295.1	GCF_900119165.1	88.76	33.41	85-90	Actinobacteriota
GCA_009845545.1	GCA_003635195.1	84.70	19.48	80-85	Poribacteria
GCF_003943815.1	GCF_000194945.1	85.50	19.66	85-90	Firmicutes
GCF_000835165.1	GCF_000819445.1	84.20	22.83	80-85	Actinobacteriota
GCF_000239795.1	GCF_000344805.1	88.50	40.61	85-90	Proteobacteria
GCA_900549245.1	GCA_018382295.1	93.50	65.17	90-95	Actinobacteriota
GCF_001642705.1	GCF_000935045.1	91.03	56.11	90-95	Proteobacteria
GCF_009296165.1	GCF_003208475.1	87.51	37.99	85-90	Proteobacteria
GCA_002284855.1	GCA_000372185.1	84.47	22.77	80-85	Actinobacteriota
GCF_014198335.1	GCF_000172795.2	91.03	59.02	90-95	Proteobacteria
GCF_001945365.1	GCF_902497995.1	86.50	29.48	85-90	Proteobacteria
GCA_902597335.1	GCA_902522365.1	84.06	19.99	80-85	Proteobacteria
GCF_003397705.1	GCF_000263595.1	87.56	33.77	85-90	Actinobacteriota
GCF_016106035.1	GCF_003660105.1	82.95	16.44	80-85	Campylobacterota
GCF_001954275.1	GCF_001665605.1	83.01	16.13	80-85	Actinobacteriota
GCA_002401105.1	GCA_002400885.1	83.86	16.50	80-85	Bacteroidota
GCF_004217615.1	GCF_018070325.1	84.77	16.25	80-85	Actinobacteriota
GCA_009691135.1	GCA_903893085.1	84.49	16.26	80-85	Actinobacteriota
GCF_910594985.1	GCF_910593845.1	84.87	26.60	80-85	Firmicutes
GCF_000281895.1	GCF_018325905.1	88.75	51.13	85-90	Proteobacteria
GCF_004342105.1	GCF_001636945.1	85.50	20.63	85-90	Actinobacteriota
GCF_018130165.1	GCA_017305715.1	87.26	33.23	85-90	Proteobacteria
GCF_002217655.1	GCF_000733845.1	90.00	53.63	90-95	Firmicutes
GCA_900545555.1	GCA_900754275.1	94.00	67.54	90-95	Actinobacteriota
GCF_000931445.1	GCF_000772045.1	85.80	20.59	85-90	Actinobacteriota
GCF_000383935.1	GCF_014650575.1	86.82	23.14	85-90	Actinobacteriota
GCF_001595965.1	GCF_018687275.1	89.76	56.17	85-90	Proteobacteria
GCA_014871665.1	GCA_900754275.1	94.25	74.50	90-95	Actinobacteriota
GCF_004283785.1	GCA_000440235.1	86.91	19.18	85-90	Firmicutes
GCA_009698445.1	GCA_009726135.1	89.15	58.64	85-90	Actinobacteriota
GCF_900095825.1	GCF_900106585.1	82.82	15.92	80-85	Firmicutes_C
GCF_001667315.1	GCF_010731595.1	83.75	21.08	80-85	Actinobacteriota
GCA_905215245.1	GCA_905214375.1	94.03	74.03	90-95	Proteobacteria
GCF_013426915.1	GCF_013426895.1	92.12	56.53	90-95	Proteobacteria
GCF_005405925.1	GCF_001417735.1	85.81	19.20	85-90	Actinobacteriota
GCF_002848005.1	GCA_000508625.1	88.61	50.79	85-90	Actinobacteriota
GCF_000971115.1	GCF_000759715.1	87.06	36.46	85-90	Actinobacteriota
GCF_009807095.1	GCF_013205055.1	85.76	26.84	85-90	Actinobacteriota
GCF_002204185.1	GCF_002117485.1	91.77	65.08	90-95	Proteobacteria
GCA_004020365.1	GCF_004791165.1	84.01	15.56	80-85	Proteobacteria
GCF_002858865.1	GCF_002310375.3	92.05	67.69	90-95	Proteobacteria
GCF_004339465.1	GCA_000378025.1	90.02	56.31	90-95	Proteobacteria
GCF_001667185.1	GCF_002102255.1	84.00	18.47	80-85	Actinobacteriota
GCA_011523445.1	GCA_009842205.1	93.25	66.72	90-95	Proteobacteria
GCF_900091315.1	GCA_014649355.1	84.50	15.18	80-85	Actinobacteriota
GCF_001667885.1	GCF_001667145.1	82.84	16.78	80-85	Actinobacteriota
GCF_014145585.1	GCF_014635905.1	83.25	15.98	80-85	Firmicutes
GCF_009765225.1	GCF_001647635.1	83.49	15.91	80-85	Actinobacteriota
GCA_902514485.1	GCA_902511005.1	89.56	40.11	85-90	Thermoplasmatota
GCF_000815105.2	GCF_902459745.1	84.78	26.32	80-85	Proteobacteria
GCF_006175905.1	GCF_001113365.1	84.96	25.00	80-85	Firmicutes
GCF_004570845.1	GCF_001425325.1	88.84	54.99	85-90	Actinobacteriota
GCA_902571865.1	GCA_902541215.1	92.00	53.56	90-95	Proteobacteria
GCF_001171885.1	GCA_001579015.1	84.85	17.65	80-85	Firmicutes
GCF_003610995.1	GCA_003268675.1	91.54	55.73	90-95	Actinobacteriota
GCF_004217115.1	GCF_004122035.1	88.59	58.04	85-90	Bacteroidota
GCA_003211655.1	GCA_902609995.1	93.32	49.71	90-95	Cyanobacteria
GCF_001544135.1	GCF_000445995.2	85.80	30.89	85-90	Firmicutes
GCF_001563495.1	GCF_900156575.1	82.83	15.98	80-85	Bacteroidota
GCF_016907815.1	GCF_001592125.1	83.84	15.42	80-85	Actinobacteriota
GCA_902536655.1	GCA_902526865.1	90.25	58.69	90-95	Proteobacteria
GCA_900543155.1	GCA_900542795.1	86.06	20.69	85-90	Bacteroidota
GCA_902598305.1	GCA_902595825.1	88.10	39.75	85-90	Bacteroidota
GCA_016871725.1	GCA_004293385.1	91.80	35.00	90-95	Verrucomicrobiota
GCA_902613845.1	GCA_902527545.1	94.00	70.50	90-95	Proteobacteria
GCF_009883055.1	GCA_900751995.1	94.72	17.82	90-95	Firmicutes_A
GCA_900543025.1	GCA_018380015.1	94.00	75.75	90-95	Actinobacteriota
GCF_004217615.1	GCF_902825405.1	88.04	22.07	85-90	Actinobacteriota
GCF_008329605.1	GCF_014202335.1	88.10	39.85	85-90	Actinobacteriota
GCF_003234115.1	GCA_900086645.1	84.78	22.06	80-85	Actinobacteriota
GCF_014650495.1	GCA_000715685.1	87.81	20.05	85-90	Actinobacteriota
GCF_001858325.1	GCA_018066865.1	83.15	15.95	80-85	Proteobacteria
GCF_005406225.1	GCF_016598935.1	90.40	65.21	90-95	Campylobacterota
GCA_902596655.1	GCA_902578815.1	89.31	44.97	85-90	Proteobacteria
GCF_900112935.1	GCF_900109135.1	86.64	38.61	85-90	Firmicutes
GCA_003216595.1	GCA_003216895.1	89.51	50.57	85-90	Cyanobacteria
GCF_003606365.2	GCF_005404815.1	84.25	17.20	80-85	Firmicutes
GCA_017998575.1	GCA_017307855.1	92.51	52.21	90-95	Proteobacteria
GCA_004963905.1	GCF_003952525.1	86.77	32.36	85-90	Proteobacteria
GCF_014529935.1	GCF_014529945.1	84.73	24.96	80-85	Bacteroidota
GCF_000369525.1	GCF_009884975.1	92.05	61.46	90-95	Proteobacteria
GCF_000493015.1	GCF_014169315.1	88.00	48.10	85-90	Proteobacteria
GCA_900469475.1	GCF_003627795.1	87.25	39.61	85-90	Proteobacteria
GCF_003725545.1	GCF_000158815.1	84.97	15.03	80-85	Actinobacteriota
GCF_900169165.1	GCF_011617245.1	84.03	21.10	80-85	Actinobacteriota
GCF_004366075.1	GCF_004216905.1	93.82	73.88	90-95	Actinobacteriota
GCF_003999415.1	GCF_000633395.1	83.54	15.14	80-85	Proteobacteria
GCA_003022945.1	GCA_018609665.1	89.77	31.35	85-90	Halobacteriota
GCA_016788465.1	GCA_002420115.1	84.98	20.92	80-85	Nitrospirota
GCF_001905735.1	GCF_001905505.1	84.52	16.51	80-85	Actinobacteriota
GCF_003289625.1	GCF_017876655.1	86.00	34.26	85-90	Actinobacteriota
GCF_001542405.1	GCF_000799845.1	86.76	32.82	85-90	Proteobacteria
GCA_002699615.1	GCA_902633855.1	84.27	24.94	80-85	Proteobacteria
GCF_000830005.1	GCF_014649755.1	92.25	52.41	90-95	Actinobacteriota
GCF_003269295.1	GCF_001279525.1	87.03	29.65	85-90	Actinobacteriota
GCF_006334985.2	GCF_900111685.1	84.58	17.27	80-85	Actinobacteriota
GCF_001022965.1	GCF_000211415.1	90.53	64.82	90-95	Proteobacteria
GCA_902611475.1	GCA_902581005.1	92.63	52.95	90-95	Proteobacteria
GCA_900314695.1	GCA_902801725.1	85.06	22.04	85-90	Methanobacteriota
GCF_009720745.1	GCF_001427305.1	87.78	41.10	85-90	Proteobacteria
GCA_900318535.1	GCA_900317325.1	84.10	16.48	80-85	Bacteroidota
GCF_000741175.1	GCF_018555635.1	85.32	19.92	85-90	Actinobacteriota
GCF_003143935.1	GCF_000745715.1	86.02	25.96	85-90	Actinobacteriota
GCF_004138285.1	GCF_002128425.1	92.38	66.34	90-95	Firmicutes
GCF_000805335.1	GCF_009811635.1	85.52	21.25	85-90	Actinobacteriota
GCF_000278115.1	GCF_003606345.3	81.99	15.52	80-85	Proteobacteria
GCA_902624765.1	GCA_902589965.1	89.05	42.98	85-90	Proteobacteria
GCF_002530675.1	GCA_002217245.1	91.65	62.83	90-95	Bacteroidota
GCA_002869845.2	GCA_016222925.1	91.79	42.40	90-95	Nitrospirota
GCA_902632665.1	GCA_902628565.1	92.83	46.70	90-95	Proteobacteria
GCF_000745065.1	GCF_000091545.1	84.50	25.05	80-85	Deinococcota
GCA_007130445.1	GCA_007695125.1	90.11	39.93	90-95	Deinococcota
GCF_007786235.1	GCF_018215265.1	84.78	26.51	80-85	Actinobacteriota
GCF_004795055.1	GCF_017639205.1	86.27	21.18	85-90	Actinobacteriota
GCF_900091575.1	GCF_900089585.1	83.56	15.23	80-85	Actinobacteriota
GCF_001025215.1	GCF_001025195.1	93.21	61.91	90-95	Actinobacteriota
GCA_900555355.1	GCA_900760245.1	93.75	57.58	90-95	Actinobacteriota
GCF_007828215.1	GCF_000292795.1	84.00	18.00	80-85	Proteobacteria
GCA_009691785.1	GCA_903831295.1	84.71	25.19	80-85	Planctomycetota
GCF_900313025.1	GCF_000152965.1	84.50	25.80	80-85	Proteobacteria
GCA_004118855.1	GCF_004116625.1	83.85	22.66	80-85	Campylobacterota
GCA_900547685.1	GCA_900539145.1	88.39	47.05	85-90	Firmicutes_A
GCF_004345505.1	GCF_900091595.1	85.04	15.94	85-90	Actinobacteriota
GCF_002192695.1	GCF_013267355.1	94.76	82.36	90-95	Proteobacteria
GCF_009496155.1	GCA_905373305.1	87.26	22.38	85-90	Firmicutes
GCF_003471585.1	GCF_019131995.1	93.51	70.60	90-95	Actinobacteriota
GCA_902633965.1	GCA_902626575.1	93.75	60.30	90-95	Proteobacteria
GCF_015561235.1	GCA_905221435.1	91.00	64.43	90-95	Firmicutes
GCA_016285885.1	GCA_002310215.1	92.87	53.03	90-95	Bacteroidota
GCA_002482965.1	GCA_903848465.1	84.21	18.25	80-85	Verrucomicrobiota
GCA_903899375.1	GCA_903827345.1	91.84	43.45	90-95	Actinobacteriota
GCF_004216615.1	GCF_001591365.1	88.04	41.26	85-90	Proteobacteria
GCF_000720135.1	GCF_014650575.1	85.01	17.39	85-90	Actinobacteriota
GCF_005670685.2	GCF_010730955.1	88.54	49.77	85-90	Actinobacteriota
GCF_014250475.1	GCF_000286455.1	93.83	71.74	90-95	Firmicutes_C
GCF_001809325.1	GCA_003028315.1	94.04	52.82	90-95	Proteobacteria
GCF_000368625.1	GCF_000773685.1	85.02	25.20	85-90	Proteobacteria
