pairid	query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	synteny_score	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95
GCF_003234795.1__GCF_016907335.1	NZ_QKTI01000001.1	NZ_JAFBBT010000001.1	94.2308	95.1065	0.8720	0.9246	0.05578	93.8737	55	0.9956	19	2.239	0.6448	94.4199	96.2798	2.3056	25.90	AlfI:94.65,AloI:94.77,BcgI:95.15,FalI:96.95	4410	55	7367	417	78.6	ok	94.2308	gamma	94.5360
GCF_004353905.1__GCF_000519185.1	NZ_SMOD01000001.1	NZ_JAFA01000001.1	95.5034	95.8128	0.7446	0.7573	0.03011	93.1471	199	0.9909	122	4.219	0.7034	95.4147	96.3406	0.6014	6.96	AlfI:95.63,AloI:96.23,BcgI:95.84,FalI:95.99	14182	199	20152	624	68.03015075376885	ok	95.5034	gamma	95.4807
GCF_000298235.1__GCF_000225505.1	NZ_BAHE01000067.1	NZ_BACI01000132.1	93.1135	93.9527	0.8238	0.8085	0.05713	91.9686	110	0.9878	55	3.258	0.5512	93.4058	95.3357	1.5170	13.29	AlfI:94.08,AloI:94.01,BcgI:93.82,FalI:95.34	4717	110	9043	194	41.61818181818182	ok	93.1135	gamma	93.5174
GCF_902506495.1__GCF_009932725.1	NZ_LR733266.1	NZ_BLJU01000001.1	89.5051	90.8183	0.8217	0.8178	0.07204	88.2676	69	0.9795	64	4.800	0.3269	90.4433	93.1879	1.4779	12.97	AlfI:90.79,AloI:92.05,BcgI:90.58,FalI:91.84	3282	69	10278	276	45.30434782608695	ok	89.5051	gamma	90.5722
GCF_002836515.1__GCF_000817895.1	NZ_PJBC01000065.1	NZ_JTGG01000001.1	93.4275	94.0492	0.8384	0.8766	0.04963	92.0342	86	0.9907	56	4.046	0.5590	93.5951	95.1562	0.4934	1.73	AlfI:94.00,AloI:94.49,BcgI:94.03,FalI:94.17	6179	86	11571	409	70.26744186046511	ok	93.4275	gamma	93.6923
GCF_000759885.1__GCF_017696015.1	NZ_JNAH01000001.1	NZ_JAAORL010000001.1	90.3490	91.1045	0.8303	0.7936	0.21783	90.0154	9	0.9950	2	6.320	0.3904	90.7436	92.7533	1.3748	0.74	AlfI:91.25,AloI:89.87,BcgI:90.92,FalI:91.23	441	9	1139	115	45.55555555555556	ok	90.3490	gamma	91.1451
GCF_016613415.1__GCF_003058325.1	NZ_JACWCT010000067.1	NZ_CP028843.1	92.8882	94.5773	0.5579	0.5013	0.05838	91.6283	290	0.9606	158	1.520	0.6028	93.7022	96.3138	1.4757	8.86	AlfI:94.88,AloI:93.46,BcgI:94.52,FalI:94.94	5112	290	7785	125	14.26896551724138	ok	92.8882	gamma	93.8204
GCA_902619105.1__GCA_902533965.1	CACNCV010000001.1	CACANZ010000001.1	95.2127	96.2682	0.3592	0.6057	0.22158	93.7660	18	0.9549	11	1.189	0.7524	95.3766	97.1861	1.5296	1.00	AlfI:95.33,AloI:96.86,BcgI:96.34,FalI:96.33	274	18	372	31	13.944444444444445	ok	95.2127	gamma	95.9040
GCF_018129985.1__GCF_016031635.1	NZ_JAFCKT010000001.1	NZ_JACEGD010000001.1	89.9530	91.0035	0.7908	0.6818	0.05897	87.5679	97	0.9852	69	5.554	0.3393	90.6350	93.1328	0.4096	3.10	AlfI:91.26,AloI:91.09,BcgI:90.87,FalI:91.28	5061	97	14820	218	48.43298969072165	ok	89.9530	gamma	90.7410
GCA_900317885.1__GCA_002354055.1	ONIM01000085.1	DEKW01000021.1	89.8810	92.2098	0.5444	0.5324	0.15474	89.2057	50	0.9840	10	2.148	0.4306	91.4870	94.9423	1.3389	2.36	AlfI:91.64,AloI:92.98,BcgI:92.28,FalI:92.14	922	50	1822	46	13.32	ok	89.8810	gamma	91.7777
GCF_015207285.1__GCF_014695295.1	NZ_JADEXD010000074.1	NZ_JACJNY010000001.1	90.4903	91.5041	0.3647	0.3871	0.12093	87.8649	101	0.9846	11	5.089	0.3772	91.1091	93.3354	1.5260	5.61	AlfI:91.93,AloI:90.66,BcgI:91.65,FalI:90.41	2026	101	3240	22	7.9405940594059405	INCONSISTENT	90.4903	gamma	91.3300
GCF_016908435.1__GCA_015978205.1	NZ_JAFBDV010000001.1	JADWMM010000001.1	94.1882	94.6842	0.6105	0.5863	0.15432	92.8279	44	0.9577	28	3.817	0.6396	94.2217	95.4971	3.8958	8.54	AlfI:94.67,AloI:96.35,BcgI:92.46,FalI:94.71	813	44	1151	60	15.409090909090908	ok	94.1882	gamma	94.5466
GCA_903951635.1__GCA_903949225.1	CAJBCV010000001.1	CAJAYZ010000001.1	93.6415	94.0536	0.2766	0.3002	0.09668	90.4342	173	0.9641	37	5.554	0.5614	93.7413	94.8105	1.8391	4.82	AlfI:94.21,AloI:92.80,BcgI:94.08,FalI:94.63	2874	173	3032	28	6.7398843930635834	INCONSISTENT	93.6415	gamma	93.9313
GCA_016789485.1__GCA_014860805.1	JAEURE010000100.1	JACZJB010000171.1	94.2832	94.2832	0.5734	0.3890	0.09690	91.6481	155	0.9891	12	inf	0.5856	94.1711	94.5237	0.6201	3.03	AlfI:94.67,AloI:94.67,BcgI:94.08,FalI:94.05	1829	155	2859	31	8.025806451612903	ok	94.2832	uniform	94.3644
GCF_014218825.1__GCF_000829375.1	NZ_JACLCW010000010.1	NZ_AP014624.1	88.5811	90.0113	0.7506	0.7371	0.13516	88.4245	28	0.9893	11	4.741	0.3224	89.6019	92.5076	0.7594	1.73	AlfI:89.58,AloI:89.93,BcgI:89.49,FalI:90.25	1161	28	3580	103	37.357142857142854	ok	88.5811	gamma	89.8457
GCF_015163075.1__GCF_003955715.1	NZ_JADDXU010000001.1	NZ_CP034463.1	95.1790	96.2065	0.8074	0.7963	0.03413	94.0672	92	0.9944	55	1.336	0.7358	95.2939	97.2387	0.8638	13.59	AlfI:96.06,AloI:96.03,BcgI:96.21,FalI:96.90	10271	92	14989	561	107.75	ok	95.1790	gamma	95.3719
GCF_002964845.1__GCF_001535545.1	NZ_KZ672956.1	NZ_CP014141.1	90.7689	90.7689	0.0682	0.0942	0.54926	85.7046	9	0.9804	1	inf	0.3575	90.3523	93.0235	4.4034	2.00	AlfI:92.89,AloI:90.50,BcgI:88.48,FalI:91.03	271	9	189	12	6.555555555555555	INCONSISTENT	90.7689	uniform	91.3667
GCF_000732605.1__GCA_001312405.1	NZ_JPME01000001.1	BBDR01000001.1	89.3479	90.1468	0.5237	0.5657	0.15352	87.6601	43	0.9792	15	7.624	0.3181	89.8245	92.0801	1.4958	3.98	AlfI:90.90,AloI:89.74,BcgI:89.41,FalI:90.20	1027	43	2648	77	17.441860465116278	ok	89.3479	gamma	90.1010
GCF_900142905.1__GCF_003368325.1	NZ_FSRV01000003.1	NZ_CP031466.1	91.9708	92.7718	0.5505	0.6591	0.04935	88.8921	103	0.9846	100	4.604	0.4594	92.3524	94.2822	0.7039	1.83	AlfI:92.74,AloI:93.13,BcgI:92.79,FalI:92.43	6952	103	15155	828	62.89320388349515	ok	91.9708	gamma	92.4446
GCF_001074825.1__GCA_001579035.1	NZ_JUPG01000023.1	KQ970285.1	93.0706	94.0017	0.5754	0.6086	0.14176	91.9289	65	0.9768	17	2.781	0.5816	93.3758	95.3297	0.6896	1.39	AlfI:93.57,AloI:93.88,BcgI:93.70,FalI:94.26	1173	65	1576	47	12	ok	93.0706	gamma	93.6618
GCF_002797895.1__GCF_000242815.1	NZ_PGES01000001.1	NZ_AHHB01000048.1	90.3186	91.4849	0.7434	0.8517	0.06363	88.7117	73	0.9824	71	4.604	0.3700	91.0623	93.6033	0.3081	0.59	AlfI:91.54,AloI:91.31,BcgI:91.50,FalI:91.23	4228	73	11678	311	55.19178082191781	ok	90.3186	gamma	91.1778
GCF_000012425.1__GCA_018828385.1	NC_007298.1	JAHJVE010000003.1	83.0518	87.3905	0.4923	0.4964	0.14310	NaN	55	0.9292	54	3.454	0.1649	86.9708	92.4977	1.1198	2.28	AlfI:87.59,AloI:87.67,BcgI:87.12,FalI:88.24	1027	55	4971	65	13.89090909090909	BELOW_DETECTION	87.3905	uniform_fallback	87.2214
GCF_018918185.1__GCA_002404515.1	NZ_JAHLPZ010000001.1	DHJV01000067.1	90.1671	91.3851	0.3945	0.3939	0.18455	87.8758	58	0.9063	46	4.344	0.3747	90.9894	93.4786	1.5432	3.42	AlfI:90.76,AloI:92.03,BcgI:91.14,FalI:92.30	762	58	1444	21	8.672413793103448	ok	90.1671	gamma	91.3267
GCF_900120195.1__GCA_900066355.1	NZ_LT635537.1	FMEL01000037.1	94.9778	96.5319	0.7417	0.7191	0.07432	95.1238	46	0.9781	45	0.807	0.7677	95.3665	97.6582	0.3176	1.00	AlfI:96.61,AloI:96.67,BcgI:96.35,FalI:96.62	2158	46	3031	247	44.630434782608695	ok	94.9778	gamma	95.5456
GCF_018736105.1__GCA_017881085.1	NZ_CP076135.1	JADGRI010000415.1	90.4665	91.2896	0.2403	0.2367	0.12441	86.9921	128	0.8806	127	6.320	0.3580	90.9782	92.9140	2.0535	4.49	AlfI:91.64,AloI:91.11,BcgI:91.36,FalI:89.59	1926	128	3142	24	8.3203125	INCONSISTENT	90.4665	gamma	91.2032
GCF_006440735.1__GCA_000824805.1	NZ_VFUA01000001.1	CCNA01000001.1	92.5184	93.0333	0.6945	0.7179	0.05367	90.2090	202	0.9920	42	6.138	0.4809	92.6849	94.1685	0.7108	4.07	AlfI:93.18,AloI:92.71,BcgI:93.08,FalI:92.47	5785	202	12126	132	26.85148514851485	ok	92.5184	gamma	92.7859
GCA_013390785.1__GCA_013390765.1	JACASW010000004.1	JACAST010000047.1	91.6132	91.6132	0.1167	0.1227	0.65736	86.4934	7	1.0000	0	inf	0.4125	91.5607	91.8685	2.2830	0.26	AlfI:90.29,AloI:92.57,BcgI:92.09,FalI:91.43	91	7	110	8	6.142857142857143	ok	91.6132	uniform	92.7885
GCF_003675955.1__GCF_000158915.1	NZ_QYCY01000001.1	NZ_GG657755.1	87.7488	90.3945	0.4615	0.5397	0.08229	86.4968	72	0.9712	69	2.948	0.3065	89.8378	93.8565	3.1469	33.63	AlfI:90.21,AloI:89.54,BcgI:90.27,FalI:92.69	3856	72	8746	259	33.375	ok	87.7488	gamma	89.9858
GCF_001612725.1__GCF_000308835.1	NZ_BDAZ01000001.1	NZ_BAGN01000429.1	93.2994	93.7601	0.6862	0.6049	0.04551	90.6681	290	0.9715	207	5.554	0.5347	93.4060	94.7436	1.6216	20.58	AlfI:93.94,AloI:94.01,BcgI:93.60,FalI:95.22	8431	290	14498	179	25.29655172413793	ok	93.2994	gamma	93.4938
GCA_900541045.1__GCA_900540985.1	UQID01000001.1	UQIC01000001.1	93.2763	94.8171	0.7472	0.7647	0.08140	93.1245	80	0.9814	38	1.520	0.6238	93.9153	96.5137	2.0918	15.72	AlfI:94.78,AloI:96.66,BcgI:94.57,FalI:95.42	2186	80	3812	107	26.0875	ok	93.2763	gamma	94.0824
GCF_004770145.1__GCF_004770765.1	NZ_RQFW01000005.1	NZ_RQFK01000026.1	82.7535	87.8117	0.7289	0.7501	0.17413	86.9273	19	0.9850	9	2.548	0.2148	87.2142	92.9217	1.2287	0.76	AlfI:86.78,AloI:87.91,BcgI:88.01,FalI:87.80	773	19	3175	110	32.05263157894737	INCONSISTENT	87.8117	uniform_fallback	87.5245
GCF_004000255.1__GCF_001879695.1	NZ_RCIQ01000001.1	NZ_MNBL01000001.1	93.1793	93.8615	0.7133	0.8305	0.06668	92.0341	162	0.9638	123	3.930	0.5462	93.4062	95.0264	0.5840	3.92	AlfI:94.15,AloI:93.59,BcgI:93.71,FalI:94.18	3636	162	6749	153	21.22222222222222	ok	93.1793	gamma	93.5362
GCA_017483125.1__GCA_017420845.1	JAFULU010000066.1	JAFQOC010000070.1	95.2642	95.7767	0.1199	0.1404	0.17145	91.6588	30	0.9931	1	2.623	0.7098	95.2976	96.4077	1.1437	1.93	AlfI:95.62,AloI:96.44,BcgI:95.30,FalI:96.01	1119	30	675	13	5.766666666666667	INCONSISTENT	95.2642	gamma	95.6818
GCA_902627935.1__GCA_902578775.1	CACOLA010000001.1	CACHEF010000001.1	91.3795	91.3795	0.1107	0.1036	0.89840	85.8241	3	1.0000	0	inf	0.4009	90.9591	93.3301	1.6488	0.14	AlfI:90.11,AloI:91.64,BcgI:91.13,FalI:91.76	76	3	64	10	7.333333333333333	INCONSISTENT	91.3795	uniform	92.6526
GCF_006440775.1__GCF_018588885.1	NZ_VFTZ01000001.1	NZ_JAFFIW010000001.1	87.5603	88.8888	0.5077	0.4743	0.09791	85.4006	101	0.9628	60	6.985	0.2251	88.6172	91.4231	1.1126	1.91	AlfI:89.05,AloI:87.93,BcgI:88.95,FalI:88.54	2124	101	7883	66	16.386138613861387	ok	87.5603	gamma	88.7886
GCF_007827595.1__GCF_001685355.1	NZ_VISR01000001.1	NZ_CP016438.1	85.2707	88.9781	0.4382	0.4545	0.09713	84.8454	57	0.9854	24	2.948	0.2320	88.4762	93.2970	2.7322	22.22	AlfI:88.51,AloI:88.55,BcgI:88.88,FalI:91.24	2303	57	8101	245	29.36842105263158	ok	85.2707	gamma	88.6482
GCF_014873145.1__GCF_014204795.1	NZ_JADBEK010000001.1	NZ_JACHMB010000001.1	96.3215	97.0124	0.7897	0.8203	0.02747	95.1060	168	0.9870	167	1.297	0.7991	96.2145	97.6640	0.3996	4.92	AlfI:97.00,AloI:96.97,BcgI:96.98,FalI:97.37	13721	168	17221	859	76.53571428571429	ok	96.3215	gamma	96.2836
GCF_002930105.1__GCA_011742915.1	NZ_PJRN01000010.1	JAAQTN010000001.1	87.5270	88.9911	0.5245	0.4884	0.12624	85.8664	65	0.9630	36	6.320	0.2296	88.7001	91.9143	2.0723	12.44	AlfI:89.67,AloI:89.52,BcgI:88.33,FalI:90.40	1278	65	4677	59	15.4	ok	87.5270	gamma	88.9214
GCF_900108295.1__GCA_016704835.1	NZ_FNWK01000005.1	JADIZJ010000001.1	86.2599	87.8369	0.4761	0.5057	0.12970	NaN	54	0.9464	49	7.405	0.1776	87.5894	90.8065	1.1490	1.78	AlfI:88.34,AloI:87.32,BcgI:87.78,FalI:87.19	1073	54	5463	146	17.01851851851852	BELOW_DETECTION	86.2599	gamma	87.8146
GCA_002453355.1__GCA_002414005.1	DKGQ01000033.1	DHYG01000060.1	90.5102	91.3452	0.6165	0.6960	0.14452	89.1464	60	0.9725	21	5.962	0.3744	91.0024	93.0632	2.3923	5.59	AlfI:91.94,AloI:89.54,BcgI:90.71,FalI:91.73	949	60	2350	46	13.366666666666667	ok	90.5102	gamma	91.2660
GCF_000235485.1__GCA_905221365.1	NZ_JH378872.1	CAJNCX010000001.1	92.7343	93.6113	0.8941	0.8391	0.12934	92.7007	20	0.9930	7	3.258	0.5509	93.0327	95.0378	0.9752	2.86	AlfI:92.94,AloI:93.83,BcgI:93.26,FalI:93.92	1083	20	2036	207	50.85	ok	92.7343	gamma	93.2884
GCF_000520815.1__GCF_000235585.1	NZ_ASRY01000001.1	NC_016641.1	93.4556	94.3655	0.6576	0.6452	0.07465	92.2121	134	0.9955	11	2.701	0.5922	93.7356	95.6534	0.9524	6.39	AlfI:94.63,AloI:94.60,BcgI:94.42,FalI:93.68	2893	134	4985	67	19.14179104477612	ok	93.4556	gamma	93.8861
GCF_001602525.1__GCF_001422725.1	NZ_LSYT01000001.1	NZ_LMMA01000001.1	85.8950	88.3071	0.3367	0.3503	0.22518	85.0162	24	0.9644	12	4.344	0.2290	87.8979	92.1612	3.3348	6.69	AlfI:87.06,AloI:90.40,BcgI:87.61,FalI:88.38	605	24	1715	40	14.541666666666666	ok	85.8950	gamma	88.2974
GCF_001440415.1__GCF_001693515.2	NZ_LLYA01000001.1	NZ_CP042968.1	89.8036	90.8864	0.6484	0.7104	0.06374	87.4852	114	0.9908	36	5.554	0.3322	90.5287	93.0078	0.5164	2.26	AlfI:91.17,AloI:90.66,BcgI:90.80,FalI:90.86	4743	114	12958	155	35	ok	89.8036	gamma	90.6430
GCF_000374105.1__GCF_002838765.1	NZ_KB893650.1	NZ_CP025120.1	85.9049	90.2696	0.9905	0.9956	0.14112	89.7867	7	0.9953	4	1.968	0.3129	89.5072	94.5472	0.3616	0.41	AlfI:90.51,AloI:90.41,BcgI:90.17,FalI:90.15	872	7	3120	411	121.28571428571429	INCONSISTENT	90.2696	uniform_fallback	89.7647
GCA_017483665.1__GCA_002394305.1	JAFUVM010000068.1	DGTM01000060.1	93.4643	94.1516	0.6120	0.6873	0.07825	91.9784	116	0.9897	24	3.601	0.5729	93.6546	95.2696	0.9716	2.53	AlfI:94.13,AloI:93.28,BcgI:94.24,FalI:94.25	2617	116	4650	149	20.844827586206897	ok	93.4643	gamma	93.8098
GCA_900549085.1__GCF_002736145.1	URMO01000001.1	NZ_CP024160.1	92.8929	94.0921	0.7488	0.7482	0.08583	92.2908	101	0.9936	12	2.305	0.5647	93.4134	95.7231	1.6266	8.55	AlfI:94.25,AloI:95.45,BcgI:93.82,FalI:94.68	2116	101	3943	89	19.544554455445546	ok	92.8929	gamma	93.5828
GCF_016461705.1__GCA_900478025.1	NZ_JAEMHW010000001.1	LS483462.1	85.4443	88.9532	0.5520	0.5012	0.24438	86.3207	20	0.9577	13	2.781	0.2695	88.3481	93.2534	2.0530	2.91	AlfI:89.26,AloI:88.06,BcgI:87.31,FalI:89.36	410	20	1325	45	15.7	ok	85.4443	gamma	88.7881
GCF_000482465.1__GCF_014195535.1	NZ_KI519420.1	NZ_JACIBY010000001.1	91.5825	93.2274	0.7869	0.7649	0.07117	91.1332	70	0.9886	36	2.239	0.5087	92.4551	95.4011	0.4958	0.81	AlfI:93.36,AloI:92.86,BcgI:93.17,FalI:93.30	3441	70	7111	252	45.52857142857143	ok	91.5825	gamma	92.5925
GCA_002281575.1__GCA_017996795.1	NCGN01000010.1	JAGOGG010000016.1	91.1203	92.6160	0.0673	0.0917	0.47048	87.2035	12	0.9531	3	2.701	0.4640	92.0647	94.6299	2.4180	1.41	AlfI:93.08,AloI:93.06,BcgI:91.10,FalI:93.52	353	12	181	10	6.083333333333333	INCONSISTENT	91.1203	gamma	92.9637
GCA_003209795.1__GCA_017644295.1	QCPB01000001.1	JAEPLT010000001.1	88.0043	88.0043	0.5482	0.4039	0.42298	85.7555	7	1.0000	0	inf	0.2293	87.7384	90.2866	3.4636	1.82	AlfI:86.54,AloI:87.42,BcgI:90.00,FalI:87.77	139	7	504	29	11.714285714285714	ok	88.0043	uniform	88.4906
GCF_003987225.1__GCF_003987395.1	NZ_PIPX01000001.1	NZ_PIPT01000001.1	68.1331	85.8560	0.7007	0.6578	0.20512	NaN	22	0.9463	18	1.434	0.1206	85.1689	94.6400	2.7463	2.39	AlfI:85.51,AloI:88.25,BcgI:85.80,FalI:85.99	394	22	3296	52	15.409090909090908	BELOW_DETECTION	85.8560	uniform_fallback	85.5341
GCF_014211915.1__GCF_001718315.1	NZ_CP060039.1	NZ_CP013362.1	91.8175	92.9703	0.7450	0.8302	0.04584	89.6782	93	0.9878	90	3.258	0.4724	92.4373	94.8034	1.5419	15.69	AlfI:92.63,AloI:93.48,BcgI:92.98,FalI:94.17	7774	93	17008	818	79.25806451612904	ok	91.8175	gamma	92.5235
GCF_901543175.1__GCF_000722685.1	NZ_LR594040.1	NZ_JPFV01000001.1	89.4766	90.9825	0.3821	0.3337	0.23859	87.4841	31	0.9077	30	3.817	0.3718	90.4840	93.4815	2.0377	1.96	AlfI:90.56,AloI:92.35,BcgI:90.31,FalI:91.17	556	31	967	46	10.516129032258064	ok	89.4766	gamma	90.9231
GCF_000732615.1__GCF_001028665.1	NZ_JPGL01000001.1	NZ_CP011503.1	93.7877	94.5595	0.6370	0.7246	0.03970	91.4441	198	0.9898	91	2.948	0.5991	93.9785	95.7688	1.1540	10.49	AlfI:94.34,AloI:94.66,BcgI:94.57,FalI:95.49	9545	198	16268	328	45.78787878787879	ok	93.7877	gamma	94.0582
GCA_002281875.1__GCA_002281575.1	NCHN01000015.1	NCGN01000010.1	87.2678	91.0465	0.6286	0.6234	0.17947	88.3500	36	0.9829	8	1.833	0.3654	90.2585	94.7412	1.5845	1.88	AlfI:90.57,AloI:92.16,BcgI:91.02,FalI:91.16	602	36	1703	33	13.805555555555555	ok	87.2678	gamma	90.5906
GCA_902578265.1__GCA_902540235.1	CACHCA010000001.1	CACBLI010000001.1	88.9729	92.6527	0.1049	0.0990	0.75556	86.7246	4	1.0000	0	1.336	0.4871	91.3799	96.2500	1.2291	0.16	AlfI:92.90,AloI:91.77,BcgI:91.81,FalI:93.00	57	4	77	10	7	ok	88.9729	gamma	92.8753
GCF_011752045.1__GCF_001049495.1	NZ_JAAKXW010000001.1	NZ_CDWI01000001.1	85.1210	87.4300	0.5976	0.6268	0.13736	NaN	30	0.9698	24	5.791	0.1641	87.1371	91.2001	4.2386	12.98	AlfI:86.96,AloI:85.73,BcgI:87.50,FalI:89.97	990	30	5306	152	26.733333333333334	BELOW_DETECTION	85.1210	gamma	87.3758
GCF_015752315.1__GCA_014360585.1	NZ_JADOVJ010000001.1	JACIXG010000001.1	90.9119	92.3442	0.6599	0.6974	0.07396	89.5927	137	0.9533	136	3.165	0.4298	91.7864	94.5835	1.9962	22.08	AlfI:92.26,AloI:92.32,BcgI:92.15,FalI:94.14	3202	137	7472	103	21.26277372262774	ok	90.9119	gamma	91.9237
GCF_004340945.1__GCF_003050745.1	NZ_SLYD01000001.1	NZ_QAOF01000001.1	91.7050	92.8856	0.5120	0.5637	0.07860	89.6904	117	0.9585	105	3.258	0.4687	92.3372	94.7867	1.4993	6.01	AlfI:92.38,AloI:93.09,BcgI:92.89,FalI:93.88	2782	117	5940	119	21.726495726495727	ok	91.7050	gamma	92.4852
GCF_013305725.1__GCF_000253155.1	NZ_CP047883.1	NC_015291.1	85.5061	89.4213	0.8534	0.9167	0.18645	88.2812	8	0.9869	7	2.374	0.2876	88.7752	93.4581	0.6707	0.48	AlfI:89.88,AloI:89.21,BcgI:89.56,FalI:89.28	655	8	2097	225	66.875	ok	85.5061	gamma	89.1128
GCF_013385985.1__GCF_009866765.1	NZ_JACAOY010000001.1	NZ_CP019431.1	88.2220	90.6828	0.7192	0.7114	0.07461	87.5113	63	0.9906	27	2.948	0.3213	90.1541	93.8186	0.6184	1.77	AlfI:90.59,AloI:90.75,BcgI:90.64,FalI:91.21	3106	63	9994	301	46.12698412698413	ok	88.2220	gamma	90.2885
GCF_000620865.1__GCF_000620805.1	NZ_KK211190.1	NZ_KK211187.1	80.6586	89.1993	0.9618	0.9380	0.13800	88.5936	6	0.9965	3	1.434	0.2569	88.2984	95.0064	1.2287	3.98	AlfI:89.24,AloI:88.41,BcgI:89.64,FalI:88.73	931	6	4002	492	144.66666666666666	INCONSISTENT	89.1993	uniform_fallback	88.5497
GCA_002335945.1__GCA_905182245.1	DDDD01000154.1	CAJJAS010000001.1	95.7592	95.7592	0.3006	0.5188	0.12845	93.0831	81	0.9628	23	inf	0.7032	95.5916	95.9888	1.4456	2.00	AlfI:95.70,AloI:97.06,BcgI:95.62,FalI:96.01	1003	81	1118	34	8.345679012345679	ok	95.7592	uniform	95.8744
GCF_004364415.1__GCF_002007785.1	NZ_SOCV01000001.1	NZ_CP019856.1	85.4845	88.2878	0.4087	0.4216	0.12242	NaN	61	0.9598	41	4.219	0.1995	87.9298	92.1116	0.6457	1.19	AlfI:88.32,AloI:88.76,BcgI:88.12,FalI:88.75	1455	61	5708	158	17.065573770491802	BELOW_DETECTION	85.4845	gamma	88.1443
GCF_018224925.1__GCA_001898825.1	NZ_JAGTUF010000010.1	MKVK01000001.1	86.4942	88.4115	0.3780	0.3636	0.17610	85.0002	52	0.9425	28	5.554	0.2087	88.1098	91.7222	2.2191	9.90	AlfI:89.42,AloI:89.64,BcgI:87.42,FalI:88.67	1140	52	2694	31	9.826923076923077	INCONSISTENT	86.4942	gamma	88.4187
GCA_017469405.1__GCA_017464045.1	JAFUGL010000073.1	JAFUEG010000086.1	94.8161	95.4430	0.0909	0.0895	0.27218	90.9317	16	0.9882	1	2.623	0.6878	94.8079	96.3229	2.3201	2.37	AlfI:94.96,AloI:97.28,BcgI:95.85,FalI:95.06	517	16	299	11	6.25	INCONSISTENT	94.8161	gamma	95.4067
GCF_002561295.1__GCF_002200015.1	NZ_NTUG01000010.1	NZ_NIQX01000001.1	84.6877	90.1304	0.2291	0.2050	0.22840	86.3705	23	0.9869	4	1.631	0.3222	89.2367	94.7154	2.4023	2.13	AlfI:89.93,AloI:88.41,BcgI:90.81,FalI:90.07	1669	23	1257	60	14.130434782608695	INCONSISTENT	90.1304	uniform_fallback	89.6580
GCF_013201725.1__GCF_003544915.1	NZ_CP053835.1	NZ_CP032097.1	86.5535	89.9690	0.7823	0.8146	0.19894	88.6164	11	0.9800	10	2.305	0.3325	89.2246	93.8275	1.0317	0.49	AlfI:90.27,AloI:90.64,BcgI:89.61,FalI:89.90	658	11	1720	184	45.54545454545455	ok	86.5535	gamma	89.5885
GCF_003044275.1__GCF_017355185.1	NZ_PZPL01000001.1	NZ_JADILJ010000001.1	92.1569	93.4103	0.6709	0.7108	0.07591	90.9860	87	0.9678	85	2.701	0.5079	92.7926	95.2283	3.6272	45.43	AlfI:93.36,AloI:92.65,BcgI:93.27,FalI:96.28	2886	87	5760	185	30.379310344827587	ok	92.1569	gamma	92.9381
GCF_002939785.1__GCF_000802365.1	NZ_MDEC01000001.1	NZ_JSZE01000001.1	89.5930	91.1349	0.7002	0.7243	0.07123	88.1832	166	0.9635	114	3.930	0.3454	90.7115	93.5849	1.9986	19.05	AlfI:91.08,AloI:92.10,BcgI:90.88,FalI:92.88	3501	166	9944	84	19.10843373493976	ok	89.5930	gamma	90.8398
GCF_016743075.1__GCF_003999715.1	NZ_CP068285.1	NZ_CP022481.1	94.1559	94.7492	0.7570	0.6879	0.04948	92.4314	96	0.9838	94	3.454	0.6161	94.2341	95.7625	1.0132	9.76	AlfI:94.75,AloI:94.90,BcgI:94.63,FalI:95.64	6005	96	10007	395	60.447916666666664	ok	94.1559	gamma	94.3347
GCF_013409045.1__GCF_900188105.1	NZ_JACCBT010000001.1	NZ_FZNP01000053.1	95.7542	96.6213	0.8179	0.8290	0.03579	95.0103	94	0.9887	93	1.297	0.7683	95.7471	97.4587	0.2088	0.67	AlfI:96.54,AloI:96.59,BcgI:96.64,FalI:96.75	8573	94	11847	654	87.92553191489361	ok	95.7542	gamma	95.8327
GCA_900554995.1__GCA_002449395.1	USJJ01000001.1	DKDP01000054.1	93.7421	94.1350	0.5903	0.4911	0.13188	91.6805	83	1.0000	0	5.791	0.5735	93.7261	95.0264	0.4497	0.47	AlfI:94.30,AloI:93.93,BcgI:94.19,FalI:93.85	988	83	1640	14	6.698795180722891	ok	93.7421	gamma	93.9886
GCF_003469185.1__GCF_010509075.1	NZ_QSIL01000001.1	NZ_CP048433.1	92.1184	93.9793	0.8209	0.8594	0.08462	92.3859	35	0.9904	20	1.680	0.5556	93.0980	96.1380	2.0083	12.44	AlfI:93.79,AloI:95.80,BcgI:93.81,FalI:94.56	2177	35	4242	241	59.885714285714286	ok	92.1184	gamma	93.2647
GCF_009807035.1__GCF_018403225.1	NZ_WUBI01000001.1	NZ_BOSG01000001.1	80.8968	86.3858	0.5674	0.5898	0.14208	NaN	31	0.9732	20	3.258	0.1400	85.9438	92.0081	0.9434	1.91	AlfI:86.64,AloI:86.60,BcgI:86.50,FalI:85.70	968	31	6087	116	24.419354838709676	BELOW_DETECTION	86.3858	uniform_fallback	86.1931
