pairid	q_acc	r_acc	status	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular
GCA_003762755.1__GCA_009775475.1	GCA_003762755.1	GCA_009775475.1	ok	9	108	0.00297	0.47757	1448	0	0.9885	2913	0.9642	3032	13	488	false
GCA_003762805.1__GCA_009775475.1	GCA_003762805.1	GCA_009775475.1	ok	9	111	0.00297	0.46194	1402	0	0.9878	2914	0.9632	3035	13	486	false
GCA_003966995.1__GCF_011317485.1	GCA_003966995.1	GCF_011317485.1	ok	3	759	0.00033	0.42459	3837	0	0.9096	8217	0.9160	9037	48	1393	false
GCA_003979385.1__GCF_004803935.1	GCA_003979385.1	GCF_004803935.1	ok	0	117	0.00000	0.49530	1369	0	1.0000	2646	0.9577	2764	82	485	false
GCA_004006215.1__GCF_004551665.1	GCA_004006215.1	GCF_004551665.1	ok	5	10	0.00099	0.00060	3	0	1.0000	5034	0.9980	5034	49	1543	true
GCA_004212715.1__GCA_905478345.1	GCA_004212715.1	GCA_905478345.1	ok	0	86	0.00000	0.43705	361	0	0.9174	666	0.8871	826	9	82	false
GCA_004213355.1__GCA_902604955.1	GCA_004213355.1	GCA_902604955.1	ok	0	32	0.00000	0.28382	107	0	0.9140	340	0.9147	377	0	33	false
GCA_004213395.1__GCA_902572725.1	GCA_004213395.1	GCA_902572725.1	ok	4	76	0.00271	0.48951	723	0	0.9921	1390	0.9480	1477	2	315	false
GCA_004213445.1__GCA_009391625.1	GCA_004213445.1	GCA_009391625.1	ok	0	38	0.00000	0.48365	281	0	0.9387	505	0.9310	581	1	68	false
GCA_004283095.1__GCA_018677255.1	GCA_004283095.1	GCA_018677255.1	ok	0	511	0.00000	0.49545	2285	0	0.9272	3910	0.8852	4612	16	977	false
GCA_004292525.1__GCA_004293465.1	GCA_004292525.1	GCA_004293465.1	ok	1	501	0.00025	0.42686	1707	0	0.9165	3141	0.8647	3999	71	403	false
GCA_004292525.1__GCA_004293515.1	GCA_004292525.1	GCA_004293515.1	ok	1	402	0.00022	0.44248	1981	0	0.9029	3768	0.9054	4477	90	474	false
GCA_004292975.1__GCA_004294245.1	GCA_004292975.1	GCA_004294245.1	ok	0	194	0.00000	0.41082	357	0	0.8921	488	0.7264	869	32	96	false
GCA_004293395.1__GCA_004293515.1	GCA_004293395.1	GCA_004293515.1	ok	1	139	0.00020	0.38319	1947	0	0.9777	4649	0.9711	5081	87	505	false
GCA_004552785.1__GCA_900541165.1	GCA_004552785.1	GCA_900541165.1	ok	4	127	0.00298	0.49478	664	0	0.9844	1199	0.9039	1342	40	435	false
GCA_004552785.1__GCA_905195025.1	GCA_004552785.1	GCA_905195025.1	ok	4	117	0.00284	0.49291	695	0	0.9245	1273	0.9159	1410	11	396	false
GCA_004553345.1__GCA_018385255.1	GCA_004553345.1	GCA_018385255.1	ok	5	48	0.00334	0.46421	694	0	0.9808	1427	0.9674	1495	4	274	false
GCA_004555945.1__GCA_905200965.1	GCA_004555945.1	GCA_905200965.1	ok	8	137	0.00342	0.43114	1008	0	0.9699	2188	0.9410	2338	34	891	false
GCA_004556815.1__GCA_004562555.1	GCA_004556815.1	GCA_004562555.1	ok	5	209	0.00350	0.49825	711	0	0.9800	1179	0.8492	1427	10	263	false
GCA_004557615.1__GCA_905209415.1	GCA_004557615.1	GCA_905209415.1	ok	0	45	0.00000	0.40348	1252	0	0.9964	3040	0.9854	3103	7	704	false
GCA_004563445.1__GCA_016296925.1	GCA_004563445.1	GCA_016296925.1	ok	0	124	0.00000	0.44050	1118	0	0.9833	2361	0.9501	2538	13	486	false
GCA_004768385.1__GCA_004768435.1	GCA_004768385.1	GCA_004768435.1	ok	0	149	0.00000	0.47817	1347	0	0.9497	2603	0.9460	2817	16	615	false
GCA_005768775.1__GCA_905369865.1	GCA_005768775.1	GCA_905369865.1	ok	3	173	0.00482	0.48957	305	0	0.6783	390	0.7083	623	9	100	false
GCA_005776525.1__GCA_005790695.1	GCA_005776525.1	GCA_005790695.1	ok	0	54	0.00000	0.39104	253	0	0.9089	489	0.9036	647	7	39	false
GCA_005777705.1__GCA_005790615.1	GCA_005777705.1	GCA_005790615.1	ok	0	157	0.00000	0.46521	1825	0	0.9926	3618	0.9584	3923	6	572	false
GCA_005777705.1__GCA_005800055.1	GCA_005777705.1	GCA_005800055.1	ok	0	112	0.00000	0.49185	2113	0	0.9959	4106	0.9734	4296	10	614	false
GCA_005777725.1__GCA_005792345.1	GCA_005777725.1	GCA_005792345.1	ok	0	2	0.00000	0.15646	184	0	0.9991	1162	0.9983	1176	0	113	false
GCA_005777725.1__GCA_005797875.1	GCA_005777725.1	GCA_005797875.1	ok	0	8	0.00000	0.13320	199	0	0.9980	1470	0.9946	1494	0	126	false
GCA_005787845.1__GCA_005799035.1	GCA_005787845.1	GCA_005799035.1	ok	0	69	0.00000	0.49342	225	0	0.9626	335	0.8317	456	4	25	false
GCA_005789365.1__GCA_005792965.1	GCA_005789365.1	GCA_005792965.1	ok	0	135	0.00000	0.43211	732	0	0.9171	1516	0.9188	1694	4	178	false
GCA_005790615.1__GCA_005800055.1	GCA_005790615.1	GCA_005800055.1	ok	0	231	0.00000	0.43342	1852	0	0.9960	3960	0.9449	4273	8	620	false
GCA_005792345.1__GCA_005797875.1	GCA_005792345.1	GCA_005797875.1	ok	0	2	0.00000	0.11812	103	0	0.9977	857	0.9977	872	0	103	false
GCA_005792965.1__GCA_005805455.1	GCA_005792965.1	GCA_005805455.1	ok	0	19	0.00000	0.28761	543	0	0.9967	1840	0.9898	1888	6	177	false
GCA_005799295.1__GCA_005808605.1	GCA_005799295.1	GCA_005808605.1	ok	0	127	0.00000	0.47235	948	0	0.9699	1772	0.9333	2007	38	540	false
GCA_005877575.1__GCA_005877605.1	GCA_005877575.1	GCA_005877605.1	ok	9	335	0.00322	0.45432	1268	0	0.9070	2331	0.8751	2791	56	497	false
GCA_005878575.1__GCA_005879105.1	GCA_005878575.1	GCA_005879105.1	ok	0	137	0.00000	0.41510	885	0	0.9772	1927	0.9337	2132	31	368	false
GCA_005879625.1__GCA_005880215.1	GCA_005879625.1	GCA_005880215.1	ok	1	302	0.00021	0.46849	2275	0	0.9706	4451	0.9366	4856	58	1135	false
GCA_005880425.1__GCA_005880595.1	GCA_005880425.1	GCA_005880595.1	ok	2	249	0.00098	0.42864	874	0	0.8794	1451	0.8585	2039	23	553	false
GCA_005881185.1__GCA_005883535.1	GCA_005881185.1	GCA_005883535.1	ok	0	273	0.00000	0.46222	1089	0	0.9498	1966	0.8786	2356	42	672	false
GCA_005882515.1__GCA_005885585.1	GCA_005882515.1	GCA_005885585.1	ok	2	234	0.00066	0.49190	1487	0	0.9846	2743	0.9213	3023	8	517	false
GCA_005883535.1__GCA_005889125.1	GCA_005883535.1	GCA_005889125.1	ok	2	270	0.00085	0.48597	1143	0	0.9232	1923	0.8780	2352	23	635	false
GCA_005885195.1__GCA_005885225.1	GCA_005885195.1	GCA_005885225.1	ok	1	288	0.00047	0.48603	1044	0	0.9178	1674	0.8553	2148	29	491	false
GCA_006226575.1__GCA_006226625.1	GCA_006226575.1	GCA_006226625.1	ok	1	293	0.00043	0.42655	993	0	0.9295	1766	0.8599	2328	17	517	false
GCA_006228015.1__GCA_006228035.1	GCA_006228015.1	GCA_006228035.1	ok	0	124	0.00000	0.48599	1544	0	0.9688	2888	0.9591	3177	38	343	false
GCA_007116325.1__GCA_007122615.1	GCA_007116325.1	GCA_007122615.1	ok	0	222	0.00000	0.48831	877	0	0.8926	1372	0.8636	1796	8	252	false
GCA_007118405.1__GCA_007132805.1	GCA_007118405.1	GCA_007132805.1	ok	0	213	0.00000	0.48475	1351	0	0.9575	2456	0.9204	2787	35	655	false
GCA_007118755.1__GCA_007125865.1	GCA_007118755.1	GCA_007125865.1	ok	0	161	0.00000	0.41003	1463	0	0.9581	3157	0.9516	3568	33	636	false
GCA_007118845.1__GCA_007133475.1	GCA_007118845.1	GCA_007133475.1	ok	0	150	0.00000	0.43368	1419	0	0.9684	3005	0.9527	3272	11	423	false
GCA_007120115.1__GCA_007127115.1	GCA_007120115.1	GCA_007127115.1	ok	0	204	0.00000	0.43410	1986	0	0.9661	4105	0.9527	4575	18	908	false
GCA_007121255.1__GCA_007136505.1	GCA_007121255.1	GCA_007136505.1	ok	0	78	0.00000	0.30769	860	0	0.9721	2404	0.9689	2795	55	421	false
GCA_007121905.1__GCA_007129935.1	GCA_007121905.1	GCA_007129935.1	ok	1	396	0.00027	0.48142	1788	0	0.9524	3099	0.8872	3714	12	573	false
GCA_007125865.1__GCA_007132815.1	GCA_007125865.1	GCA_007132815.1	ok	0	104	0.00000	0.33697	1514	0	0.9850	4126	0.9755	4493	28	715	false
GCA_007129275.1__GCA_007130315.1	GCA_007129275.1	GCA_007130315.1	ok	0	134	0.00000	0.49403	2443	0	0.9797	4634	0.9719	4945	150	666	false
GCA_007859155.1__GCF_001618265.1	GCA_007859155.1	GCF_001618265.1	ok	0	109	0.00000	0.45843	1147	0	0.9719	2384	0.9563	2502	81	390	false
GCA_008011925.1__GCA_017997765.1	GCA_008011925.1	GCA_017997765.1	ok	4	244	0.00112	0.46618	1661	0	0.9621	3170	0.9288	3563	61	1026	false
GCA_008080525.1__GCA_009773225.1	GCA_008080525.1	GCA_009773225.1	ok	0	87	0.00000	0.41837	2132	0	0.9833	4960	0.9828	5096	14	845	false
GCA_008080525.1__GCA_009773295.1	GCA_008080525.1	GCA_009773295.1	ok	0	81	0.00000	0.42577	2171	0	0.9843	4964	0.9839	5099	10	770	false
GCA_008363105.1__GCA_014338175.1	GCA_008363105.1	GCA_014338175.1	ok	0	72	0.00000	0.47242	3314	0	0.9898	6909	0.9897	7015	23	1647	false
GCA_008363445.1__GCA_013360885.1	GCA_008363445.1	GCA_013360885.1	ok	5	282	0.00183	0.49507	1355	0	0.9966	2380	0.8939	2737	49	250	false
GCA_008501795.1__GCA_016743565.1	GCA_008501795.1	GCA_016743565.1	ok	1	13	0.00023	0.43082	1890	0	0.9979	4359	0.9970	4387	27	266	false
GCA_008667525.1__GCA_018380225.1	GCA_008667525.1	GCA_018380225.1	ok	0	251	0.00000	0.46508	1132	0	0.9963	2161	0.8960	2434	32	825	false
GCA_008667915.1__GCA_008668315.1	GCA_008667915.1	GCA_008668315.1	ok	0	79	0.00000	0.46049	1818	0	0.9943	3823	0.9798	3948	26	737	false
GCA_008668375.1__GCA_014866525.1	GCA_008668375.1	GCA_014866525.1	ok	22	207	0.00647	0.42794	1455	0	0.9640	3189	0.9387	3400	58	1117	false
GCA_008932945.1__GCA_903836985.1	GCA_008932945.1	GCA_903836985.1	ok	8	390	0.00210	0.48793	1860	0	0.9148	3287	0.8945	3812	117	949	false
GCA_009391445.1__GCA_009392385.1	GCA_009391445.1	GCA_009392385.1	ok	0	209	0.00000	0.49119	1171	0	0.9540	1972	0.9049	2384	9	308	false
GCA_009392385.1__GCA_009392625.1	GCA_009392385.1	GCA_009392625.1	ok	0	211	0.00000	0.49129	818	0	0.9248	1217	0.8557	1665	8	264	false
GCA_009697445.1__GCA_013521055.1	GCA_009697445.1	GCA_013521055.1	ok	0	58	0.00000	0.44068	182	0	0.9765	332	0.8524	413	0	42	false
GCA_009697445.1__GCA_016106165.1	GCA_009697445.1	GCA_016106165.1	ok	0	56	0.00000	0.47017	197	0	0.9826	339	0.8586	419	0	49	false
GCA_009697645.1__GCA_009705485.1	GCA_009697645.1	GCA_009705485.1	ok	2	13	0.00099	0.34750	703	0	0.9970	1999	0.9935	2023	1	300	false
GCA_009697925.1__GCA_009705485.1	GCA_009697925.1	GCA_009705485.1	ok	0	11	0.00000	0.39504	813	0	0.9985	2028	0.9946	2058	1	303	false
GCA_009698005.1__GCA_009701225.1	GCA_009698005.1	GCA_009701225.1	ok	0	4	0.00000	0.43895	967	0	0.9986	2190	0.9982	2203	1	305	false
GCA_009698145.1__GCA_009698395.1	GCA_009698145.1	GCA_009698395.1	ok	1	144	0.00059	0.48292	820	0	0.9419	1362	0.9056	1698	34	375	false
GCA_009699675.1__GCA_009705265.1	GCA_009699675.1	GCA_009705265.1	ok	0	262	0.00000	0.45106	1410	0	0.9467	2699	0.9118	3126	42	672	false
GCA_009699785.1__GCA_009706025.1	GCA_009699785.1	GCA_009706025.1	ok	0	139	0.00000	0.47817	953	0	0.9524	1759	0.9269	1993	26	364	false
GCA_009700335.1__GCA_009701535.1	GCA_009700335.1	GCA_009701535.1	ok	0	11	0.00000	0.40125	707	0	0.9994	1732	0.9937	1762	2	280	false
GCA_009700745.1__GCA_009706105.1	GCA_009700745.1	GCA_009706105.1	ok	0	372	0.00000	0.49380	3545	0	0.9984	6762	0.9479	7179	26	1623	false
GCA_009701225.1__GCA_009702335.1	GCA_009701225.1	GCA_009702335.1	ok	0	3	0.00000	0.46013	952	0	0.9990	2058	0.9985	2069	0	295	false
GCA_009702765.1__GCA_009705295.1	GCA_009702765.1	GCA_009705295.1	ok	3	87	0.00297	0.47076	475	0	0.9279	772	0.9005	1009	26	305	false
GCA_009702825.1__GCA_009703685.1	GCA_009702825.1	GCA_009703685.1	ok	0	211	0.00000	0.42377	870	0	0.9236	1753	0.8932	2053	26	429	false
GCA_009704135.1__GCA_903899185.1	GCA_009704135.1	GCA_903899185.1	ok	0	155	0.00000	0.46230	515	0	0.9066	893	0.8538	1114	12	143	false
GCA_009773225.1__GCA_009773295.1	GCA_009773225.1	GCA_009773295.1	ok	0	24	0.00000	0.13673	755	0	0.9974	5454	0.9956	5522	16	881	false
GCA_009774675.1__GCA_910585495.1	GCA_009774675.1	GCA_910585495.1	ok	6	355	0.00209	0.47436	1360	0	0.9808	2448	0.8732	2867	36	402	false
GCA_009774785.1__GCF_016697365.1	GCA_009774785.1	GCF_016697365.1	ok	9	224	0.00431	0.43514	909	0	0.8927	1864	0.8930	2089	127	366	false
GCA_009786255.1__GCA_009786585.1	GCA_009786255.1	GCA_009786585.1	ok	0	65	0.00000	0.48826	582	0	0.9206	939	0.9371	1192	15	89	false
GCA_009808245.1__GCF_004100005.1	GCA_009808245.1	GCF_004100005.1	ok	5	44	0.00348	0.34168	491	0	0.9844	1391	0.9693	1437	18	194	false
GCA_009808295.1__GCF_001436795.1	GCA_009808295.1	GCF_001436795.1	ok	9	31	0.00567	0.45718	726	0	0.9956	1569	0.9805	1588	8	222	false
GCA_009811615.2__GCF_009811575.1	GCA_009811615.2	GCF_009811575.1	ok	42	84	0.00547	0.10759	826	0	1.0000	7677	0.9891	7677	127	1767	true
GCA_009835875.1__GCA_009836655.1	GCA_009835875.1	GCA_009836655.1	ok	2	118	0.00095	0.46168	976	0	0.9604	1892	0.9415	2114	19	208	false
GCA_009837005.1__GCA_009845075.1	GCA_009837005.1	GCA_009845075.1	ok	0	250	0.00000	0.48981	1778	0	0.9917	3244	0.9286	3630	45	539	false
GCA_009837765.1__GCA_009844035.1	GCA_009837765.1	GCA_009844035.1	ok	2	364	0.00045	0.47124	2097	0	0.9802	4005	0.9167	4450	15	809	false
GCA_009838555.1__GCA_009840555.1	GCA_009838555.1	GCA_009840555.1	ok	1	266	0.00052	0.47837	918	0	0.8472	1608	0.8601	1919	7	403	false
GCA_009838585.1__GCA_009843225.1	GCA_009838585.1	GCA_009843225.1	ok	3	480	0.00034	0.47286	4208	0	0.9864	8274	0.9452	8899	63	1701	false
GCA_009841565.1__GCA_009842715.1	GCA_009841565.1	GCA_009842715.1	ok	0	202	0.00000	0.45672	918	0	0.9847	1735	0.8958	2010	20	211	false
GCA_009841565.1__GCA_009845945.1	GCA_009841565.1	GCA_009845945.1	ok	1	159	0.00048	0.49335	1038	0	0.9832	1876	0.9219	2104	28	234	false
GCA_009842775.1__GCA_009845765.1	GCA_009842775.1	GCA_009845765.1	ok	0	49	0.00000	0.46269	2542	0	0.9932	5417	0.9910	5494	2	684	false
GCA_009886405.1__GCA_009886595.1	GCA_009886405.1	GCA_009886595.1	ok	0	84	0.00000	0.48867	647	0	0.9496	1206	0.9350	1324	5	174	false
GCA_009920675.1__GCA_009921965.1	GCA_009920675.1	GCA_009921965.1	ok	1	171	0.00022	0.33914	1539	0	0.9707	4274	0.9617	4538	5	869	false
GCA_009920825.1__GCA_012269845.1	GCA_009920825.1	GCA_012269845.1	ok	0	356	0.00000	0.45880	1030	0	0.8584	1540	0.8189	2245	37	403	false
GCA_009926805.1__GCA_009927355.1	GCA_009926805.1	GCA_009927355.1	ok	0	230	0.00000	0.43592	915	0	0.9789	1807	0.8873	2099	3	244	false
GCA_009927605.1__GCA_010030285.1	GCA_009927605.1	GCA_010030285.1	ok	0	122	0.00000	0.46360	656	0	0.9125	1199	0.9096	1415	2	178	false
GCA_009929555.1__GCA_012517135.1	GCA_009929555.1	GCA_012517135.1	ok	1	126	0.00072	0.35362	488	0	0.9255	1181	0.9048	1380	14	166	false
GCA_009937485.1__GCA_013867285.1	GCA_009937485.1	GCA_013867285.1	ok	0	130	0.00000	0.48063	335	0	0.8102	491	0.7966	697	2	65	false
GCA_010022085.1__GCA_010029675.1	GCA_010022085.1	GCA_010029675.1	ok	2	104	0.00177	0.43425	492	0	0.9607	881	0.8966	1133	5	214	false
GCA_010025735.1__GCA_010025795.1	GCA_010025735.1	GCA_010025795.1	ok	5	324	0.00186	0.40402	1086	0	0.9251	2161	0.8709	2688	8	853	false
GCA_010026885.1__GCA_010027705.1	GCA_010026885.1	GCA_010027705.1	ok	7	340	0.00263	0.41051	1094	0	0.9180	2139	0.8642	2665	15	858	false
GCA_010026885.1__GCA_010030695.1	GCA_010026885.1	GCA_010030695.1	ok	4	222	0.00198	0.42165	853	0	0.9176	1626	0.8817	2023	6	716	false
GCA_011525815.1__GCA_900696565.1	GCA_011525815.1	GCA_900696565.1	ok	0	219	0.00000	0.41605	2322	0	0.9920	5307	0.9604	5581	9	839	false
GCA_011771215.1__GCA_011772325.1	GCA_011771215.1	GCA_011772325.1	ok	0	0	0.00000	0.00000	0	0	0.9902	2420	1.0000	2731	8	255	false
GCA_011771745.1__GCA_011772705.1	GCA_011771745.1	GCA_011772705.1	ok	0	0	0.00000	0.00000	0	0	0.9987	3950	1.0000	4013	8	543	false
GCA_011772115.1__GCA_011777335.1	GCA_011772115.1	GCA_011777335.1	ok	3	64	0.00039	0.48328	3700	0	0.9967	7564	0.9916	7656	11	1648	false
GCA_011772255.1__GCA_011772995.1	GCA_011772255.1	GCA_011772995.1	ok	0	0	0.00000	0.00000	0	0	0.9943	698	1.0000	737	2	68	false
GCA_011772325.1__GCA_011773605.1	GCA_011772325.1	GCA_011773605.1	ok	0	0	0.00000	0.00000	0	0	0.9902	2420	1.0000	2731	8	255	false
GCA_011800315.1__GCF_000969395.1	GCA_011800315.1	GCF_000969395.1	ok	0	19	0.00000	0.29059	1321	0	0.9987	4520	0.9958	4546	16	933	false
GCA_011801225.1__GCF_011801245.1	GCA_011801225.1	GCF_011801245.1	ok	0	2	0.00000	0.05764	252	0	0.9998	4369	0.9995	4372	19	800	false
GCA_012515675.1__GCA_019137035.1	GCA_012515675.1	GCA_019137035.1	ok	1	143	0.00087	0.41268	475	0	0.9258	936	0.8684	1151	19	191	false
GCA_012797395.1__GCA_017992275.1	GCA_012797395.1	GCA_017992275.1	ok	2	333	0.00105	0.46207	877	0	0.8057	1493	0.8215	1898	3	168	false
GCA_012797395.1__GCA_018052725.1	GCA_012797395.1	GCA_018052725.1	ok	1	320	0.00053	0.49580	944	0	0.8115	1498	0.8279	1904	5	168	false
GCA_012800225.1__GCA_019136235.1	GCA_012800225.1	GCA_019136235.1	ok	0	162	0.00000	0.39769	690	0	0.9942	1545	0.9051	1735	1	247	false
GCA_012839545.1__GCA_018435075.1	GCA_012839545.1	GCA_018435075.1	ok	0	52	0.00000	0.48593	984	0	0.9765	1957	0.9741	2025	11	252	false
GCA_012839985.1__GCA_018433175.1	GCA_012839985.1	GCA_018433175.1	ok	0	226	0.00000	0.44603	843	0	0.9063	1558	0.8752	1890	21	300	false
GCA_012841125.1__GCA_017995375.1	GCA_012841125.1	GCA_017995375.1	ok	0	173	0.00000	0.44400	666	0	0.8813	1166	0.8734	1500	52	337	false
GCA_012842385.1__GCF_900102395.1	GCA_012842385.1	GCF_900102395.1	ok	6	213	0.00613	0.41922	410	0	0.7693	667	0.7680	978	16	131	false
GCA_012843125.1__GCF_002300185.1	GCA_012843125.1	GCF_002300185.1	ok	9	31	0.00089	0.18619	1880	0	0.9999	10081	0.9969	10097	84	2686	false
GCA_012964395.1__GCA_015663735.1	GCA_012964395.1	GCA_015663735.1	ok	1	177	0.00046	0.43478	950	0	0.9524	1922	0.9160	2185	5	373	false
GCA_012966235.1__GCA_015663465.1	GCA_012966235.1	GCA_015663465.1	ok	0	224	0.00000	0.47623	581	0	0.9030	884	0.8018	1220	15	115	false
GCA_013001085.1__GCA_018679745.1	GCA_013001085.1	GCA_018679745.1	ok	1	259	0.00063	0.44725	708	0	0.8305	1019	0.8070	1583	48	172	false
GCA_013001175.1__GCA_018677255.1	GCA_013001175.1	GCA_018677255.1	ok	0	415	0.00000	0.47809	2193	0	0.9312	4089	0.9080	4587	21	970	false
GCA_013041895.1__GCA_018679365.1	GCA_013041895.1	GCA_018679365.1	ok	0	134	0.00000	0.43643	1198	0	0.9657	2502	0.9494	2745	26	223	false
GCA_013042885.1__GCA_013043865.1	GCA_013042885.1	GCA_013043865.1	ok	0	227	0.00000	0.40783	781	0	0.9248	1561	0.8744	1915	33	163	false
GCA_013042885.1__GCA_018680135.1	GCA_013042885.1	GCA_018680135.1	ok	1	248	0.00051	0.49363	969	0	0.9238	1589	0.8664	1963	32	167	false
GCA_013043015.1__GCA_018680535.1	GCA_013043015.1	GCA_018680535.1	ok	2	291	0.00048	0.48035	2017	0	0.9675	3751	0.9281	4199	78	690	false
GCA_013043175.1__GCA_018679895.1	GCA_013043175.1	GCA_018679895.1	ok	0	0	0.00000	0.00000	0	0	0.9632	1882	1.0000	2398	56	210	false
GCA_013043405.1__GCA_018680315.1	GCA_013043405.1	GCA_018680315.1	ok	3	259	0.00073	0.41675	1717	0	0.9536	3698	0.9348	4120	38	751	false
GCA_013112825.1__GCA_016861005.1	GCA_013112825.1	GCA_016861005.1	ok	6	34	0.00314	0.39780	761	0	0.9973	1879	0.9822	1913	15	202	false
GCA_013112825.1__GCA_019187325.1	GCA_013112825.1	GCA_019187325.1	ok	9	34	0.00439	0.39307	805	0	0.9936	2015	0.9833	2048	26	215	false
GCA_013152425.1__GCF_014141945.1	GCA_013152425.1	GCF_014141945.1	ok	3	265	0.00023	0.47297	6220	0	0.9996	12865	0.9798	13151	29	2994	false
GCA_013155505.1__GCA_013155515.1	GCA_013155505.1	GCA_013155515.1	ok	0	3	0.00000	0.41178	1209	0	0.9993	2928	0.9990	2936	10	578	false
GCA_013285725.1__GCA_013286175.1	GCA_013285725.1	GCA_013286175.1	ok	0	18	0.00000	0.28272	162	0	0.9870	530	0.9672	573	13	130	false
GCA_013306055.1__GCA_013306075.1	GCA_013306055.1	GCA_013306075.1	ok	0	37	0.00000	0.44872	105	0	0.7970	161	0.8230	234	4	18	false
GCA_013316065.1__GCA_017482695.1	GCA_013316065.1	GCA_017482695.1	ok	9	239	0.00643	0.49821	697	0	0.9974	1164	0.8286	1399	18	220	false
GCA_013316065.1__GCA_900766715.1	GCA_013316065.1	GCA_900766715.1	ok	7	240	0.00470	0.49228	733	0	0.9928	1242	0.8373	1489	8	215	false
GCA_013316185.1__GCA_910579715.1	GCA_013316185.1	GCA_910579715.1	ok	6	135	0.00662	0.49890	452	0	0.9713	710	0.8404	906	17	257	false
GCA_013316485.1__GCA_910585675.1	GCA_013316485.1	GCA_910585675.1	ok	6	70	0.00243	0.47142	1163	1	0.9802	2375	0.9713	2468	60	464	false
GCA_013316575.1__GCA_014237655.1	GCA_013316575.1	GCA_014237655.1	ok	7	146	0.00317	0.46485	1025	0	0.9961	2054	0.9334	2205	10	482	false
GCA_013330655.1__GCA_013331135.1	GCA_013330655.1	GCA_013331135.1	ok	2	91	0.00334	0.42404	254	0	0.8307	368	0.8135	599	2	44	false
GCA_013330725.1__GCA_018303935.1	GCA_013330725.1	GCA_018303935.1	ok	0	38	0.00000	0.43590	391	0	0.9698	836	0.9565	897	4	159	false
GCA_013331705.1__GCA_018303935.1	GCA_013331705.1	GCA_018303935.1	ok	0	44	0.00000	0.44961	406	0	0.9634	842	0.9503	903	5	164	false
GCA_013374455.1__GCA_013374465.1	GCA_013374455.1	GCA_013374465.1	ok	5	98	0.00812	0.49838	307	0	0.8778	424	0.8144	616	19	169	false
GCA_013390845.1__GCA_013390855.1	GCA_013390845.1	GCA_013390855.1	ok	0	34	0.00000	0.34332	252	0	0.9584	691	0.9532	734	8	42	false
GCA_013390845.1__GCA_013390875.1	GCA_013390845.1	GCA_013390875.1	ok	1	37	0.00137	0.47469	347	0	0.9914	688	0.9489	731	3	38	false
GCA_013391495.1__GCF_900199565.1	GCA_013391495.1	GCF_900199565.1	ok	11	83	0.00529	0.44760	931	0	0.9836	1976	0.9596	2080	44	428	false
GCA_013521055.1__GCA_016106165.1	GCA_013521055.1	GCA_016106165.1	ok	0	16	0.00000	0.34652	219	0	0.9818	594	0.9739	632	0	59	false
GCA_013530545.1__GCF_001878775.1	GCA_013530545.1	GCF_001878775.1	ok	5	114	0.00231	0.49285	1068	0	0.9883	2027	0.9467	2167	33	435	false
GCA_013822525.1__GCF_001598955.1	GCA_013822525.1	GCF_001598955.1	ok	2	83	0.00041	0.38627	1885	0	0.9842	4789	0.9830	4880	15	966	false
GCA_013822565.1__GCF_012641315.1	GCA_013822565.1	GCF_012641315.1	ok	2	49	0.00043	0.46283	2148	0	0.9983	4586	0.9894	4641	43	1776	false
GCA_014133975.1__GCF_013096875.1	GCA_014133975.1	GCF_013096875.1	ok	15	98	0.00585	0.47368	1215	0	0.9721	2477	0.9618	2565	120	717	false
GCA_014237205.1__GCA_016841465.1	GCA_014237205.1	GCA_016841465.1	ok	7	675	0.00118	0.49384	2925	0	0.8813	5183	0.8857	5923	21	921	false
GCA_014239125.1__GCF_910573905.1	GCA_014239125.1	GCF_910573905.1	ok	7	253	0.00396	0.44093	780	0	0.9788	1481	0.8537	1769	22	400	false
GCA_014465835.1__GCA_015655785.1	GCA_014465835.1	GCA_015655785.1	ok	4	33	0.00282	0.28037	397	0	0.9943	1385	0.9767	1416	26	268	false
GCA_014465935.1__GCA_904374815.1	GCA_014465935.1	GCA_904374815.1	ok	11	107	0.00464	0.48354	1146	0	0.9896	2273	0.9548	2370	22	669	false
GCA_014764115.1__GCF_004794075.1	GCA_014764115.1	GCF_004794075.1	ok	7	130	0.00090	0.49807	3877	0	0.9979	7650	0.9833	7784	26	1651	false
GCA_014796655.1__GCF_014145545.1	GCA_014796655.1	GCF_014145545.1	ok	9	29	0.00801	0.32947	370	0	0.9910	1098	0.9741	1123	18	139	false
GCA_014800465.1__GCA_014801805.1	GCA_014800465.1	GCA_014801805.1	ok	1	19	0.00114	0.42531	373	0	0.9871	844	0.9780	877	37	272	false
GCA_014801695.1__GCA_014801805.1	GCA_014801695.1	GCA_014801805.1	ok	0	14	0.00000	0.47215	373	0	0.9974	757	0.9818	790	55	263	false
GCA_014841765.1__GCA_014841995.1	GCA_014841765.1	GCA_014841995.1	ok	13	32	0.00155	0.19099	1599	0	0.9996	8357	0.9962	8372	17	2384	false
GCA_014841765.1__GCA_014842315.1	GCA_014841765.1	GCA_014842315.1	ok	9	35	0.00110	0.33946	2772	0	0.9996	8140	0.9957	8166	18	2401	false
