pairid	band	phylum	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCF_001187905.1__GCF_000468095.1	80-85	Proteobacteria	764	300	2426601	976587	0.40245058829201835
GCF_002086305.1__GCF_000455205.1	80-85	Actinobacteriota	1248	739	3040248	1844457	0.6066797840176196
GCF_001050035.1__GCF_001583415.1	80-85	Actinobacteriota	1154	604	2558743	1265951	0.4947550418310866
GCF_006438925.1__GCF_002356535.2	85-90	Proteobacteria	1350	537	4258363	1705225	0.4004414372377367
GCF_002564465.1__GCF_002128425.1	90-95	Firmicutes	889	353	3828068	1528974	0.3994114002154612
GCF_902497625.1__GCF_000633255.1	80-85	Proteobacteria	1112	587	2872309	1595707	0.5555485151493101
GCF_011742555.1__GCF_900110505.1	80-85	Proteobacteria	874	299	2026612	720949	0.3557410101193519
GCA_900472575.1__GCF_014201355.1	90-95	Proteobacteria	465	177	4947105	1846969	0.3733433998267674
GCF_002812085.1__GCF_000017685.1	80-85	Spirochaetota	584	520	2294859	2053872	0.8949883195438151
GCA_900546675.1__GCF_000212375.1	90-95	Bacteroidota	417	205	1555455	683285	0.439283039367902
GCF_018861905.1__GCF_018861325.1	90-95	Firmicutes_A	868	449	3896297	2221947	0.5702714654452676
GCF_002382885.1__GCF_016901035.1	90-95	Actinobacteriota	1960	1064	4799048	2532219	0.5276502756380015
GCF_002113165.1__GCF_012975065.1	90-95	Proteobacteria	955	498	4374396	2229123	0.509584180307407
GCF_014397785.1__GCF_001580545.1	90-95	Proteobacteria	968	577	4865654	3164702	0.6504165729827892
GCA_017516465.1__GCA_017461395.1	85-90	Firmicutes_A	433	210	1295401	565962	0.43690100594333336
GCF_004339525.1__GCA_900129595.1	80-85	Bacteroidota	1226	512	2843805	1189402	0.41824316364870306
GCA_004551485.1__GCF_015992245.1	80-85	Proteobacteria	1163	441	1795362	692267	0.3855863051574
GCF_018688315.1__GCF_000019745.1	80-85	Proteobacteria	218	50	773344	143074	0.1850069309388836
GCA_003583745.1__GCF_009469765.1	80-85	Proteobacteria	748	362	1637240	811810	0.49584056094402773
GCF_002584985.1__GCF_001595725.1	90-95	Firmicutes	904	425	3855946	1910265	0.49540761203606065
GCF_003289965.1__GCF_003952425.1	90-95	Proteobacteria	1209	412	4853067	1584349	0.3264634508445896
GCA_903921665.1__GCA_903913915.1	85-90	Verrucomicrobiota	689	352	1489272	767257	0.5151893005441585
GCF_001983165.1__GCF_016925675.1	90-95	Proteobacteria	962	417	4673670	2158899	0.46192799234862536
GCF_013177695.1__GCF_902859805.1	85-90	Proteobacteria	1345	679	5674661	2815924	0.4962277041747516
GCA_900551185.1__GCA_900541885.1	90-95	Actinobacteriota	485	246	1529254	811005	0.5303272052909458
GCA_002839575.1__GCF_900095385.1	85-90	Halobacteriota	850	466	1637002	899811	0.5496700675991844
GCF_018861145.1__GCF_001956695.1	80-85	Campylobacterota	500	287	1637704	955724	0.5835755423446484
GCF_001269815.1__GCF_004124275.1	90-95	Proteobacteria	1164	258	4915824	815790	0.1659518322869167
GCA_003255745.1__GCF_003259195.1	80-85	Proteobacteria	779	404	1453906	756124	0.520063883084601
GCF_001908205.1__GCF_018129995.1	85-90	Proteobacteria	1730	798	4743270	2073579	0.437162337374849
GCA_003278735.1__GCF_017695975.1	90-95	Cyanobacteria	95	44	1345480	673247	0.5003768171953503
GCF_001730295.1__GCF_000407445.1	80-85	Firmicutes	635	307	1719304	894276	0.5201383815776617
GCF_013114835.1__GCF_009930815.1	85-90	Proteobacteria	1903	859	5090558	2320707	0.4558846004701253
GCF_000960085.1__GCA_905221225.1	80-85	Firmicutes	336	188	771128	447401	0.5801903185982094
GCF_002096355.1__GCF_000959945.1	90-95	Firmicutes	281	144	1509927	803668	0.5322561951670511
GCA_003602285.1__GCF_009828595.1	90-95	Actinobacteriota	461	126	3149665	662021	0.21018775012580704
GCF_005406215.1__GCF_005406205.1	85-90	Campylobacterota	291	134	1438466	656064	0.456085858129424
GCA_900319345.1__GCA_902801845.1	85-90	Firmicutes_A	626	323	1282149	642813	0.5013559266512706
GCF_001884045.1__GCF_000299035.1	80-85	Firmicutes	908	310	2174200	650165	0.2990364271916107
GCF_001757995.1__GCF_001595725.1	85-90	Firmicutes	1035	109	4040125	200453	0.049615544073512576
GCA_003132525.1__GCA_003131685.1	80-85	Dormibacterota	598	342	1675738	991058	0.5914158418559464
GCA_902594855.1__GCA_902570035.1	90-95	Proteobacteria	72	13	961114	97668	0.10161957894693033
GCA_015061185.1__GCA_017630395.1	90-95	Bacteroidota	587	319	2320583	1240039	0.5343652866542589
GCF_002240415.1__GCF_000237325.1	85-90	Firmicutes	939	899	3778388	3735395	0.9886213379885814
GCA_003216235.1__GCA_902624185.1	80-85	Proteobacteria	101	45	389869	182285	0.46755448625050977
GCF_003052295.1__GCA_002155105.1	90-95	Firmicutes	263	68	1672848	275653	0.164780661482693
GCF_003112555.1__GCA_002128465.1	80-85	Actinobacteriota	2193	945	3554078	1538505	0.432884421782527
GCF_002240415.1__GCF_000520815.1	85-90	Firmicutes	1099	586	3591105	2094594	0.5832728366338494
GCF_018742245.1__GCA_018966865.1	90-95	Firmicutes	807	27	4357852	31159	0.007150082196458255
GCA_900556915.1__GCF_000156655.1	95-100	Firmicutes	462	220	1423322	624569	0.43881075399663605
GCF_003234175.1__GCF_001864835.1	80-85	Actinobacteriota	995	691	1689715	1165830	0.6899565903125675
GCF_000504225.1__GCA_902571135.1	90-95	Proteobacteria	122	57	905453	384454	0.424598515881001
GCF_003182195.1__GCF_003056305.1	80-85	Proteobacteria	1079	396	1614450	648996	0.40199200966273346
GCF_000012485.1__GCA_001622165.1	90-95	Bacteroidota	162	5	1904751	2304	0.0012096069249996457
GCF_002964575.1__GCF_002960445.1	90-95	Firmicutes	517	308	1686777	975381	0.578251304114296
GCF_007280575.1__GCF_000718015.1	90-95	Actinobacteriota	1705	869	5216289	2566821	0.49207798877707887
GCA_902610585.1__GCA_902519835.1	90-95	Proteobacteria	99	50	822965	421126	0.5117179952974914
GCF_001688725.2__GCA_000613385.1	90-95	Bacteroidota	708	367	2405146	1185950	0.49308856925941297
GCA_016844465.1__GCA_003569705.1	85-90	Thermoproteota	268	142	716669	385464	0.5378549930302553
GCF_014298075.1__GCF_000215745.1	80-85	Proteobacteria	904	731	2839789	2437660	0.8583947610192165
GCF_014650895.1__GCF_014649015.1	85-90	Actinobacteriota	2078	936	4082367	1873836	0.4590072377128269
GCF_017876095.1__GCF_000283655.1	80-85	Proteobacteria	2118	1004	2999637	1409912	0.47002753999900654
GCF_002926165.1__GCF_900091555.1	85-90	Actinobacteriota	1577	831	3064748	1618704	0.5281687107716524
GCA_017859995.1__GCA_016714685.1	80-85	Acidobacteriota	1035	521	1672202	827914	0.4951040603946174
GCF_001429605.1__GCF_013408925.1	80-85	Actinobacteriota	875	607	1964316	1404769	0.715144101050951
GCA_902602515.1__GCA_902570155.1	85-90	Proteobacteria	171	90	601513	284237	0.4725367531541297
GCF_002210235.1__GCF_016405855.1	80-85	Bacteroidota	1129	412	2439859	881829	0.3614262135639805
GCA_004557645.1__GCA_017483025.1	80-85	Firmicutes_A	583	366	1261495	791362	0.6273207583066124
GCF_000411475.1__GCF_000960085.1	90-95	Firmicutes	245	111	1407234	669539	0.47578370050752045
GCF_018070575.1__GCF_900091625.1	90-95	Actinobacteriota	1353	814	4569184	2811144	0.6152398327578841
GCF_003045025.1__GCF_001618065.1	90-95	Proteobacteria	302	171	1951282	1187387	0.6085163497638988
GCF_002101315.1__GCA_902617625.1	90-95	Proteobacteria	93	54	880067	520430	0.5913527038282312
GCF_016741775.1__GCF_014650595.1	85-90	Actinobacteriota	2130	1268	4767758	2830681	0.5937132295724741
GCF_900188105.1__GCF_008327685.1	90-95	Actinobacteriota	1505	818	6290583	3500499	0.5564665469003429
GCF_000731095.1__GCF_018847975.1	80-85	Proteobacteria	1841	854	2561061	1205976	0.47088921349393864
GCF_900116765.1__GCF_003340555.1	80-85	Proteobacteria	1116	533	2118313	1015432	0.4793588105251679
GCF_006715675.1__GCF_004362195.1	80-85	Actinobacteriota	841	687	2123286	1713575	0.8070391836050348
GCF_001180205.1__GCA_902574215.1	90-95	Proteobacteria	138	80	511080	336836	0.6590670736479611
GCF_003069545.1__GCF_000264295.1	85-90	Proteobacteria	974	490	2214851	1128424	0.5094807731987389
GCA_902631535.1__GCA_902542165.1	80-85	Proteobacteria	75	50	330184	230215	0.6972324522084656
GCA_003142235.1__GCA_003132145.1	85-90	Acidobacteriota	1135	523	1703401	789114	0.46325791754261036
GCA_900546345.1__GCA_900317685.1	85-90	Bacteroidota	669	305	1718393	840529	0.48913665267491196
GCF_014649855.1__GCF_014649715.1	80-85	Actinobacteriota	1921	1082	3227761	1819683	0.5637601420923049
GCA_011523725.1__GCA_002238965.1	85-90	UBA8248	1078	522	2857617	1381776	0.48354135631192
GCA_017624955.1__GCA_017547175.1	80-85	Bacteroidota	498	236	964305	454373	0.4711922057855139
GCF_002797895.1__GCF_011601275.1	90-95	Proteobacteria	579	294	5485386	2847211	0.5190539006735351
GCF_002979655.1__GCF_017876435.1	80-85	Actinobacteriota	711	138	1515841	251430	0.16586831996231793
GCA_902618485.1__GCA_902540785.1	90-95	Proteobacteria	79	44	750067	475651	0.6341446830749786
GCA_002841885.1__GCA_002412965.1	80-85	Desulfobacterota_I	798	357	1716270	741733	0.43217733806452363
GCF_002026005.1__GCA_902542595.1	90-95	Cyanobacteria	230	130	754583	463709	0.614523518287584
GCF_003043945.1__GCF_900113305.1	85-90	Bacteroidota	430	177	2004903	908573	0.4531755401632897
GCF_001891085.1__GCA_018375265.1	90-95	Campylobacterota	587	284	1279453	649495	0.5076349033532298
GCA_900316905.1__GCA_902799665.1	85-90	Spirochaetota	929	448	1422635	713961	0.5018581716322177
GCF_002095485.1__GCF_000759475.1	80-85	Proteobacteria	704	306	2606211	1251300	0.4801222924774702
GCF_014252395.1__GCF_014252115.1	80-85	Bacteroidota	135	0	459739	0	0.0
GCA_902598655.1__GCA_902525295.1	90-95	Proteobacteria	68	36	465072	214770	0.46179946330890703
GCA_003279945.1__GCA_902573335.1	90-95	Cyanobacteria	115	45	742507	292808	0.3943504909718023
GCF_000472705.1__GCF_016756495.1	90-95	Proteobacteria	1272	503	5186561	2097633	0.40443619577596795
GCA_900541895.1__GCF_000758755.1	80-85	Actinobacteriota	341	165	730483	382341	0.5234084845232538
GCF_002811765.1__GCF_000347035.1	85-90	Spirochaetota	565	256	3391736	1681924	0.495888830970335
GCA_002709405.1__GCA_003217735.2	80-85	Proteobacteria	1368	687	2539938	1294378	0.5096100770963701
GCF_007786235.1__GCF_019038615.1	80-85	Actinobacteriota	839	532	2209639	1459579	0.660550886366506
GCF_003459505.1__GCA_905215755.1	90-95	Actinobacteriota	359	159	1644213	741221	0.45080594789117956
GCF_001418335.1__GCF_003024195.1	85-90	Actinobacteriota	2800	1393	5894330	2878475	0.4883464278382785
GCF_004028635.1__GCF_900110755.1	80-85	Actinobacteriota	2344	1147	3913295	1867915	0.47732537414122883
GCA_003282985.1__GCA_902533075.1	80-85	Proteobacteria	121	39	486319	147121	0.3025195396437318
GCF_013205055.1__GCF_013205025.1	90-95	Actinobacteriota	853	208	3528453	588921	0.16690629009370395
GCF_000802965.1__GCF_014851765.1	85-90	Proteobacteria	1339	536	3852079	1468651	0.38126191077597316
GCA_902612325.1__GCA_902606065.1	90-95	Proteobacteria	76	39	627566	341003	0.5433739240175536
GCA_015060015.1__GCA_017383445.1	90-95	Bacteroidota	336	175	1568063	856216	0.5460341835755324
GCF_000952685.1__GCA_002339675.1	80-85	Proteobacteria	940	509	2185781	1199096	0.548589268549777
GCA_902538695.1__GCA_902534685.1	85-90	Cyanobacteria	85	57	400524	222103	0.5545310643057595
GCF_000022905.1__GCA_019114925.1	90-95	Actinobacteriota	396	180	1960802	897568	0.4577555510449296
GCF_000259505.1__GCA_901875575.1	90-95	Firmicutes	340	168	1444248	653855	0.45273041749062487
GCA_905616385.1__GCA_902514095.1	90-95	Thermoproteota	95	42	456295	219912	0.48195136918002607
GCF_001595965.1__GCF_018881655.1	80-85	Proteobacteria	225	129	1201252	744126	0.6194586980916577
GCA_902553005.1__GCA_902530685.1	90-95	Proteobacteria	99	56	408490	231793	0.5674386153883816
GCF_008801575.1__GCF_013112235.1	90-95	Proteobacteria	622	294	4334522	1988602	0.45878230633043277
GCA_003213555.1__GCA_902538445.1	85-90	Proteobacteria	64	32	375239	187456	0.49956427770034567
GCF_002214605.1__GCF_001577775.1	85-90	Methanobacteriota_B	346	181	1327151	695929	0.5243781604353989
GCF_009497775.1__GCF_014652815.1	85-90	Proteobacteria	638	143	3240044	531775	0.16412585755008266
GCA_900318555.1__GCA_902774925.1	90-95	Bacteroidota	584	293	2284091	1095583	0.47965820976484735
GCA_009924165.1__GCA_002299885.1	90-95	Bacteroidota	364	191	1599175	791727	0.4950846530242156
GCF_000425105.1__GCA_007988785.1	80-85	Actinobacteriota	817	509	1584592	938671	0.5923739360037158
GCF_001685355.1__GCF_000367365.1	80-85	Actinobacteriota	2425	1039	4514935	1874909	0.415268215378516
GCF_003463825.1__GCA_900766125.1	90-95	Firmicutes_C	432	189	1254165	578692	0.46141616135038055
GCA_902548405.1__GCA_902529645.1	80-85	Proteobacteria	149	90	576415	373228	0.647498763911418
GCF_002855495.1__GCF_002952215.1	80-85	Proteobacteria	874	580	1479526	984129	0.665165059620446
GCF_900129655.1__GCF_000155815.1	80-85	Bacteroidota	552	347	2085074	1281540	0.6146256679619044
GCA_017545535.1__GCA_902765005.1	85-90	Firmicutes_A	684	304	1252045	537509	0.42930485725353323
GCF_002878485.1__GCF_018138145.1	85-90	Proteobacteria	1179	534	4915490	2291140	0.46610612573721033
GCF_015351235.1__GCF_900177795.1	85-90	Actinobacteriota	719	420	3085382	1878966	0.6089897458402234
GCA_900551755.1__GCA_900543365.1	85-90	Firmicutes_A	293	131	1007684	431576	0.4282850576172689
GCF_006782915.1__GCF_014655295.1	85-90	Actinobacteriota	2065	942	3804857	1778011	0.4673003479500018
GCF_014252255.1__GCF_014251575.1	85-90	Bacteroidota	49	0	612807	0	0.0
GCF_000158915.1__GCF_013364155.1	85-90	Actinobacteriota	2300	139	4072936	160827	0.039486748625561514
GCF_001043915.1__GCF_016804325.1	90-95	Proteobacteria	2180	980	4722890	2083757	0.44120379682778976
GCF_004138285.1__GCF_001712755.1	90-95	Firmicutes	795	423	3931399	2017114	0.5130779145032086
GCF_900115005.1__GCF_001420995.1	80-85	Actinobacteriota	1674	905	3383904	1879425	0.5554013943657976
GCF_000719475.1__GCF_000213055.1	90-95	Actinobacteriota	1729	766	5268911	2297805	0.436106246622879
GCF_012910955.1__GCF_014822185.1	80-85	Proteobacteria	1008	498	2184967	1105929	0.5061536398490228
GCA_902622795.1__GCA_902526595.1	90-95	Proteobacteria	88	50	697299	361543	0.5184906331430276
GCA_015060705.1__GCA_017466635.1	85-90	Bacteroidota	521	286	1310696	756027	0.576813387696308
GCF_003634095.1__GCF_013359735.1	80-85	Actinobacteriota	895	394	1734742	752821	0.433967125947259
GCF_001180225.1__GCA_902578175.1	85-90	Proteobacteria	90	50	400801	204423	0.5100361526044097
GCF_017599345.1__GCF_009650095.1	80-85	Firmicutes	1070	600	3002902	1609370	0.5359382357466211
GCF_001641125.1__GCF_002953935.1	85-90	Actinobacteriota	734	10	2678402	21172	0.007904713332800677
GCA_900472175.1__GCF_001425605.1	80-85	Proteobacteria	1164	556	2403409	1190807	0.49546581543133106
GCF_002165135.1__GCF_000730645.1	85-90	Proteobacteria	1023	614	3086447	1818802	0.5892866457774911
GCF_001546855.1__GCA_002319965.1	90-95	Firmicutes_C	281	128	1613877	732657	0.4539732581851033
GCA_004195715.1__GCA_002505325.1	85-90	Thermoplasmatota	252	128	1022972	507974	0.49656686595527544
GCF_003936755.2__GCF_017151615.1	80-85	Proteobacteria	837	424	2328052	1240683	0.5329275291101745
GCF_005930975.1__GCF_001949975.2	90-95	Firmicutes	127	54	1295936	472280	0.3644315768679935
GCA_900542505.1__GCF_900290115.1	90-95	Bacteroidota	773	379	1721269	810074	0.47062603230523525
GCA_003211315.1__GCA_003282425.1	90-95	Cyanobacteria	93	36	578884	212474	0.36704071972968677
GCF_003144375.1__GCF_014897315.1	90-95	Proteobacteria	531	251	3556346	1620208	0.45558221837807683
GCF_007673525.1__GCF_005503015.1	90-95	Firmicutes	454	181	3521662	1011947	0.28734926861237675
GCF_002291145.1__GCF_000719285.1	85-90	Actinobacteriota	2462	1263	4942652	2519247	0.5096954023872204
GCA_003216815.1__GCA_003279455.1	85-90	Cyanobacteria	169	90	737895	460059	0.6234748846380582
GCF_003205615.1__GCF_000297395.2	85-90	Actinobacteriota	1624	627	4729071	1709426	0.3614718408753009
GCF_018998565.1__GCF_004000785.1	90-95	Firmicutes	1107	536	5958151	2817675	0.4729109752337596
GCA_005805505.1__GCA_903854475.1	90-95	Verrucomicrobiota	852	421	3143400	1388958	0.44186485970605077
GCF_003205295.1__GCF_019139535.1	90-95	Proteobacteria	1127	509	4375442	2019293	0.4615060604162962
GCA_014654265.1__GCA_902516465.1	80-85	Proteobacteria	142	94	544460	376726	0.6919259449730008
GCA_014859475.1__GCA_011391645.1	80-85	Proteobacteria	711	377	1403489	722480	0.5147742518822734
GCA_003282225.1__GCA_902526435.1	90-95	Cyanobacteria	67	46	595052	488027	0.8201417691226985
GCA_902597335.1__GCA_902543405.1	85-90	Proteobacteria	117	67	845418	549642	0.6501422964734604
GCF_001458735.1__GCA_902500775.1	80-85	Nitrospirota	847	446	2041143	1087539	0.5328088232916557
GCA_015060865.1__GCA_017622495.1	90-95	Bacteroidota	774	394	1134608	594049	0.5235720178246583
GCF_007681555.1__GCF_000010285.1	85-90	Actinobacteriota	991	509	1709910	862982	0.5046943991204216
GCF_001005085.2__GCF_000444875.1	85-90	Actinobacteriota	2168	1024	4144509	1991818	0.48059203152894586
GCA_003216455.1__GCA_902583265.1	90-95	Cyanobacteria	65	31	557759	309895	0.5556073501279226
GCF_900113705.1__GCF_900111995.1	90-95	Proteobacteria	510	286	4062980	2255180	0.5550556488094945
GCA_002719885.1__GCA_002348425.1	90-95	Proteobacteria	308	162	1545302	817818	0.5292285909162092
GCA_017395045.1__GCA_902785065.1	80-85	Bacteroidota	534	211	1058750	435246	0.41109421487603304
GCF_000715845.1__GCF_003865135.1	90-95	Actinobacteriota	1833	911	7149795	3667142	0.5129016985801691
GCF_011927945.1__GCA_018826515.1	80-85	Proteobacteria	965	509	1452120	811261	0.5586735256039446
GCF_015712165.1__GCF_006539505.1	90-95	Actinobacteriota	1502	705	6217631	2867364	0.4611666404776996
GCA_902629535.1__GCA_902572925.1	85-90	Proteobacteria	57	26	370463	174216	0.4702655865767971
GCA_017529865.1__GCA_902787555.1	85-90	Bacteroidota	577	299	1464660	801479	0.5472116395614
GCA_900546355.1__GCF_016899805.1	85-90	Bacteroidota	730	362	1275633	627715	0.49208118636002673
GCF_000956525.1__GCF_000455825.1	80-85	Actinobacteriota	820	553	1637765	1156153	0.7059333909321545
GCF_015594725.1__GCF_003668995.1	85-90	Bacteroidota	861	347	3190855	1181514	0.3702813195836226
GCA_900557435.1__GCA_900548215.1	90-95	Firmicutes_A	605	319	1003270	543679	0.5419069642269778
GCF_014698115.1__GCA_003326205.1	85-90	Cyanobacteria	3153	1687	5260214	2883714	0.5482122970662411
GCA_017413085.1__GCA_016281055.1	85-90	Bacteroidota	663	325	976708	484959	0.4965240378905466
GCA_903916775.1__GCA_903825945.1	90-95	Actinobacteriota	258	136	1049610	562786	0.5361858214003297
GCF_001713355.1__GCF_000527135.1	80-85	Proteobacteria	1007	540	1865626	1019139	0.5462718679949786
GCF_018881595.1__GCA_903892315.1	80-85	Proteobacteria	297	140	1257990	585440	0.4653773082456935
GCF_016107535.1__GCA_018448495.1	95-100	Proteobacteria	307	116	2891725	1037413	0.3587523018267643
GCA_012103605.1__GCA_002728915.1	90-95	Actinobacteriota	212	97	1433552	754432	0.526267620567653
GCF_002224675.1__GCA_019249655.1	85-90	Bacteroidota	974	531	2039371	1073271	0.5262755035743865
GCF_006517235.1__GCA_002370555.1	90-95	Actinobacteriota	537	8	3091265	5750	0.001860079934913377
GCF_009876115.1__GCA_900760325.1	90-95	Actinobacteriota	425	223	1723238	918464	0.5329873180605349
GCF_013410105.1__GCA_018823905.1	80-85	Proteobacteria	1033	523	1979752	1003206	0.5067331665784401
GCF_900184255.1__GCF_901447495.1	85-90	Firmicutes_A	1135	490	2118623	885740	0.4180734373222607
GCF_001613085.1__GCA_014360565.1	85-90	Actinobacteriota	1384	701	4774488	2415847	0.5059907994323161
GCF_900156155.1__GCF_001190925.1	90-95	Proteobacteria	595	372	3968827	2545695	0.6414225160229963
GCA_900553925.1__GCF_018918185.1	90-95	Firmicutes_A	555	283	1405208	713016	0.5074095792224353
GCA_902628235.1__GCA_902627325.1	85-90	Cyanobacteria	107	55	616828	292360	0.4739732956350879
GCF_011762125.1__GCF_003797775.2	80-85	Proteobacteria	1229	659	2082937	1165899	0.5597380045579871
GCA_902629695.1__GCA_902559565.1	80-85	Proteobacteria	105	34	344108	96345	0.27998477222267426
GCA_014804485.1__GCA_014804655.1	90-95	Firmicutes_A	745	413	3006885	1503872	0.5001428388515025
GCF_900102315.1__GCF_003047105.1	90-95	Proteobacteria	441	262	3338486	2090288	0.6261185459516679
GCF_004124325.1__GCF_000383935.1	80-85	Actinobacteriota	2233	1116	3333200	1659999	0.4980196207848314
GCF_002727125.1__GCF_002355655.1	80-85	Halobacteriota	1173	507	1544970	650150	0.42081723269707505
