query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	query_asm	ref_asm	band	anim_ani	skani_ani
CAIZZF010000001.1	CAIRQL010000001.1	90.9934	90.9934	0.1127	0.1584	0.25207	41	0.3676	406	inf	0.3505	90.8944	91.7836	3.3644	4.28	AlfI:90.91,AloI:88.97,BcgI:90.60,FalI:92.34	670	41	813	13	6.7560975609756095	ok	GCA_903937385.1	GCA_903880675.1	0.85-0.9	86.0576	85.08
VXUF01000036.1	JAAXHG010000111.1	91.118	92.2427	0.5245	0.4546	0.09723	138	0.7587	506	3.93	0.4264	91.7613	94.1805	1.9756	9.73	AlfI:91.94,AloI:91.75,BcgI:92.21,FalI:93.72	2248	138	4439	61	12.528985507246375	INCONSISTENT	GCA_009837085.1	GCA_012270995.1	0.85-0.9	89.0143	88.07000000000001
JAAXHG010000111.1	VYDI01000001.1	89.9719	91.6917	0.5281	0.5952	0.09255	116	0.8159	410	3.165	0.3892	91.1289	94.1795	1.9984	8.57	AlfI:91.67,AloI:90.78,BcgI:91.74,FalI:92.78	2348	116	5473	75	16.663793103448278	INCONSISTENT	GCA_012270995.1	GCA_009843505.1	0.85-0.9	88.9866	87.05000000000001
JADJZB010000001.1	DIAY01000048.1	90.5149	91.6498	0.2225	0.2899	0.15804	79	0.4782	670	4.344	0.3931	91.2442	93.5919	1.8398	6.18	AlfI:91.28,AloI:91.13,BcgI:91.40,FalI:92.97	1313	79	1894	29	8.772151898734178	INCONSISTENT	GCA_016719485.1	GCA_002414905.1	0.85-0.9	87.3412	86.97
NZ_CP031165.1	NZ_PGDQ01000001.1	87.8858	90.8049	0.7691	0.8598	0.07526	42	0.9428	167	2.516	0.3257	90.2042	94.307	4.4796	81.01	AlfI:91.44,AloI:90.96,BcgI:90.28,FalI:94.76	2924	42	9653	206	66.5952380952381	INCONSISTENT	GCF_003344865.1	GCF_003073135.1	0.85-0.9	88.5117	88.84
NZ_AP023354.1	NZ_AP023355.1	90.3092	92.2604	0.8713	0.8577	0.06111	23	0.9407	264	2.516	0.4224	91.6135	94.8891	1.9548	23.82	AlfI:92.28,AloI:93.22,BcgI:92.00,FalI:93.95	4456	23	11226	869	183.2173913043478	INCONSISTENT	GCF_018324685.1	GCF_016865425.1	0.85-0.9	89.7674	89.32
JAHIMR010000036.1	JAHIPE010000080.1	91.9007	93.9198	0.027	0.0404	0.46789	10	0.1758	286	1.52	0.5565	93.1741	95.6928	2.3543	1.0	AlfI:95.18,AloI:92.82,BcgI:93.82,FalI:94.55	429	10	144	12	7.1	INCONSISTENT	GCA_018896525.1	GCA_018894655.1	0.85-0.9	86.7104	85.9
NZ_LMOB01000001.1	NZ_FXWJ01000006.1	89.074	91.0086	0.9001	0.892	0.08184	20	0.9496	127	3.355	0.3403	90.5119	93.7736	3.985	40.45	AlfI:90.55,AloI:89.99,BcgI:91.00,FalI:93.98	2524	20	7822	348	120.7	INCONSISTENT	GCF_001423185.1	GCF_900177795.1	0.85-0.9	88.2681	88.32
NZ_FNUC01000004.1	NZ_POTW01000100.1	91.229	92.4722	0.5538	0.5806	0.06981	172	0.8075	729	3.454	0.4373	91.9628	94.4702	2.0626	13.47	AlfI:92.52,AloI:92.59,BcgI:92.33,FalI:94.39	3791	172	8138	107	18.77906976744186	INCONSISTENT	GCF_900106035.1	GCF_003236295.1	0.85-0.9	89.1377	88.75999999999999
NZ_NFJP01000001.1	NZ_PPEL01000001.1	90.4163	94.5066	0.3863	0.4534	0.08716	103	0.8048	422	0.783	0.5977	93.1838	97.1454	0.7527	2.04	AlfI:94.37,AloI:95.12,BcgI:94.44,FalI:94.68	2221	103	3741	125	17.893203883495147	INCONSISTENT	GCF_002159915.1	GCF_002899695.1	0.85-0.9	90.7432	89.0
NZ_FNIR01000024.1	CP043652.1	85.1937	89.2053	0.712	0.7092	0.10905	40	0.8138	286	2.701	0.2379	88.6571	93.7663	2.4585	11.02	AlfI:89.61,AloI:89.54,BcgI:88.82,FalI:91.27	1559	40	6144	144	32.25	INCONSISTENT	GCF_900103975.1	GCA_014218215.1	0.85-0.9	86.671	85.45
NZ_VFNJ01000001.1	NZ_BMQT01000001.1	89.3048	91.6341	0.7505	0.8001	0.07431	42	0.9075	288	2.516	0.3805	90.9907	94.6833	2.5464	37.27	AlfI:91.39,AloI:91.64,BcgI:91.41,FalI:93.94	3115	42	8531	292	68.26190476190476	INCONSISTENT	GCF_006715515.1	GCF_014648255.1	0.85-0.9	89.3554	89.02
PMLO01000263.1	PMBM01000208.1	91.1729	92.3322	0.2493	0.2427	0.1475	90	0.565	502	3.707	0.4292	91.893	94.2156	2.5794	9.51	AlfI:92.31,AloI:93.05,BcgI:91.98,FalI:94.56	1398	90	1872	23	8.244444444444444	INCONSISTENT	GCA_003158895.1	GCA_003153855.1	0.85-0.9	87.1773	86.21
CAJJCB010000001.1	CAJQGN010000001.1	91.8941	91.8941	0.3581	0.3621	0.18217	69	0.5552	383	inf	0.4146	91.9189	91.8477	0.9659	0.8	AlfI:91.89,AloI:92.70,BcgI:91.82,FalI:91.73	884	69	1314	24	7.927536231884058	ok	GCA_905182565.1	GCA_905477545.1	0.85-0.9	89.1567	89.53999999999999
JAFAPC010000008.1	JAFAXZ010000089.1	92.9772	92.9772	0.0547	0.0833	0.23913	41	0.3228	512	inf	0.4768	92.9653	93.0685	1.0963	0.69	AlfI:92.88,AloI:93.93,BcgI:92.84,FalI:93.09	866	41	603	17	6.951219512195122	ok	GCA_019247305.1	GCA_019240665.1	0.85-0.9	87.2992	85.03
NZ_UESZ01000004.1	LVCF01000001.1	86.711	89.5148	0.7983	0.8507	0.10329	35	0.9249	119	3.355	0.2555	89.0628	93.2449	3.5085	34.23	AlfI:89.60,AloI:89.52,BcgI:89.09,FalI:92.60	1586	35	6443	310	42.885714285714286	INCONSISTENT	GCF_900108585.1	GCA_001594145.1	0.85-0.9	87.0888	86.67
NZ_QUNO01000001.1	NZ_CP073318.1	88.6652	91.1202	0.5811	0.6219	0.06033	82	0.8371	847	2.701	0.3483	90.5232	94.2385	0.928	15.72	AlfI:91.73,AloI:91.17,BcgI:90.80,FalI:91.64	5243	82	14238	578	54.09756097560975	INCONSISTENT	GCF_003387475.1	GCF_018263855.1	0.85-0.9	88.023	87.88
NZ_BONE01000001.1	NZ_QUMQ01000001.1	88.7296	90.3559	0.5148	0.5055	0.0832	125	0.748	745	4.472	0.3	89.9556	92.9872	2.7015	11.38	AlfI:90.57,AloI:88.98,BcgI:90.33,FalI:91.68	3112	125	8425	161	18.688	INCONSISTENT	GCF_016862555.1	GCF_003387075.1	0.85-0.9	86.4391	85.39999999999999
JACCVM010000082.1	JACCTL010000092.1	92.1778	92.1778	0.1455	0.1263	0.26828	34	0.4962	201	inf	0.4171	92.149	92.4024	3.21	4.49	AlfI:92.11,AloI:91.80,BcgI:91.87,FalI:95.01	562	34	559	12	6.823529411764706	ok	GCA_013698135.1	GCA_013812395.1	0.85-0.9	87.3534	86.53
PMZN01000176.1	PMVZ01000289.1	93.1879	93.1879	0.4488	0.2418	0.13448	94	0.7493	267	inf	0.4925	93.1244	93.4293	1.366	2.03	AlfI:92.55,AloI:93.92,BcgI:93.28,FalI:92.93	1219	94	1829	41	9.48936170212766	ok	GCA_003170375.1	GCA_003166375.1	0.85-0.9	89.6893	89.68
NZ_BJYX01000001.1	NZ_LMIW01000001.1	89.9384	91.5025	0.7916	0.7855	0.0773	60	0.9449	152	3.601	0.3685	91.0185	94.0005	5.2643	63.64	AlfI:91.08,AloI:89.46,BcgI:91.40,FalI:94.72	2805	60	7902	265	44.43333333333333	INCONSISTENT	GCF_007991735.1	GCF_001429185.1	0.85-0.9	88.1755	87.85
NZ_JAANNP010000012.1	NZ_JAANNO010000034.1	86.9909	89.9682	0.6307	0.6429	0.10005	78	0.8206	327	2.948	0.2779	89.4446	93.6998	2.9899	17.48	AlfI:89.54,AloI:89.78,BcgI:89.90,FalI:92.53	1988	78	6328	126	20.17948717948718	INCONSISTENT	GCF_011250635.1	GCF_011250645.1	0.85-0.9	86.9363	85.38
PMZN01000176.1	PLIM01000035.1	90.9659	90.9659	0.2177	0.1526	0.23641	39	0.5234	244	inf	0.3384	90.9845	90.9934	1.651	1.54	AlfI:91.23,AloI:91.20,BcgI:90.70,FalI:92.35	654	39	904	16	7.871794871794871	ok	GCA_003170375.1	GCA_003139355.1	0.85-0.9	86.8574	85.58
CABKMD010000001.1	NZ_KE150450.1	92.1456	92.6665	0.4683	0.4313	0.13813	83	0.8044	188	6.507	0.4537	92.3675	93.8616	1.9074	6.03	AlfI:92.52,AloI:92.95,BcgI:92.45,FalI:94.35	1118	83	1972	48	10.313253012048191	INCONSISTENT	GCA_902373435.1	GCF_000411415.1	0.85-0.9	88.7212	88.9
NZ_QXCY01000001.1	NZ_KI911564.1	89.4587	91.5554	0.4749	0.445	0.09504	98	0.6226	1022	2.781	0.3759	90.9697	94.3589	2.5497	15.19	AlfI:91.95,AloI:91.59,BcgI:91.20,FalI:93.75	2709	98	5294	103	18.20408163265306	INCONSISTENT	GCF_003550025.1	GCF_000515355.1	0.85-0.9	88.4054	87.15
MELI01000001.1	JAGXSZ010000001.1	91.8158	91.8158	0.4325	0.3346	0.18461	50	0.7897	122	inf	0.4035	91.6395	92.6221	0.6214	0.24	AlfI:91.67,AloI:92.26,BcgI:91.87,FalI:91.64	683	50	1302	37	10.16	ok	GCA_001767575.1	GCA_018333515.1	0.85-0.9	88.6242	88.34
NZ_VHQG01000001.1	NZ_VHQH01000324.1	88.4466	90.7752	0.7842	0.86	0.08231	32	0.9322	166	3.074	0.3216	90.2431	93.9823	3.4847	33.37	AlfI:91.61,AloI:89.78,BcgI:90.41,FalI:93.27	2458	32	8002	390	72.375	INCONSISTENT	GCF_006517435.1	GCF_006517535.1	0.85-0.9	87.6929	87.66000000000001
PKYM01000155.1	PMKK01000199.1	94.2222	94.2222	0.2942	0.2796	0.11108	149	0.6671	539	inf	0.5733	94.1887	94.29	1.8489	3.26	AlfI:94.72,AloI:92.88,BcgI:94.10,FalI:94.22	1890	149	2131	25	8.248322147651006	ok	GCA_003132645.1	GCA_003157715.1	0.85-0.9	89.8575	89.05999999999999
NZ_JAGSOG010000100.1	NZ_KI632511.1	90.3272	92.3075	0.3107	0.3014	0.08797	157	0.7357	683	2.444	0.4276	91.6661	94.8081	1.9939	8.44	AlfI:92.30,AloI:91.85,BcgI:92.23,FalI:93.85	2993	157	5379	66	13.10828025477707	INCONSISTENT	GCF_018139695.1	GCF_000504285.1	0.85-0.9	87.8089	86.94
NZ_CP022753.1	NZ_JACHDS010000001.1	87.0567	89.8473	0.7654	0.769	0.09401	26	0.9005	197	3.165	0.275	89.3347	93.4728	2.5087	15.41	AlfI:90.28,AloI:89.14,BcgI:89.58,FalI:91.65	1981	26	7366	328	69.57692307692308	INCONSISTENT	GCF_002263495.1	GCF_014201195.1	0.85-0.9	87.6097	86.71
NZ_CP063310.1	NZ_PPTT01000001.1	88.2676	91.019	0.6903	0.6919	0.08896	74	0.815	443	2.516	0.3427	90.3962	94.3014	1.4556	11.46	AlfI:91.85,AloI:90.39,BcgI:90.73,FalI:91.44	2396	74	6676	114	27.37837837837838	INCONSISTENT	GCF_009834925.2	GCF_003339815.1	0.85-0.9	88.3516	87.42
NZ_AVPI01000001.1	NZ_BKBA01000001.1	89.383	91.0791	0.7455	0.7451	0.09315	64	0.9181	158	3.707	0.3421	90.5999	93.8085	4.1671	34.88	AlfI:90.64,AloI:89.86,BcgI:90.97,FalI:94.03	2008	64	5902	141	28.671875	INCONSISTENT	GCF_000768675.1	GCF_007992835.1	0.85-0.9	87.654	87.71
NZ_PNHW01000001.1	NZ_KE150266.1	86.2007	89.4768	0.8287	0.8914	0.15404	16	0.9577	30	2.948	0.259	88.9683	93.3723	1.127	1.44	AlfI:89.44,AloI:90.40,BcgI:89.37,FalI:89.27	719	16	2938	197	43.5	INCONSISTENT	GCF_002871995.1	GCF_000411155.1	0.85-0.9	87.5948	87.46000000000001
NZ_CP059900.1	NZ_CP041765.1	89.5127	90.988	0.8562	0.9307	0.08206	24	0.9372	162	4.219	0.3369	90.5658	93.5142	2.6238	18.95	AlfI:91.13,AloI:91.76,BcgI:90.67,FalI:93.29	2580	24	7733	419	101.70833333333331	INCONSISTENT	GCF_014126825.1	GCF_007559025.1	0.85-0.9	88.5226	88.24
VXSV01000105.1	JAAXHN010000137.1	91.698	91.698	0.1859	0.1682	0.28041	31	0.4529	244	inf	0.3954	91.9425	90.5073	0.6075	0.18	AlfI:91.96,AloI:91.53,BcgI:91.60,FalI:92.13	570	31	566	16	7.516129032258065	INCONSISTENT	GCA_009837815.1	GCA_012270885.1	0.85-0.9	88.1198	86.92999999999999
NZ_MWWV01000001.1	NZ_QXGJ01000001.1	89.5834	91.0888	0.702	0.7196	0.10573	47	0.9017	154	4.046	0.3457	90.6309	93.6821	2.8999	21.28	AlfI:91.51,AloI:91.30,BcgI:90.59,FalI:93.49	1599	47	4604	155	31.06382978723404	INCONSISTENT	GCF_002259645.1	GCF_003952005.1	0.85-0.9	89.037	87.12
NZ_CP052757.1	NZ_JAAFAN010000100.1	90.7012	92.4585	0.6786	0.7157	0.07912	109	0.8671	366	2.623	0.4359	91.8275	94.8585	2.2606	10.26	AlfI:92.33,AloI:92.33,BcgI:92.41,FalI:94.59	2755	109	6414	84	22.89908256880734	INCONSISTENT	GCF_009708005.2	GCF_010287905.1	0.85-0.9	88.9739	88.92
VYBO01000043.1	VYCW01000030.1	91.6264	96.2846	0.1483	0.144	0.13868	72	0.6093	336	0.392	0.742	94.669	98.0921	1.5834	2.03	AlfI:96.50,AloI:94.91,BcgI:96.35,FalI:96.21	978	72	956	25	8.277777777777779	INCONSISTENT	GCA_009844405.1	GCA_009843735.1	0.85-0.9	88.5599	88.49000000000001
NZ_ANBH01000001.1	NZ_ANAD01000001.1	91.6955	93.2032	0.3893	0.4158	0.0916	185	0.7043	704	2.444	0.4953	92.5259	95.2715	2.8333	25.74	AlfI:93.37,AloI:92.55,BcgI:92.89,FalI:95.38	2675	185	4202	30	10.064864864864864	INCONSISTENT	GCF_000341185.1	GCF_000341245.1	0.85-0.9	88.8524	88.22
NZ_BONC01000001.1	NZ_FNQB01000011.1	89.745	91.0008	0.5472	0.5276	0.07567	145	0.8139	620	4.8	0.3383	90.618	93.2264	1.8745	7.97	AlfI:91.11,AloI:90.55,BcgI:90.91,FalI:92.42	3490	145	9033	194	19.69655172413793	INCONSISTENT	GCF_016862515.1	GCF_900107455.1	0.85-0.9	87.171	86.65
UQUH01000001.1	USOR01000001.1	93.1128	93.7184	0.115	0.143	0.2277	40	0.4395	329	4.472	0.535	93.3015	94.8904	1.1539	1.04	AlfI:93.92,AloI:94.61,BcgI:93.46,FalI:94.40	663	40	593	20	7.45	INCONSISTENT	GCA_900544245.1	GCA_900556425.1	0.85-0.9	87.7093	88.27000000000001
NZ_AP022871.1	NZ_AP022870.1	90.641	92.0824	0.5603	0.5879	0.06766	54	0.8153	773	3.355	0.4106	91.5551	94.3626	2.0216	20.74	AlfI:91.93,AloI:92.30,BcgI:91.93,FalI:93.95	4186	54	9366	635	64.18518518518519	INCONSISTENT	GCF_011764565.1	GCF_011764545.1	0.85-0.9	89.1989	88.26
NZ_JAERMK010000001.1	NZ_QFRW01000139.1	88.0457	90.5702	0.328	0.3212	0.12405	100	0.612	606	2.948	0.3161	90.0301	93.8298	1.4585	2.75	AlfI:90.13,AloI:90.76,BcgI:90.52,FalI:91.59	1608	100	3714	42	10.56	INCONSISTENT	GCF_016918015.1	GCF_003265355.1	0.85-0.9	86.2572	85.72999999999999
DDZI01000007.1	SHVK01000005.1	90.9802	90.9802	0.1557	0.1591	0.44099	13	0.526	73	inf	0.3544	90.9418	91.5334	2.4171	2.07	AlfI:90.40,AloI:90.56,BcgI:90.16,FalI:92.58	226	13	267	18	7.230769230769231	ok	GCA_002346305.1	GCA_009694285.1	0.85-0.9	86.003	85.50999999999999
JACQID010000006.1	JAGVVY010000028.1	86.8574	92.9775	0.2253	0.2647	0.3281	15	0.6274	79	0.841	0.4906	91.714	96.5161	1.5786	1.11	AlfI:93.93,AloI:92.88,BcgI:92.84,FalI:92.35	218	15	368	27	9.866666666666667	INCONSISTENT	GCA_016198685.1	GCA_018304585.1	0.85-0.9	87.0352	87.36
NZ_SMFV01000001.1	QNYI01000142.1	93.0238	93.0238	0.0158	0.0267	0.7963	5	0.1515	140	inf	0.5175	92.8944	93.1687	3.442	0.54	AlfI:94.49,AloI:91.04,BcgI:94.41,FalI:92.66	172	5	59	8	6.0	ok	GCF_004339575.1	GCA_003978805.1	0.85-0.9	84.7254	86.07000000000001
WFYG01000001.1	WFNZ01000001.1	90.5383	93.3604	0.3529	0.3595	0.21474	46	0.723	131	1.336	0.5391	92.2923	95.8156	1.9618	3.82	AlfI:94.98,AloI:93.06,BcgI:93.73,FalI:93.02	516	46	834	18	8.434782608695652	INCONSISTENT	GCA_015490195.1	GCA_015488335.1	0.85-0.9	89.3408	89.39
NC_015557.1	PNJC01000010.1	92.14	92.14	0.4055	0.4393	0.2469	41	0.6492	167	inf	0.461	92.4961	90.9621	4.3182	2.44	AlfI:91.96,AloI:94.32,BcgI:90.00,FalI:92.33	477	41	699	14	8.536585365853659	INCONSISTENT	GCF_000213785.1	GCA_002878215.1	0.85-0.9	88.8866	89.05
CAJBBX010000001.1	CAISJD010000001.1	90.5531	91.3175	0.531	0.574	0.09268	178	0.7445	611	6.507	0.3632	91.012	93.1342	2.7726	37.12	AlfI:91.45,AloI:91.79,BcgI:90.66,FalI:93.44	2535	178	5699	50	11.0	INCONSISTENT	GCA_903951425.1	GCA_903885605.1	0.85-0.9	88.1625	88.55
JAGPGE010000812.1	JABUFB010000001.1	92.378	92.378	0.1969	0.1912	0.13308	146	0.5557	654	inf	0.4356	92.4388	92.1281	0.8393	2.71	AlfI:92.91,AloI:92.07,BcgI:92.09,FalI:92.68	2121	146	2191	18	6.602739726027397	ok	GCA_018056145.1	GCA_013314775.1	0.85-0.9	87.5061	87.55
JAGXKG010000174.1	WJIL01000027.1	91.4201	92.3187	0.5023	0.4096	0.15164	60	0.7763	206	4.472	0.45	91.8794	93.9156	0.4846	0.73	AlfI:92.14,AloI:92.42,BcgI:92.58,FalI:92.10	1057	60	1847	68	12.916666666666666	INCONSISTENT	GCA_018335335.1	GCA_014730275.1	0.85-0.9	88.8682	89.51
JABXJV010000174.1	JAHPZH010000004.1	91.3101	91.3101	0.0583	0.0481	0.50112	12	0.2713	180	inf	0.3967	91.3627	91.4811	4.7568	2.47	AlfI:91.81,AloI:93.66,BcgI:88.90,FalI:91.48	438	12	200	11	6.583333333333333	ok	GCA_013375355.1	GCA_019058315.1	0.85-0.9	86.7056	85.46000000000001
LRSL01000001.1	PJET01000001.1	90.1291	90.1291	0.1401	0.1413	0.34028	21	0.4319	196	inf	0.3215	89.9944	91.064	0.8781	0.17	AlfI:89.71,AloI:90.59,BcgI:90.00,FalI:90.13	422	21	538	23	8.095238095238095	ok	GCA_001563335.1	GCA_002825515.1	0.85-0.9	85.8471	85.2
WTCK01000188.1	JABCTJ010000208.1	92.9931	92.9931	0.1021	0.0624	0.37001	21	0.3209	237	inf	0.4951	93.4636	91.5377	1.0187	0.32	AlfI:93.17,AloI:93.77,BcgI:92.77,FalI:92.75	555	21	251	11	6.333333333333333	INCONSISTENT	GCA_013138615.1	GCA_018238375.1	0.85-0.9	89.19	89.28
DMCY01000031.1	NCRO01000001.1	94.9408	94.9408	0.0027	0.003	1.22546	2	0.0337	258	inf	0.6528	98.6377	88.9523	5.206	1.51	AlfI:98.44,AloI:96.30,BcgI:95.31,FalI:93.23	345	2	12	6	5.5	INCONSISTENT	GCA_003451675.1	GCA_002849045.2	0.85-0.9	89.4976	89.2
JAAYUP010000232.1	JAAYUT010000426.1	92.6211	92.6211	0.0367	0.034	0.52504	13	0.1835	267	inf	0.482	93.6153	89.0897	6.343	0.98	AlfI:86.65,AloI:92.54,BcgI:92.99,FalI:92.89	557	13	132	10	5.615384615384615	INCONSISTENT	GCA_012517635.1	GCA_012517485.1	0.85-0.9	88.97	89.25
NBMG01000116.1	DMCY01000031.1	94.2271	94.2271	0.0399	0.0174	0.72617	5	0.2947	67	inf	0.5988	94.7022	93.4706	6.6666	1.21	AlfI:88.56,AloI:94.49,BcgI:92.93,FalI:95.23	164	5	52	9	6.6	ok	GCA_002084865.1	GCA_003451675.1	0.85-0.9	88.6911	87.47
NZ_CP065383.1	JAAYUT010000426.1	94.078	94.078	0.0029	0.0032	1.84505	1	0.0117	339	inf	0.5948	92.0451	97.9505	2.4527	0.49	AloI:96.30,FalI:93.85	344	1	11	5	5.0	ok	GCF_015775515.1	GCA_012517485.1	0.85-0.9	85.4695	85.56
DPKX01000263.1	JAAYUT010000426.1	93.4667	93.4667	0.004	0.0029	1.46614	2	0.0729	89	inf	0.5356	95.536	87.015	3.2515	0.13	AlfI:91.27,AloI:94.53,BcgI:93.74,FalI:93.54	242	2	13	5	4.5	INCONSISTENT	GCA_003542295.1	GCA_012517485.1	0.85-0.9	85.5527	85.63
NCRO01000001.1	JADBKX010000015.1			0.0	0.0		0	0.0	0					0.0		-	223	0	0	0	0.0	BELOW_DETECTION	GCA_002849045.2	GCA_014894735.1	0.85-0.9	89.066	87.22
NZ_KB907546.1	JABDPH010000120.1	94.2314	94.2314	0.0164	0.0212	0.67094	7	0.0788	374	inf	0.6013	94.6034	93.7066	10.8445	2.2	AlfI:94.29,AloI:96.30,BcgI:85.45,FalI:94.92	417	7	62	7	5.571428571428571	ok	GCF_000382125.1	GCA_013042925.1	0.85-0.9	87.1372	88.11
JAAXWU010000024.1	NZ_CP017305.1	91.7674	92.7902	0.2694	0.2432	0.1547	83	0.6348	340	3.707	0.4657	92.315	94.4255	2.6388	3.45	AlfI:92.66,AloI:90.83,BcgI:92.88,FalI:93.47	1125	83	1563	23	8.120481927710843	INCONSISTENT	GCA_013334855.1	GCF_001747405.1	0.85-0.9	87.8958	87.01
PCUD01000135.1	JAHISP010000052.1	92.9616	94.0257	0.1511	0.1183	0.23607	39	0.4729	292	2.444	0.5826	93.4245	95.3139	1.1371	0.73	AlfI:94.78,AloI:94.00,BcgI:93.64,FalI:93.99	672	39	563	17	7.717948717948718	INCONSISTENT	GCA_002786785.1	GCA_018818165.1	0.85-0.9	88.1317	87.39
JAAZMQ010000003.1	DBPW01000041.1	90.7976	92.1694	0.0561	0.0543	0.49392	10	0.3533	108	3.355	0.4274	91.6832	94.0787	2.3998	0.46	AlfI:92.51,AloI:90.11,BcgI:92.48,FalI:91.73	319	10	175	11	6.9	ok	GCA_012798745.1	GCA_002305015.1	0.85-0.9	85.9801	86.63
DJVB01000038.1	JAFGWF010000214.1	91.2943	92.5387	0.0362	0.0419	0.50243	11	0.1841	257	3.258	0.4646	92.0177	94.2057	4.1541	1.23	AlfI:94.08,AloI:89.93,BcgI:92.41,FalI:92.08	366	11	161	10	6.2727272727272725	ok	GCA_002440745.1	GCA_016937295.1	0.85-0.9	85.4296	85.27
JAAFIU010000351.1	NZ_QGGO01000001.1	92.8393	92.8393	0.047	0.0393	0.3856	20	0.2698	276	inf	0.4903	92.7264	93.3267	2.3593	1.45	AlfI:93.33,AloI:91.17,BcgI:91.95,FalI:93.53	637	20	253	9	6.1	ok	GCA_013298805.1	GCF_003148625.1	0.85-0.9	86.9383	85.31
CABYMF010000001.1	CACORF010000001.1	90.0115	90.0115	0.1663	0.2074	0.70417	5	0.5932	24	inf	0.3295	89.6591	92.0061	6.9919	2.82	AlfI:95.03,AloI:90.05,BcgI:88.04,FalI:89.62	77	5	132	11	8.0	ok	GCA_902519955.1	GCA_902629505.1	0.85-0.9	86.6538	85.31
QOQA01000001.1	CACLQX010000001.1	91.3012	91.3012	0.1135	0.1323	0.73713	6	0.3678	55	inf	0.4053	91.2843	91.2116	8.1505	3.1	AlfI:95.16,AloI:87.01,BcgI:87.73,FalI:91.37	113	6	94	8	6.333333333333333	ok	GCA_003331875.1	GCA_902609185.1	0.85-0.9	90.256	89.98
PBWA01000001.1	NZZH01000022.1	89.0692	89.0692	0.0482	0.0536	1.12206	3	0.1548	71	inf	0.2803	88.6938	92.134	5.0142	1.56	AlfI:90.29,AloI:93.99,FalI:88.97	112	3	61	6	5.333333333333333	ok	GCA_002728855.1	GCA_002702405.1	0.85-0.9	85.4218	85.56
JAACDD010000064.1	QOQB01000001.1	92.4128	93.3945	0.1565	0.1849	0.28671	29	0.6846	82	3.258	0.5224	92.8489	94.8638	2.0271	0.77	AlfI:93.78,AloI:91.76,BcgI:93.63,FalI:92.92	365	29	415	13	7.137931034482759	INCONSISTENT	GCA_009937085.1	GCA_003331305.1	0.85-0.9	86.943	87.96000000000001
PHDJ01000032.1	MNYN01000056.1	89.955	89.955	0.2956	0.3473	0.27493	30	0.6021	150	inf	0.3141	89.8205	90.9341	1.8136	1.02	AlfI:89.23,AloI:88.50,BcgI:89.74,FalI:90.32	433	30	844	19	8.566666666666666	ok	GCA_002842575.1	GCA_001873105.1	0.85-0.9	86.6147	86.3
DKDC01000016.1	DJQA01000003.1	88.1465	90.2071	0.5784	0.6611	0.16506	54	0.8265	118	3.707	0.301	89.7426	93.1774	1.2683	1.58	AlfI:90.52,AloI:89.32,BcgI:89.99,FalI:90.59	716	54	2234	51	11.407407407407408	INCONSISTENT	GCA_002451695.1	GCA_002437495.1	0.85-0.9	87.4934	86.5
NZ_CP032317.1	NZ_LNAL01000001.1	88.4185	91.0303	0.9452	0.9053	0.08296	13	0.9646	84	2.623	0.3426	90.434	94.1993	0.9448	3.32	AlfI:91.24,AloI:91.32,BcgI:90.96,FalI:90.37	2377	13	7592	651	177.23076923076923	INCONSISTENT	GCF_003574965.1	GCF_001483135.1	0.85-0.9	88.5809	88.53
JABAZK010000149.1	CAJQMN010000001.1	94.3709	94.3709	0.0333	0.0351	0.79873	5	0.3	49	inf	0.6088	93.6172	95.7851	4.4597	1.18	AlfI:93.14,AloI:93.18,BcgI:91.27,FalI:95.73	130	5	47	6	5.2	ok	GCA_018608485.1	GCA_905479435.1	0.85-0.9	86.3529	85.15
DLYY01000107.1	PKDX01000021.1	91.9982	91.9982	0.2423	0.2263	0.26238	39	0.6041	156	inf	0.4301	92.2855	90.7778	1.2384	1.03	AlfI:91.28,AloI:91.12,BcgI:92.36,FalI:92.23	547	39	616	16	7.102564102564102	INCONSISTENT	GCA_003447535.1	GCA_002862745.1	0.85-0.9	88.1996	88.42999999999999
LN913007.1	UQRQ01000001.1	86.7257	89.6781	0.5832	0.5816	0.19642	33	0.6698	210	2.948	0.2864	89.1408	93.2472	1.068	1.45	AlfI:88.97,AloI:89.01,BcgI:89.83,FalI:90.04	642	33	1782	35	13.909090909090908	INCONSISTENT	GCA_001487125.1	GCA_900543425.1	0.85-0.9	88.2765	87.51
CAJBTU010000001.1	CAIOTF010000001.1	92.2556	92.2556	0.2591	0.25	0.15585	76	0.7089	264	inf	0.4347	92.0998	92.9178	0.8691	1.58	AlfI:92.60,AloI:92.83,BcgI:91.97,FalI:92.20	1159	76	1696	32	9.460526315789474	ok	GCA_903958625.1	GCA_903861125.1	0.85-0.9	87.7544	87.22999999999999
