query	reference	fastani_ani	label	q_species	r_species	q_genus	r_genus	bcgi_raw_ani	bcgi_mash_ani	bcgi_af_q	bcgi_af_r	bcgi_shared_tags	cjepi_raw_ani	cjepi_mash_ani	cjepi_af_q	cjepi_af_r	cjepi_shared_tags	multi_raw_ani	multi_mash_ani	multi_af_q	multi_af_r	multi_shared_tags
GCA_005797835.1	GCF_006365315.1	0.821979	mid_high	s__Methylopumilus sp005797835	s__Methylopumilus universalis	g__Methylopumilus	g__Methylopumilus	0.000000	0.881860	0.026316	0.019774	0	0.947431	0.890534	0.055957	0.048412	93	1.000000	0.820695	0.008390	0.007249	542
GCA_002712565.1	GCA_002731735.1	0.976798	mid_high	s__UBA822 sp002712565	s__UBA822 sp002731735	g__UBA822	g__UBA822	0.992976	0.950655	0.225032	0.188895	347	0.990770	0.942607	0.233070	0.193436	943	1.000000	0.936036	0.195007	0.161242	29587
GCF_900129285.1	GCF_003627965.1	0.839396	mid_high	s__Desulfofundulus australicus	s__Desulfofundulus salinum	g__Desulfofundulus	g__Desulfofundulus	0.958546	0.907445	0.053787	0.049746	49	0.956905	0.893551	0.056596	0.056335	269	1.000000	0.847470	0.017294	0.015256	2547
GCF_000730245.1	GCA_014116815.1	0.929320	mid_high	s__Jidaibacter sp000730245	s__Jidaibacter sp014116815	g__Jidaibacter	g__Jidaibacter	0.972747	0.954523	0.245014	0.222222	86	0.968817	0.944677	0.245416	0.205431	348	1.000000	0.912374	0.103100	0.084358	7314
GCA_016875925.1	GCA_016875975.1	0.877406	mid_high	s__VGOF01 sp016875925	s__VGOF01 sp016875975	g__VGOF01	g__VGOF01	0.969747	0.931466	0.115479	0.107798	94	0.969235	0.928871	0.151499	0.141738	561	1.000000	0.900370	0.068893	0.065822	7567
GCF_002379365.1	GCF_001746205.1	0.856738	mid_high	s__Brachyspira sp002379365	s__Brachyspira hampsonii_B	g__Brachyspira	g__Brachyspira	0.977941	0.919083	0.076577	0.073593	17	0.958669	0.920669	0.124101	0.111111	207	1.000000	0.873197	0.033387	0.031369	4314
GCA_009843725.1	GCA_009838075.1	0.891277	mid_high	s__JABDJO01 sp009843725	s__JABDJO01 sp009838075	g__JABDJO01	g__JABDJO01	0.967186	0.939164	0.154030	0.132272	839	0.961534	0.930888	0.165415	0.144750	1322	1.000000	0.887053	0.050637	0.043702	17789
GCA_018398915.1	GCA_016756725.1	0.829449	mid_high	s__SV1-B22 sp018398915	s__SV1-B22 sp016756725	g__SV1-B22	g__SV1-B22	0.969961	0.912344	0.051995	0.070415	129	0.957415	0.889644	0.043725	0.059049	247	1.000000	0.849920	0.014448	0.020836	4073
GCF_004377485.1	GCF_001982605.1	0.859548	mid_high	s__Alkanindiges illinoisensis_A	s__Alkanindiges hydrocarboniclasticus	g__Alkanindiges	g__Alkanindiges	0.970215	0.908638	0.057762	0.050000	64	0.963764	0.917267	0.110141	0.104186	555	1.000000	0.876701	0.036251	0.034504	6125
GCA_900316395.1	GCA_905234245.1	0.942676	mid_high	s__RUG191 sp900316395	s__RUG191 sp905234245	g__RUG191	g__RUG191	0.981427	0.948620	0.215447	0.173203	106	0.976656	0.948204	0.274339	0.222327	944	1.000000	0.922627	0.145727	0.104062	17768
GCF_000948975.1	GCF_000948985.1	0.842169	mid_high	s__Thalassomonas actiniarum	s__Thalassomonas viridans	g__Thalassomonas	g__Thalassomonas	0.957682	0.908355	0.054670	0.051878	192	0.951563	0.904781	0.076172	0.076759	757	1.000000	0.842731	0.014286	0.013960	5992
GCA_002358975.1	GCA_019113675.1	0.889348	mid_high	s__Yaniella sp002358975	s__Yaniella excrementigallinarum	g__Yaniella	g__Yaniella	0.962532	0.927879	0.100564	0.098394	196	0.957084	0.924264	0.130031	0.128769	756	1.000000	0.867429	0.027526	0.027539	5080
GCA_005843825.1	GCA_005862225.1	0.783617	mid_high	s__Chlorobium sp005843825	s__Chlorobium sp005862225	g__Chlorobium	g__Chlorobium	0.946875	0.843606	0.006784	0.006631	10	0.941059	0.857201	0.021553	0.020777	93	1.000000	0.762967	0.001650	0.001650	269
GCA_002725495.1	GCA_002686215.1	0.968980	mid_high	s__ARS21 sp002725495	s__ARS21 sp002686215	g__ARS21	g__ARS21	0.997159	0.922347	0.166667	0.041667	11	0.992003	0.900488	0.139905	0.033145	88	1.000000	0.898071	0.119643	0.033572	3406
GCF_014054525.1	GCF_000745955.1	0.856324	mid_high	s__Alysiella filiformis	s__Alysiella crassa	g__Alysiella	g__Alysiella	0.978261	0.915746	0.065950	0.069017	92	0.973098	0.906386	0.085822	0.074297	296	1.000000	0.886881	0.049507	0.043516	5511
GCA_003218945.1	GCA_003221375.1	0.773529	mid_high	s__Udaeobacter sp003218945	s__Udaeobacter sp003221375	g__Udaeobacter	g__Udaeobacter	0.951823	0.853291	0.007884	0.010605	24	0.936170	0.827926	0.008684	0.010612	47	1.000000	0.742745	0.000850	0.001081	175
GCF_900113225.1	GCA_004210455.1	0.881047	mid_high	s__Mitsuaria sp900113225	s__Mitsuaria sp004210455	g__Mitsuaria	g__Mitsuaria	0.965615	0.934542	0.133059	0.113907	937	0.958535	0.920334	0.123978	0.109226	895	1.000000	0.878365	0.039674	0.034480	17683
GCF_006438725.1	GCF_014639435.1	0.851173	mid_high	s__Ewingella americana_A	s__Ewingella psychrotolerans	g__Ewingella	g__Ewingella	0.962571	0.911426	0.054495	0.063350	177	0.957035	0.908300	0.080312	0.088040	731	1.000000	0.855370	0.018694	0.021067	6471
GCF_000735345.1	GCF_006438725.1	0.829697	mid_high	s__Ewingella americana	s__Ewingella americana_A	g__Ewingella	g__Ewingella	0.959296	0.896221	0.035607	0.036638	119	0.957032	0.896802	0.064412	0.058998	537	1.000000	0.841160	0.014463	0.012677	4388
GCF_002549755.1	GCF_002549775.1	0.887147	mid_high	s__Faecalibacterium prausnitzii_D	s__Faecalibacterium prausnitzii_F	g__Faecalibacterium	g__Faecalibacterium	0.969979	0.942536	0.158716	0.159284	356	0.966254	0.934570	0.150026	0.194708	574	1.000000	0.899732	0.063700	0.068123	12130
GCF_001642805.2	GCF_017299535.1	0.942153	mid_high	s__Serratia surfactantfaciens	s__Serratia marcescens	g__Serratia	g__Serratia	0.975756	0.983454	0.586394	0.591454	2810	0.971633	0.979450	0.577312	0.571029	3883	1.000000	0.952794	0.278917	0.276738	94970
GCF_016742975.1	GCF_003812745.1	0.958326	mid_high	s__Serratia nevei	s__Serratia sp003812745	g__Serratia	g__Serratia	0.979285	0.967991	0.361016	0.357094	1578	0.977948	0.960570	0.345413	0.344307	2259	1.000000	0.939852	0.196366	0.194649	62638
GCF_006715005.1	GCF_016742975.1	0.961493	mid_high	s__Serratia marcescens_J	s__Serratia nevei	g__Serratia	g__Serratia	0.982379	0.960204	0.261924	0.299016	1307	0.981996	0.950371	0.244373	0.280581	1835	1.000000	0.934694	0.158460	0.182287	58147
GCF_000186265.1	GCF_009797025.1	0.874263	mid_high	s__Cellulophaga algicola	s__Cellulophaga sp009797025	g__Cellulophaga	g__Cellulophaga	0.972583	0.940391	0.159879	0.137841	106	0.961561	0.948237	0.257921	0.236904	1506	1.000000	0.902631	0.073805	0.069520	16347
GCF_015351235.1	GCF_900177795.1	0.877733	mid_high	s__Plantibacter sp015351235	s__Plantibacter sp900177795	g__Plantibacter	g__Plantibacter	0.964286	0.928796	0.106167	0.098836	637	0.957167	0.916368	0.106252	0.102882	639	1.000000	0.866217	0.027203	0.026228	10479
GCA_008373165.1	GCA_009392215.1	0.896836	mid_high	s__GCA-002725925 sp009392785	s__GCA-002725925 sp009392215	g__GCA-002725925	g__GCA-002725925	0.976802	0.940544	0.145406	0.153052	163	0.969252	0.938877	0.183948	0.200378	848	1.000000	0.904600	0.073174	0.078079	10595
GCA_009840285.1	GCA_002238765.1	0.847504	mid_high	s__Bin75 sp009840285	s__Bin75 sp002238765	g__Bin75	g__Bin75	0.958921	0.913350	0.072898	0.053564	124	0.951960	0.903234	0.088894	0.060504	377	1.000000	0.839359	0.015330	0.011111	2721
GCF_002797375.1	GCF_016820555.1	0.842734	mid_high	s__FJAT-46582 sp002797375	s__FJAT-46582 sp016820555	g__FJAT-46582	g__FJAT-46582	0.965820	0.915734	0.065663	0.069264	96	0.953673	0.914397	0.095498	0.102911	594	1.000000	0.858301	0.021037	0.022178	4817
GCA_902826635.1	GCA_019187495.1	0.825977	mid_high	s__CADEFQ01 sp902826635	s__CADEFQ01 sp019187495	g__CADEFQ01	g__CADEFQ01	0.957781	0.902758	0.046072	0.043026	302	0.950997	0.872472	0.034211	0.029858	130	1.000000	0.814741	0.006920	0.006148	1788
GCF_003258605.2	GCF_001418575.1	0.858736	mid_high	s__Streptomyces_D bronchialis	s__Streptomyces_D griseoplanus	g__Streptomyces_D	g__Streptomyces_D	0.967211	0.915865	0.073022	0.062809	406	0.959812	0.907220	0.090151	0.073990	811	1.000000	0.858119	0.023467	0.019778	12441
GCA_002396525.1	GCA_017302355.1	0.851011	mid_high	s__Azonexus sp002396525	s__Azonexus sp017302355	g__Azonexus	g__Azonexus	0.959121	0.917034	0.068839	0.071802	357	0.953014	0.897556	0.056002	0.070677	376	1.000000	0.837705	0.012097	0.012474	3551
GCF_000278135.1	GCF_000046705.1	0.846541	mid_high	s__Bartonella washoeensis	s__Bartonella henselae	g__Bartonella	g__Bartonella	0.964440	0.929471	0.095395	0.114851	58	0.951943	0.939088	0.195727	0.190476	568	1.000000	0.870261	0.030113	0.029574	3157
GCF_002777915.1	GCF_003606345.3	0.893395	mid_high	s__Bartonella tribocorum_A	s__Bartonella krasnovii	g__Bartonella	g__Bartonella	0.968750	0.936172	0.122807	0.136986	70	0.960815	0.938791	0.186604	0.196610	638	1.000000	0.888544	0.049726	0.048322	5931
GCF_003634515.1	GCF_001875655.1	0.883580	mid_high	s__Enterobacter asburiae_A	s__Enterobacter hormaechei	g__Enterobacter	g__Enterobacter	0.968635	0.920303	0.076362	0.079789	272	0.964345	0.914590	0.103270	0.096163	777	1.000000	0.873593	0.032582	0.032405	10549
GCF_002208095.1	GCF_008364625.1	0.962704	mid_high	s__Enterobacter cloacae_M	s__Enterobacter dykesii	g__Enterobacter	g__Enterobacter	0.981963	0.965483	0.307851	0.356673	1192	0.980849	0.958967	0.299577	0.364065	2547	1.000000	0.941313	0.186130	0.222691	66837
GCA_905214675.1	GCA_902363685.1	0.872287	mid_high	s__UMGS1375 sp905214675	s__UMGS1375 sp900066615	g__UMGS1375	g__UMGS1375	0.969758	0.918711	0.096273	0.057160	93	0.967997	0.908675	0.109139	0.066110	412	1.000000	0.879060	0.055343	0.025947	7569
GCF_000426725.1	GCF_000775915.1	0.847405	mid_high	s__Sporocytophaga myxococcoides	s__Sporocytophaga myxococcoides_A	g__Sporocytophaga	g__Sporocytophaga	0.960069	0.897295	0.035750	0.039088	36	0.952720	0.896146	0.058713	0.062474	593	1.000000	0.842711	0.014083	0.014267	4912
GCF_014696105.1	GCA_012031475.1	0.858270	mid_high	s__JAAUTJ01 sp014696105	s__JAAUTJ01 sp012031475	g__JAAUTJ01	g__JAAUTJ01	0.961016	0.920129	0.070288	0.085727	594	0.954559	0.910281	0.080503	0.097749	877	1.000000	0.854060	0.017813	0.020808	7901
GCA_002695035.1	GCA_002701555.1	0.836271	mid_high	s__UBA2137 sp002695035	s__UBA2137 sp002701555	g__UBA2137	g__UBA2137	0.967500	0.896130	0.027809	0.046642	25	0.957591	0.890736	0.041143	0.066565	131	1.000000	0.854262	0.015395	0.024416	1977
GCA_905212395.1	GCA_002405165.1	0.932633	mid_high	s__UBA4675 sp905212395	s__UBA4675 sp002405165	g__UBA4675	g__UBA4675	0.972020	0.951160	0.225131	0.195011	86	0.972610	0.946521	0.247126	0.225367	215	1.000000	0.912730	0.097874	0.091145	5188
GCA_013375355.1	GCA_019058315.1	0.849250	mid_high	s__JABXJV01 sp013375355	s__JABXJV01 sp019058315	g__JABXJV01	g__JABXJV01	0.956019	0.898958	0.041221	0.037709	27	0.951000	0.903687	0.085451	0.064501	548	1.000000	0.836188	0.013340	0.010678	3141
GCA_002167345.2	GCA_902562835.1	0.940706	mid_high	s__CACEUX01 sp002167345	s__CACEUX01 sp902562835	g__CACEUX01	g__CACEUX01	0.972973	0.935725	0.119741	0.136531	37	0.974566	0.933664	0.155135	0.179303	648	1.000000	0.904075	0.070279	0.079338	9184
GCF_000421765.1	GCA_012728315.1	0.826862	mid_high	s__Pseudomonas_C caeni	s__Pseudomonas_C sp012728315	g__Pseudomonas_C	g__Pseudomonas_C	0.969146	0.900014	0.038312	0.043407	79	0.959707	0.894764	0.055703	0.061115	273	1.000000	0.847187	0.015392	0.016146	2626
GCF_001720395.1	GCF_000297215.2	0.788094	mid_high	s__Piscirickettsia litoralis	s__Piscirickettsia salmonis	g__Piscirickettsia	g__Piscirickettsia	0.000000	0.843535	0.005525	0.008105	0	0.944830	0.858710	0.019656	0.024717	96	1.000000	0.768453	0.001704	0.002127	323
GCF_008764245.1	GCF_017355205.1	0.846000	mid_high	s__Lederbergia ruris	s__Lederbergia sp017355205	g__Lederbergia	g__Lederbergia	0.963710	0.903311	0.050945	0.040312	62	0.951956	0.906690	0.087820	0.073807	747	1.000000	0.844429	0.015977	0.013911	4436
GCA_902580855.1	GCA_002715345.1	0.870513	mid_high	s__UBA7312 sp902580855	s__UBA7312 sp002715345	g__UBA7312	g__UBA7312	0.957237	0.919225	0.073930	0.076923	19	0.959365	0.912141	0.090533	0.096101	175	1.000000	0.853407	0.018258	0.019746	1251
GCA_903922455.1	GCA_016717725.1	0.860629	mid_high	s__CAINEC01 sp903922455	s__CAINEC01 sp016717725	g__CAINEC01	g__CAINEC01	0.965625	0.923450	0.100908	0.073855	100	0.955840	0.919505	0.137175	0.094400	676	1.000000	0.863267	0.029702	0.020500	4760
GCA_002886105.1	GCF_001975225.1	0.829135	mid_high	s__Kosakonia sp002886105	s__Kosakonia cowanii	g__Kosakonia	g__Kosakonia	0.966146	0.887823	0.028045	0.027177	108	0.959115	0.888486	0.047790	0.050751	385	1.000000	0.840303	0.012796	0.013609	4252
GCF_016859125.1	GCF_001027285.1	0.867504	mid_high	s__Archangium violaceum_A	s__Archangium gephyra	g__Archangium	g__Archangium	0.966507	0.929403	0.100409	0.108641	1031	0.957902	0.906944	0.077604	0.084678	1727	1.000000	0.873205	0.031483	0.033297	29272
GCA_018725345.1	GCA_018333455.1	0.852875	mid_high	s__GPS1B09 sp018725345	s__GPS1B09 sp018333455	g__GPS1B09	g__GPS1B09	0.958669	0.891289	0.030938	0.030754	31	0.949750	0.887892	0.044006	0.053376	185	1.000000	0.817881	0.007033	0.007593	990
GCA_018240985.1	GCA_018240995.1	0.868362	mid_high	s__Alicycliphilus sp018240985	s__Alicycliphilus sp018240995	g__Alicycliphilus	g__Alicycliphilus	0.963660	0.918747	0.064785	0.085134	264	0.954872	0.910783	0.081166	0.099613	412	1.000000	0.868739	0.026079	0.030854	6290
GCA_903898475.1	GCA_903879805.1	0.932986	mid_high	s__UBA2645 sp903898475	s__UBA2645 sp903879805	g__UBA2645	g__UBA2645	0.973476	0.952834	0.244338	0.200000	205	0.972285	0.948825	0.273743	0.230408	735	1.000000	0.919873	0.123256	0.105536	10761
GCA_016704565.1	GCA_016707175.1	0.843886	mid_high	s__GCA-2748155 sp016704565	s__GCA-2748155 sp016707175	g__GCA-2748155	g__GCA-2748155	0.960255	0.880408	0.023521	0.020161	103	0.953862	0.867336	0.027773	0.027871	175	1.000000	0.813776	0.006747	0.006319	2156
GCA_000091165.1	GCA_002634395.1	0.850669	mid_high	s__Methylomirabilis oxyfera	s__Methylomirabilis sp002634395	g__Methylomirabilis	g__Methylomirabilis	0.976790	0.925508	0.094800	0.089682	206	0.970574	0.915774	0.108193	0.097847	618	1.000000	0.888004	0.049517	0.047212	12063
GCA_009692155.1	GCA_001805245.1	0.848848	mid_high	s__2-02-FULL-62-14 sp009692155	s__2-02-FULL-62-14 sp001805245	g__2-02-FULL-62-14	g__2-02-FULL-62-14	0.959483	0.913301	0.071218	0.054655	145	0.950713	0.901027	0.077573	0.061542	257	1.000000	0.843697	0.017095	0.012488	2694
GCA_018399235.1	GCA_018334555.1	0.832723	mid_high	s__M55B175 sp018399235	s__M55B175 sp018334555	g__M55B175	g__M55B175	0.963068	0.904786	0.048306	0.046723	77	0.955276	0.910028	0.082683	0.093879	477	1.000000	0.859103	0.022263	0.022030	5084
GCA_017548765.1	GCA_017543445.1	0.872346	mid_high	s__UBA1201 sp017548765	s__UBA1201 sp017543445	g__UBA1201	g__UBA1201	0.966332	0.919281	0.074534	0.076572	168	0.961998	0.908175	0.087890	0.079906	307	1.000000	0.866254	0.027403	0.026234	5841
GCA_017548765.1	GCA_900319565.1	0.841498	mid_high	s__UBA1201 sp017548765	s__UBA1201 sp900319565	g__UBA1201	g__UBA1201	0.964816	0.914871	0.063443	0.067837	143	0.955923	0.900313	0.069281	0.066301	242	1.000000	0.854254	0.019315	0.019447	4117
GCA_002309675.1	GCA_017543445.1	0.876780	mid_high	s__UBA1201 sp002309675	s__UBA1201 sp017543445	g__UBA1201	g__UBA1201	0.970736	0.931514	0.116085	0.107566	236	0.967043	0.925203	0.143378	0.122853	472	1.000000	0.891767	0.057312	0.049786	11085
GCA_002400405.1	GCA_002328565.1	0.852147	mid_high	s__UBA2206 sp002400405	s__UBA2206 sp002328565	g__UBA2206	g__UBA2206	0.960069	0.915731	0.072000	0.063158	18	0.953021	0.912926	0.103430	0.087760	190	1.000000	0.851832	0.019773	0.016731	971
GCF_001999985.1	GCF_900198365.1	0.956639	mid_high	s__Helicobacter_A bilis_A	s__Helicobacter_A bilis_B	g__Helicobacter_A	g__Helicobacter_A	0.983570	0.969027	0.358595	0.384158	194	0.982681	0.962758	0.351553	0.380717	849	1.000000	0.944771	0.214114	0.234773	29082
GCA_004028505.1	GCA_004028495.1	0.860165	mid_high	s__Electrothrix aarhusiensis	s__Electrothrix marina	g__Electrothrix	g__Electrothrix	0.962713	0.916338	0.053237	0.088799	88	0.954574	0.910754	0.062500	0.129163	415	1.000000	0.857601	0.015916	0.028333	4044
GCF_008151785.1	GCA_900539645.1	0.942014	mid_high	s__Peptacetobacter hiranonis	s__Peptacetobacter sp900539645	g__Peptacetobacter	g__Peptacetobacter	0.980053	0.944017	0.162630	0.170909	47	0.981448	0.944238	0.204164	0.241156	559	1.000000	0.915641	0.094305	0.110017	11016
GCA_002694095.1	GCA_002728915.1	0.948593	mid_high	s__S36-B12 sp002694095	s__S36-B12 sp002728915	g__S36-B12	g__S36-B12	0.981443	0.959734	0.299884	0.253431	517	0.980900	0.955952	0.318968	0.290572	1051	1.000000	0.936862	0.194444	0.168579	25850
GCA_002729215.1	GCA_002728915.1	0.907285	mid_high	s__S36-B12 sp002729215	s__S36-B12 sp002728915	g__S36-B12	g__S36-B12	0.965078	0.947090	0.172563	0.196078	400	0.960674	0.941464	0.189506	0.223666	809	1.000000	0.894230	0.053772	0.060838	9329
GCA_900544575.1	GCA_900545885.1	0.790785	mid_high	s__Limadaptatus stercorigallinarum	s__Limadaptatus sp900545885	g__Limadaptatus	g__Limadaptatus	0.957292	0.871561	0.017291	0.015568	30	0.948343	0.869425	0.031353	0.027636	38	1.000000	0.806370	0.005502	0.005139	553
GCA_005798775.1	GCA_009921765.1	0.868341	mid_high	s__SYIM01 sp005798775	s__SYIM01 sp009921765	g__SYIM01	g__SYIM01	0.958440	0.923404	0.107182	0.069328	488	0.953335	0.920692	0.134825	0.102401	904	1.000000	0.856208	0.023829	0.017336	6338
GCF_000156715.1	GCF_001885235.1	0.828668	mid_high	s__Francisella philomiragia	s__Francisella hispaniensis	g__Francisella	g__Francisella	0.000000	0.849242	0.008065	0.008000	0	0.957176	0.868934	0.028281	0.029837	64	1.000000	0.806150	0.005116	0.005461	548
GCF_014692515.1	GCF_014692525.1	0.834738	mid_high	s__Sphingobacterium sp014692515	s__Sphingobacterium chuzhouense	g__Sphingobacterium	g__Sphingobacterium	0.966033	0.893048	0.032593	0.032670	69	0.955479	0.885539	0.045985	0.044983	386	1.000000	0.827732	0.009063	0.009804	2884
GCF_006715515.1	GCF_014648255.1	0.895306	mid_high	s__Nocardioides sp006715515	s__Nocardioides albus	g__Nocardioides	g__Nocardioides	0.968177	0.930758	0.107476	0.110690	818	0.963888	0.922772	0.124059	0.124514	1121	1.000000	0.881696	0.039911	0.041602	21341
GCA_905067555.1	GCA_905067535.1	0.941402	mid_high	s__Ethanoperedens ethanivorans_C	s__Ethanoperedens ethanivorans_B	g__Ethanoperedens	g__Ethanoperedens	0.983796	0.946296	0.163968	0.196126	81	0.980502	0.940073	0.178541	0.220222	416	1.000000	0.923375	0.112439	0.139832	9151
GCF_900107305.1	GCF_004341445.1	0.876282	mid_high	s__Baia sp900107305	s__Baia soyae	g__Baia	g__Baia	0.961358	0.926282	0.097689	0.091445	93	0.958107	0.925753	0.129356	0.140278	839	1.000000	0.869307	0.027374	0.031027	6459
GCF_004341445.1	GCF_900119485.1	0.879820	mid_high	s__Baia soyae	s__Baia sp900119485	g__Baia	g__Baia	0.964794	0.920430	0.077679	0.079079	79	0.959772	0.927967	0.143621	0.142384	859	1.000000	0.873348	0.031412	0.033571	6539
GCF_001858025.1	GCF_014698305.1	0.925752	mid_high	s__Anabaena sp001858025	s__Anabaena lutea	g__Anabaena	g__Anabaena	0.975711	0.949534	0.210579	0.187890	211	0.972681	0.947387	0.249454	0.233962	2283	1.000000	0.916066	0.104744	0.101835	34830
GCF_014698305.1	GCF_014698735.1	0.945558	mid_high	s__Anabaena lutea	s__Anabaena variabilis_A	g__Anabaena	g__Anabaena	0.982440	0.959729	0.280499	0.270851	315	0.978826	0.959468	0.337364	0.332156	3292	1.000000	0.936296	0.181321	0.175591	62016
GCA_910585645.1	GCA_910575585.1	0.847153	mid_high	s__UBA3402 sp910585645	s__UBA3402 sp910575585	g__UBA3402	g__UBA3402	0.956944	0.898852	0.048649	0.031735	45	0.958468	0.899974	0.070865	0.063647	791	1.000000	0.849602	0.018858	0.015693	7023
GCA_902635965.1	GCA_002171475.2	0.849739	mid_high	s__TMED96 sp902635965	s__TMED96 sp002171475	g__TMED96	g__TMED96	0.000000	0.896111	0.035533	0.036458	0	0.958311	0.911159	0.091837	0.089844	207	1.000000	0.862149	0.024214	0.023947	2214
GCA_003230615.1	GCA_004356775.1	0.856046	mid_high	s__GCA-2721545 sp003230615	s__GCA-2721545 sp004356775	g__GCA-2721545	g__GCA-2721545	0.957212	0.920596	0.079657	0.077938	65	0.950547	0.914146	0.091168	0.106344	352	1.000000	0.839589	0.012185	0.013736	1485
GCA_003135935.1	GCA_003153895.1	0.841046	mid_high	s__FEN-33 sp003135935	s__FEN-33 sp003153895	g__FEN-33	g__FEN-33	0.963235	0.905722	0.046884	0.051112	85	0.955070	0.890196	0.048470	0.054881	244	1.000000	0.841576	0.013003	0.014715	2304
GCA_005888695.1	GCA_005888675.1	0.945932	mid_high	s__BA-13 sp005888695	s__BA-13 sp005888675	g__BA-13	g__BA-13	0.989238	0.957458	0.247136	0.265845	302	0.983396	0.951687	0.255858	0.287718	1354	1.000000	0.938790	0.181355	0.201333	32148
GCA_002737275.1	GCA_002304445.1	0.930400	mid_high	s__Tous-C4FEB sp002737275	s__Tous-C4FEB sp002304445	g__Tous-C4FEB	g__Tous-C4FEB	0.973117	0.947222	0.219139	0.155712	687	0.968980	0.937390	0.217581	0.156332	948	1.000000	0.905806	0.092743	0.065667	17657
GCA_001567485.1	GCA_016716525.1	0.843761	mid_high	s__OLB13 sp001567485	s__OLB13 sp016716525	g__OLB13	g__OLB13	0.958507	0.917144	0.086643	0.057451	421	0.949950	0.896655	0.071337	0.052851	444	1.000000	0.839482	0.014755	0.011367	5269
GCA_001464995.1	GCA_016463385.1	0.892591	mid_high	s__Miltoncostaea sp001464995	s__Miltoncostaea sp016463385	g__Miltoncostaea	g__Miltoncostaea	0.967931	0.937468	0.125755	0.145351	458	0.961389	0.932427	0.150426	0.172969	494	1.000000	0.889526	0.047355	0.053541	12226
GCA_016182905.1	GCA_016191335.1	0.906404	mid_high	s__GWA2-66-18 sp016182905	s__GWA2-66-18 sp016191335	g__GWA2-66-18	g__GWA2-66-18	0.970757	0.947349	0.176729	0.194658	685	0.965683	0.934079	0.163322	0.174170	708	1.000000	0.895804	0.056882	0.062673	18375
GCA_900546275.1	GCA_905215145.1	0.962012	mid_high	s__UMGS872 sp900546275	s__UMGS872 sp905215145	g__UMGS872	g__UMGS872	0.000000	0.919815	0.125000	0.047244	0	0.986202	0.913636	0.144068	0.065469	102	1.000000	0.903995	0.099943	0.055324	4414
