GCA_000007325.1	AE009951.2
GCF_010894435.1	NZ_JAAIXZ010000098.1
GCF_010974825.1	NZ_JAAILA010000004.1
GCF_011038975.1	NZ_JAAKEC010000010.1
GCF_011044495.1	NZ_CP049143.1
GCF_011045835.1	NZ_CP047349.1
GCF_011057715.1	NZ_LNGH01000001.1
GCF_011087585.1	NZ_VJOT01000001.1
GCF_011090385.1	NZ_SEWW01000010.1
GCF_011250515.1	NZ_JAANOP010000010.1
GCF_011250635.1	NZ_JAANNP010000012.1
GCF_011250645.1	NZ_JAANNO010000034.1
GCF_011290365.1	NZ_CP049786.1
GCF_011290385.1	NZ_CP049785.1
GCF_011297335.1	NZ_JAAOTJ010000001.1
GCF_011302915.1	NZ_CP049872.1
GCF_011383005.1	NZ_CP049935.1
GCF_011393025.1	NZ_JAAOEO010000098.1
GCF_011682075.1	NZ_VSMK01000111.1
GCF_011751745.2	NZ_CP061170.1
GCF_011751765.2	NZ_CP061169.1
GCF_011752815.1	NZ_VWWV01000011.1
GCF_011759535.1	NZ_JAAOYT010000001.1
GCF_011761475.1	NZ_JAASRS010000001.1
GCF_011762155.1	NZ_JAASQL010000001.1
GCF_011764545.1	NZ_AP022870.1
GCF_011764565.1	NZ_AP022871.1
GCF_011777505.1	NZ_JAATJT010000010.1
GCF_011812965.1	NZ_JAATLJ010000001.1
GCF_011812995.1	NZ_JAATLK010000001.1
GCF_011927765.1	NZ_JAATJG010000001.1
GCF_012027325.1	NZ_SNUG01000010.1
GCF_012102705.1	NZ_JAAVTA010000001.1
GCF_012102745.1	NZ_JAAVSY010000001.1
GCF_012163115.1	NZ_JAAVUM010000001.1
GCF_012222305.1	NZ_CP035730.1
GCF_012272855.1	NZ_JAAXCQ010000010.1
GCF_012290005.1	NZ_JAAXMS010000001.1
GCF_012317385.1	NZ_CP051144.1
GCF_012912105.1	NZ_QMEA01000100.1
GCF_012912135.1	NZ_QMEB01000406.1
GCF_012933655.1	NZ_JABBJJ010000100.1
GCF_013116755.1	NZ_JABFOQ010000010.1
GCF_013116765.2	NZ_CP074375.1
GCF_013116825.1	NZ_JABFNS010000100.1
GCF_013167955.1	NZ_BLWF01000001.1
GCF_013177315.1	NZ_CP053661.1
GCF_013177635.1	NZ_CP030944.1
GCF_013177675.1	NZ_CP042652.1
GCF_013185065.1	NZ_JAAVTO010000101.1
GCF_013201725.1	NZ_CP053835.1
GCF_013201935.1	NZ_CP053833.1
GCF_013266695.1	NZ_JABRXF010000001.1
GCF_013283195.1	NZ_JABEKT010000001.1
GCF_013283835.1	NZ_CP054052.1
GCF_013342135.1	NZ_JABURA010000001.1
GCF_013372105.1	NZ_CP053825.1
GCF_013372585.1	NZ_JABXEO010000100.1
GCF_013376455.1	NZ_CP045504.1
GCF_013376475.1	NZ_CP045508.1
GCF_013377235.1	NZ_CP016226.1
GCF_013389365.1	NZ_JACADJ010000054.1
GCF_013407855.1	NZ_JACBZH010000001.1
GCF_013408535.1	NZ_JACBZA010000001.1
GCF_013415885.1	NZ_CP058910.1
GCF_013415905.1	NZ_CP058909.1
GCF_013450155.1	NZ_JACCKD010000001.1
GCF_013618625.1	NZ_JABRWO010000001.1
GCF_013664685.1	NZ_JAAKDE010000001.1
GCF_013820765.1	NZ_JABJVM010000010.1
GCF_014023275.1	NZ_CP054698.1
GCF_014048475.1	NZ_NWUS01000001.1
GCF_014062315.1	NZ_JACGLT010000001.1
GCF_014078545.1	NZ_MU078707.1
GCF_014126825.1	NZ_CP059900.1
GCF_014132355.1	NZ_BLZO01000001.1
GCF_014138285.1	NZ_JACGXN010000001.1
GCF_014174215.1	NZ_JABEQL010000001.1
GCF_014174395.1	NZ_JABEQD010000001.1
GCF_014193285.1	NZ_JACHZE010000001.1
GCF_014200305.1	NZ_JACHBL010000001.1
GCF_014200435.1	NZ_JACHBR010000001.1
GCF_014201135.1	NZ_JACHDR010000001.1
GCF_014201195.1	NZ_JACHDS010000001.1
GCF_014201505.1	NZ_JACHEO010000001.1
GCF_014201585.1	NZ_JACHES010000001.1
GCF_014201675.1	NZ_JACHEZ010000001.1
GCF_014201705.1	NZ_JACHFA010000001.1
GCF_014202225.1	NZ_JACHGE010000001.1
GCF_014202595.1	NZ_JACHHF010000001.1
GCF_014203225.1	NZ_JACHIO010000001.1
GCF_014205275.1	NZ_JACHND010000001.1
GCF_014205885.1	NZ_JACHFB010000001.1
GCF_014251575.1	NZ_CP059191.1
GCF_014252115.1	NZ_CP059211.1
GCF_014252255.1	NZ_CP059213.1
GCF_014297575.1	NZ_CP060412.1
GCF_014322795.1	NZ_JAASTT010000010.1
GCF_014323405.1	NZ_JACRWE010000001.1
GCF_014333445.1	NZ_JACRYU010000016.1
GCF_014396975.1	NZ_CP060719.1
GCF_014489415.1	NZ_CP060822.1
GCF_014518315.1	NZ_JACVEL010000001.1
GCF_014524565.1	NZ_CP060139.1
GCF_014595975.1	NZ_JABWGQ010000042.1
GCF_014635565.1	NZ_BMDB01000001.1
GCF_014647115.1	NZ_BMOO01000001.1
GCF_014647155.1	NZ_BMOQ01000001.1
GCF_014647455.2	NZ_BMPF01000001.1
GCF_014647795.1	NZ_BMPW01000001.1
GCF_014648255.1	NZ_BMQT01000001.1
GCF_014656495.1	NZ_BNCN01000001.1
GCF_014692515.1	NZ_JACOIK010000010.1
GCF_014692525.1	NZ_JACNYL010000010.1
GCF_014694315.1	NZ_JAAOXD010000001.1
GCF_014695395.1	NZ_JACJOF010000001.1
GCF_014695775.1	NZ_JACJOX010000001.1
GCF_014695895.1	NZ_JACJPD010000001.1
GCF_014696105.1	NZ_JACJPO010000001.1
GCF_014696315.1	NZ_JACJPX010000001.1
GCF_014696825.1	NZ_JACJQU010000001.1
GCF_014697415.1	NZ_JACJRT010000001.1
GCF_014697425.1	NZ_JACJRU010000001.1
GCF_014697475.1	NZ_JACJRV010000001.1
GCF_014697575.1	NZ_JACJSC010000001.1
GCF_014697615.1	NZ_JACJSD010000001.1
GCF_014698035.1	NZ_JACJSF010000001.1
GCF_014698045.1	NZ_JACJSE010000001.1
GCF_014698305.1	NZ_JACJST010000001.1
GCF_014698505.1	NZ_JACJTD010000001.1
GCF_014698735.1	NZ_JACJTQ010000001.1
GCF_014764715.1	NZ_JACXXE010000001.1
GCF_014775655.1	NZ_CP061274.1
GCF_014836645.1	NZ_JACSQM010000010.1
GCF_014836905.1	NZ_JACSPZ010000010.1
GCF_014836955.1	NZ_JACSPV010000100.1
GCF_014873765.1	NZ_JADBGG010000001.1
GCF_014889545.1	NZ_QKOF01000002.1
GCF_014960965.1	NZ_CP063169.1
GCF_015140235.1	NZ_AP023321.1
GCF_015206885.1	NZ_JADEXY010000274.1
GCF_015207205.1	NZ_JADEXH010000098.1
GCF_015207705.1	NZ_JADEWI010000112.1
GCF_015207735.1	NZ_JADEWG010000100.1
GCF_015207755.1	NZ_JADEWH010000001.1
GCF_015234305.1	NZ_JADGMI010000001.1
GCF_015330125.1	NZ_JADDXR010000002.1
GCF_015330165.1	NZ_JADDXT010000002.1
GCF_015351075.1	NZ_JADKRS010000001.1
GCF_015356815.1	NZ_JAACYT010000006.1
GCF_015476655.1	NZ_JABFHF010000100.1
GCF_015557435.1	NZ_JADNOH010000032.1
GCF_015624425.1	NZ_CP049919.1
GCF_015668515.1	NZ_JADPFO010000010.1
GCF_015690345.1	NZ_JADPUN010000208.1
GCF_015731765.1	NZ_VRYY01000111.1
GCF_015762685.1	NZ_PEHF01000101.1
GCF_015775515.1	NZ_CP065383.1
GCF_015840335.1	NZ_CP060395.1
GCF_015841355.1	NZ_CP064908.1
GCF_016027715.1	NZ_CP065691.1
GCF_016056275.1	NZ_JAECZA010000001.1
GCF_016065055.1	NZ_CP065856.1
GCF_016125955.1	NZ_JADEVE010000003.1
GCF_016446395.1	NZ_CP051168.1
GCF_016458305.1	NZ_JAEMHL010000010.1
GCF_016587375.1	NZ_BNJG01000001.1
GCF_016612865.1	NZ_JAENZZ010000001.1
GCF_016629565.1	NZ_AP023057.1
GCF_016722965.1	NZ_JAEQNB010000001.1
GCF_016724785.1	NZ_CP068114.1
GCF_016742975.1	NZ_JABEMZ010000010.1
GCF_016807185.1	NZ_JAEVYN010000003.1
GCF_016859125.1	NZ_CP069338.1
GCF_016862515.1	NZ_BONC01000001.1
GCF_016862555.1	NZ_BONE01000001.1
GCF_016862935.1	NZ_BONX01000001.1
GCF_016865425.1	NZ_AP023355.1
GCF_016887565.1	NZ_CP069396.1
GCF_016904885.1	NZ_JADWYI010000001.1
GCF_016907365.1	NZ_JAFBBV010000001.1
GCF_016907925.1	NZ_JAFBCZ010000001.1
GCF_016908145.1	NZ_JAFBDI010000001.1
GCF_016908375.1	NZ_JAFBDS010000001.1
GCF_016908395.1	NZ_JAFBDU010000001.1
GCF_016908835.1	NZ_JAFBEQ010000001.1
GCF_016918015.1	NZ_JAERMK010000001.1
GCF_016919405.1	NZ_CP070353.1
GCF_016937535.1	NZ_JAFHKK010000001.1
GCF_017100085.1	NZ_CP063965.1
GCF_017164015.1	NZ_CP071065.1
GCF_017303315.1	NZ_JAFKOI010000100.1
GCF_017309135.1	NZ_JAFIMS010000002.1
GCF_017310545.1	NZ_CP066203.1
GCF_017312365.1	NZ_BLJI01000001.1
GCF_017355165.1	NZ_JADILK010000001.1
GCF_017355205.1	NZ_JADIJK010000001.1
GCF_017355785.1	NZ_JAFEWE010000010.1
GCF_017355835.1	NZ_JAFEWF010000013.1
GCF_017377505.1	NZ_JAFREN010000001.1
GCF_017566055.1	NZ_JABFCH010000099.1
GCF_017566145.1	NZ_JABFCL010000089.1
GCF_017592555.1	NZ_JAGFNS010000001.1
GCF_017874235.1	NZ_JAGGLC010000001.1
GCF_017874335.1	NZ_JAGGLH010000001.1
GCF_017875625.1	NZ_JAGGMU010000001.1
GCF_017916365.1	NZ_JAFMSU010000001.1
GCF_017982655.1	NZ_JABXYX010000074.1
GCF_018138385.1	NZ_JAGSIE010000017.1
GCF_018139695.1	NZ_JAGSOG010000100.1
GCF_018141105.1	NZ_CP054839.1
GCF_018141185.1	NZ_CP058560.1
GCF_018228665.1	NZ_CP073692.1
GCF_018263855.1	NZ_CP073318.1
GCF_018282115.1	NZ_CP054306.1
GCF_018304765.1	NZ_CP072642.1
GCF_018324685.1	NZ_AP023354.1
GCF_018336915.1	NZ_CP064923.1
GCF_018390575.1	NZ_JAHBCJ010000010.1
GCF_018448905.1	NZ_RCWA01000001.1
GCF_018448935.1	NZ_RCWC01000001.1
GCF_018476905.1	NZ_JAHCVK010000010.1
GCF_018494085.1	NZ_JABBFP010000010.1
GCF_018599195.1	NZ_JAHFVK010000001.1
GCF_018613195.1	NZ_JAGGQQ010000009.1
GCF_018642185.1	NZ_JAAVTY010000100.1
GCF_018785175.1	NZ_WQPI01000085.1
GCF_018860365.1	NZ_JAHKPO010000023.1
GCF_018860505.1	NZ_JAHKPU010000032.1
GCF_018860665.1	NZ_JAHKPK010000022.1
GCF_018861145.1	NZ_JAHKQT010000044.1
GCF_018917235.1	NZ_JAHLOF010000001.1
GCF_018967645.1	NZ_JAHLZF010000001.1
GCF_018986915.1	NZ_CP076723.1
GCF_019049625.1	NZ_JAFMOY010000035.1
GCF_019166065.1	NZ_JAHTBN010000010.1
GCF_019173455.1	NZ_JADPQH010000001.1
GCF_019175345.1	NZ_CP077717.1
GCF_019218885.1	NZ_JAHUWT010000010.1
GCF_900009275.2	NZ_LR812491.1
GCF_900015215.1	NZ_LN555523.1
GCF_900095305.1	NZ_FMDO01000062.1
GCF_900099615.1	NZ_FMTE01000048.1
GCF_900101785.1	NZ_LT629688.1
GCF_900103975.1	NZ_FNIR01000024.1
GCF_900104065.1	NZ_FNLC01000009.1
GCF_900104895.1	NZ_LT629742.1
GCF_900106035.1	NZ_FNUC01000004.1
GCF_900106585.1	NZ_FNWH01000005.1
GCF_900106595.1	NZ_FNNC01000015.1
GCF_900106845.1	NZ_LT629846.1
GCF_900107035.1	NZ_FNOJ01000052.1
GCF_900107095.1	NZ_FNOR01000055.1
GCF_900107125.1	NZ_FNOU01000045.1
GCF_900107205.1	NZ_FNPC01000025.1
GCF_900107215.1	NZ_FNPD01000022.1
GCF_900107305.1	NZ_FNPL01000053.1
GCF_900107455.1	NZ_FNQB01000011.1
GCF_900107665.1	NZ_FNQT01000009.1
GCF_900107815.1	NZ_FNRK01000066.1
GCF_900108175.1	NZ_FNVO01000073.1
GCF_900108585.1	NZ_UESZ01000004.1
GCF_900109145.1	NZ_FNYY01000061.1
GCF_900109225.1	NZ_FNZK01000040.1
GCF_900109545.1	NZ_FOAP01000061.1
GCF_900109745.1	NZ_FOAV01000037.1
GCF_900110215.1	NZ_FOCX01000121.1
GCF_900110485.1	NZ_FODY01000058.1
GCF_900110535.1	NZ_FOJA01000002.1
GCF_900110865.1	NZ_FOFD01000011.1
GCF_900110885.1	NZ_FOFJ01000181.1
GCF_900111105.1	NZ_FOGC01000030.1
GCF_900111175.1	NZ_FOGI01000026.1
GCF_900111345.1	NZ_FOGY01000041.1
GCF_900111575.1	NZ_FOIF01000110.1
GCF_900111645.1	NZ_FOHQ01000015.1
GCF_900111745.1	NZ_FOIJ01000047.1
GCF_900111775.1	NZ_FOJJ01000041.1
GCF_900111795.1	NZ_FOJQ01000117.1
GCF_900112105.1	NZ_FOKV01000030.1
GCF_900112175.1	NZ_FOYT01000006.1
GCF_900112595.1	NZ_FOMI01000021.1
GCF_900112815.1	NZ_FOND01000039.1
GCF_900112895.1	NZ_FONL01000039.1
GCF_900112935.1	NZ_FONM01000044.1
GCF_900113175.1	NZ_FOOK01000061.1
GCF_900113335.1	NZ_FOOX01000054.1
GCF_900114115.1	NZ_FORX01000044.1
GCF_900114615.1	NZ_FOTS01000134.1
GCF_900114715.1	NZ_FOTY01000062.1
GCF_900115605.1	NZ_FOXC01000095.1
GCF_900115625.1	NZ_FOXD01000053.1
GCF_900115785.1	NZ_FOYS01000008.1
GCF_900115845.1	NZ_FOXX01000035.1
GCF_900116015.1	NZ_FOYH01000018.1
GCF_900116205.1	NZ_FOZS01000013.1
GCF_900116255.1	NZ_FPAI01000063.1
GCF_900116515.1	NZ_FPBA01000069.1
GCF_900116565.1	NZ_FPCJ01000002.1
GCF_900120005.1	NZ_LT635438.1
GCF_900120335.1	NZ_LT635477.1
GCF_900128955.1	NZ_FQTY01000043.1
GCF_900129085.1	NZ_FQUF01000051.1
GCF_900129285.1	NZ_FQUW01000077.1
GCF_900129305.1	NZ_FQVB01000078.1
GCF_900129635.1	NZ_FSRB01000005.1
GCF_900129975.1	NZ_FSRG01000013.1
GCF_900141835.1	NZ_FQZD01000001.1
GCF_900141935.1	NZ_FQYX01000080.1
GCF_900142025.1	NZ_FQZM01000097.1
GCF_900142135.1	NZ_FQZU01000102.1
GCF_900142185.1	NZ_FQZZ01000001.1
GCF_900142275.1	NZ_FRAI01000051.1
GCF_900142955.1	NZ_FRCP01000042.1
GCF_900142975.1	NZ_LT670848.1
GCF_900143285.1	NZ_FRDN01000033.1
GCF_900155985.1	NZ_FTMA01000024.1
GCF_900156285.1	NZ_FTNC01000054.1
GCF_900156755.1	NZ_FTOO01000028.1
GCF_900167575.1	NZ_FUZP01000004.1
GCF_900167955.1	NZ_FUYK01000019.1
GCF_900168025.1	NZ_FUYN01000019.1
GCF_900168045.1	NZ_FUYY01000017.1
GCF_900168685.1	NZ_FVZN01000013.1
GCF_900169085.1	NZ_LT821323.1
GCF_900176145.1	NZ_FWWY01000002.1
GCF_900176265.1	NZ_FWXE01000039.1
GCF_900176595.1	NZ_LT838813.1
GCF_900176615.1	NZ_FXLO01000009.1
GCF_900177275.1	NZ_FXAG01000043.1
GCF_900177535.1	NZ_FXAJ01000031.1
GCF_900177795.1	NZ_FXWJ01000006.1
GCF_900182545.1	NZ_FXTJ01000001.1
GCF_900182585.1	NZ_FXTM01000001.1
GCF_900188115.1	NZ_FZNW01000078.1
GCF_900197855.1	NZ_FZMQ01000017.1
GCF_900198365.1	NZ_FZMS01000111.1
GCF_900215215.1	NZ_OBDR01000027.1
GCF_900215375.1	NZ_OBEF01000039.1
GCF_900243075.1	NZ_OEZH01000188.1
GCF_900248165.1	NZ_LT981265.1
GCF_900403705.1	NZ_OUNR01000022.1
GCF_900454685.1	NZ_UATM01000036.1
GCF_900454865.1	NZ_UGTV01000015.1
GCF_900461455.1	NZ_UGIA01000003.1
GCF_900538275.1	NZ_LR130778.1
GCF_900626285.1	NZ_LR131147.1
GCF_900635775.1	NZ_LR134167.1
GCF_900637845.1	NZ_LR134439.1
GCF_900683735.1	NZ_LR215979.1
GCF_900774055.1	NZ_CAAGSW010000001.1
GCF_900880625.1	NZ_CAAHFB010000001.1
GCF_901000775.1	NZ_CAAJGQ010000001.1
GCF_901764975.1	NZ_CABFKH010000001.1
GCF_902143375.2	NZ_CABFVA020000001.1
GCF_902381825.1	NZ_LR698973.1
GCF_902506685.1	NZ_CABWNB010000001.1
GCF_902703175.1	NZ_CACRYJ010000001.1
GCF_902728235.1	NZ_CACVBO010000001.1
GCF_902810435.1	NZ_LR778174.1
GCF_902825325.1	NZ_CADEAR010000001.1
GCF_903968575.1	NZ_CAJCFU010000001.1
GCF_903994035.1	NZ_CAJEWB010000001.1
GCF_904384255.1	NZ_CAJFJP010000001.1
GCF_904420205.1	NZ_CAJFUN010000001.1
GCF_904424705.1	NZ_CAJGBF010000001.1
GCF_905220995.1	NZ_CAJNBJ010000001.1
GCF_907163125.1	NZ_OU015319.1
GCF_907165215.1	NZ_CAJRAY010000001.1
