query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	skani_ani	skani_align_frac_ref	skani_align_frac_query	s2b_ani	s2b_ani_uniform	s2b_af_q	s2b_af_r	s2b_std_err	s2b_het_shape	s2b_retention	s2b_ani_from_loss	s2b_ani_from_hist	s2b_n_anchors	s2b_n_chains	s2b_n_tags	s2b_flag	fastani_ani
GCA_005880175.1	GCA_016713535.1	low	d__Bacteria	d__Bacteria	p__Dormibacterota	p__JADJOY01	g__CF-161	g__JADJOY01	s__CF-161 sp005880175	s__JADJOY01 sp016713535						0.000000	0.000000						15	0	0	BELOW_DETECTION	
GCA_011333555.1	GCA_001443445.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota_D	g__DTKJ01	g__CSP1-2	s__DTKJ01 sp011333555	s__CSP1-2 sp001443445						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_002694025.1	GCA_013359335.1	low	d__Bacteria	d__Bacteria	p__Marinisomatota	p__CLD3	g__GCA-002708715	g__JABWBZ01	s__GCA-002708715 sp002694025	s__JABWBZ01 sp013359335						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_007132905.1	GCA_018334055.1	low	d__Bacteria	d__Bacteria	p__SLNR01	p__Firmicutes_H	g__SLNR01	g__BS524	s__SLNR01 sp007132905	s__BS524 sp018334055						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_002335425.1	GCA_017999075.1	low	d__Bacteria	d__Bacteria	p__Armatimonadota	p__JAGOBX01	g__UBA2017	g__JAGOBX01	s__UBA2017 sp002335425	s__JAGOBX01 sp017999075						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016934855.1	GCF_017874455.1	low	d__Bacteria	d__Archaea	p__CG03	p__Methanobacteriota	g__JAFGSA01	g__Methanobacterium_C	s__JAFGSA01 sp016934855	s__Methanobacterium_C aggregans						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016927905.1	GCA_003152415.1	low	d__Bacteria	d__Bacteria	p__CSSED10-310	p__Acidobacteriota	g__JAFGLW01	g__Palsa-343	s__JAFGLW01 sp016927905	s__Palsa-343 sp003152415						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017650365.1	GCA_016193065.1	low	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__JACPSX01	g__CADBQJ01	g__JACPSX01	s__CADBQJ01 sp017650365	s__JACPSX01 sp016193065						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011047235.1	GCA_905181755.1	low	d__Bacteria	d__Bacteria	p__SpSt-318	p__Desulfobacterota_D	g__SpSt-318	g__TMED58	s__SpSt-318 sp011047235	s__TMED58 sp905181755						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001873945.1	GCA_903913175.1	low	d__Bacteria	d__Bacteria	p__UBA9089	p__Patescibacteria	g__CG2-30-40-21	g__XYB1-FULL-32-11	s__CG2-30-40-21 sp001873945	s__XYB1-FULL-32-11 sp903913175						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002172185.1	GCA_001730085.1	low	d__Archaea	d__Bacteria	p__Thermoplasmatota	p__GCA-001730085	g__MGIIb-O3	g__GCA-001730085	s__MGIIb-O3 sp002172185	s__GCA-001730085 sp001730085						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002084765.1	GCA_003557545.1	low	d__Bacteria	d__Bacteria	p__4572-55	p__T1Sed10-126	g__4572-55	g__PWOD01	s__4572-55 sp002084765	s__PWOD01 sp003557545						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003650255.1	GCA_013152825.1	low	d__Bacteria	d__Bacteria	p__CG03	p__CAIJMQ01	g__B21-G15	g__JAADFP01	s__B21-G15 sp003650255	s__JAADFP01 sp013152825						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001302725.1	GCA_018266085.1	low	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Dependentiae	g__DG-27	g__JAFEAZ01	s__DG-27 sp001302725	s__JAFEAZ01 sp018266085						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018725485.1	GCA_018054005.1	low	d__Bacteria	d__Bacteria	p__HKB111	p__Caldisericota	g__HKB111	g__JAGPKI01	s__HKB111 sp018725485	s__JAGPKI01 sp018054005						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017889725.1	GCA_001873285.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_C	p__CG2-30-53-67	g__CTSoil-081	g__CG2-30-53-67	s__CTSoil-081 sp017889725	s__CG2-30-53-67 sp001873285						0.000000	0.000000						4	0	0	BELOW_DETECTION	
GCA_002716485.1	GCA_005880525.1	low	d__Bacteria	d__Bacteria	p__Margulisbacteria	p__Dormibacterota	g__GCA-2716485	g__CF-118	s__GCA-2716485 sp002716485	s__CF-118 sp005880525						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002387725.1	GCA_003695505.1	low	d__Bacteria	d__Bacteria	p__Nitrospirota_A	p__J088	g__UBA4572	g__J088	s__UBA4572 sp002387725	s__J088 sp003695505						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_013151735.1	GCA_007136375.1	low	d__Bacteria	d__Bacteria	p__JdFR-76	p__Hydrogenedentota	g__BMS3Abin05	g__SLHB01	s__BMS3Abin05 sp013151735	s__SLHB01 sp007136375						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016931515.1	GCA_002789275.1	low	d__Bacteria	d__Archaea	p__CSSED10-310	p__Huberarchaeota	g__JAFGEQ01	g__Huberarchaeum	s__JAFGEQ01 sp016931515	s__Huberarchaeum crystalense						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002841685.1	GCA_011368145.1	low	d__Bacteria	d__Bacteria	p__CG03	p__Spirochaetota	g__CG03	g__Rectinema	s__CG03 sp002841685	s__Rectinema sp011368145						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_016193065.1	GCA_003646525.1	low	d__Bacteria	d__Bacteria	p__JACPSX01	p__Campylobacterota	g__JACPSX01	g__SZUA-451	s__JACPSX01 sp016193065	s__SZUA-451 sp003646525						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016186995.1	GCA_007131175.1	low	d__Bacteria	d__Bacteria	p__Bdellovibrionota_E	p__Firmicutes_D	g__JACPKQ01	g__UBA8154	s__JACPKQ01 sp016186995	s__UBA8154 sp007131175						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_903930515.1	GCA_016932965.1	low	d__Bacteria	d__Bacteria	p__RBG-13-61-14	p__JAFGBW01	g__CAIYYW01	g__JAFGBW01	s__CAIYYW01 sp903930515	s__JAFGBW01 sp016932965						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018000835.1	GCA_001787205.1	low	d__Bacteria	d__Bacteria	p__Goldbacteria	p__Patescibacteria	g__DSYL01	g__UBA9973	s__DSYL01 sp018000835	s__UBA9973 sp001787205						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_014305025.1	GCA_016194375.1	low	d__Bacteria	d__Bacteria	p__Eremiobacterota	p__Nitrospinota	g__Nyctobacter	g__JACQEX01	s__Nyctobacter psychrophilus	s__JACQEX01 sp016194375						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_009619095.1	GCA_003647755.1	low	d__Bacteria	d__Bacteria	p__UBA6262	p__B130-G9	g__WVXT01	g__B130-G9	s__WVXT01 sp009619095	s__B130-G9 sp003647755						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016190025.1	GCA_002068205.1	low	d__Bacteria	d__Bacteria	p__UBA8248	p__Sumerlaeota	g__JACPRG01	g__MVZB01	s__JACPRG01 sp016190025	s__MVZB01 sp002068205						0.000000	0.000000						5	0	0	BELOW_DETECTION	
GCA_002070375.1	GCA_013138805.1	low	d__Bacteria	d__Archaea	p__Riflebacteria	p__EX4484-52	g__MWDD01	g__GLR71	s__MWDD01 sp002070375	s__GLR71 sp013138805						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_007119175.1	GCA_003553445.1	low	d__Bacteria	d__Bacteria	p__Myxococcota	p__CG03	g__SLJM01	g__PWEK01	s__SLJM01 sp007119175	s__PWEK01 sp003553445						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_007116145.1	GCA_002869225.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__Muirbacteria	g__CSBR16-88	g__Muirbacterium	s__CSBR16-88 sp007116145	s__Muirbacterium halophilum						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_005223095.1	GCA_005797785.1	low	d__Bacteria	d__Bacteria	p__Aerophobota	p__Myxococcota_A	g__AE-B3A	g__SYKL01	s__AE-B3A sp005223095	s__SYKL01 sp005797785						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_000739515.1	GCA_016793535.1	low	d__Bacteria	d__Bacteria	p__Moduliflexota	p__Verrucomicrobiota	g__Moduliflexus	g__ER46	s__Moduliflexus flocculans	s__ER46 sp016793535						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_012842545.1	GCA_001873295.1	low	d__Bacteria	d__Bacteria	p__Coprothermobacterota	p__CG2-30-70-394	g__Coprothermobacter	g__CG2-30-70-394	s__Coprothermobacter sp012842545	s__CG2-30-70-394 sp001873295						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_003136635.1	GCA_900321865.1	low	d__Bacteria	d__Bacteria	p__FCPU426	p__RUG730	g__Bog-1183	g__RUG730	s__Bog-1183 sp003136635	s__RUG730 sp900321865						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_001683335.1	GCA_014728185.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_C	p__RBG-13-66-14	g__Centipeda	g__WJMB01	s__Centipeda sp001683335	s__WJMB01 sp014728185						0.000000	0.000000						3	0	0	BELOW_DETECTION	
GCA_014728525.1	GCA_001304035.1	low	d__Bacteria	d__Bacteria	p__Dependentiae	p__SM23-31	g__WJLJ01	g__SM23-31	s__WJLJ01 sp014728525	s__SM23-31 sp001304035						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_003645115.1	GCA_011389435.1	low	d__Bacteria	d__Bacteria	p__UBP14	p__Desantisbacteria	g__B30-G16	g__DTFU01	s__B30-G16 sp003645115	s__DTFU01 sp011389435						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016786485.1	GCA_011043895.1	low	d__Bacteria	d__Bacteria	p__Bdellovibrionota	p__Cloacimonadota	g__JAEUWD01	g__JGIOTU-2	s__JAEUWD01 sp016786485	s__JGIOTU-2 sp011043895						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018646195.1	GCA_002686915.1	low	d__Bacteria	d__Bacteria	p__Bdellovibrionota	p__ARS69	g__GCA-2720865	g__ARS69	s__GCA-2720865 sp018646195	s__ARS69 sp002686915						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016934095.1	GCA_002748425.1	low	d__Bacteria	d__Bacteria	p__Gemmatimonadota	p__Moduliflexota	g__JAFGTO01	g__GCA-2748425	s__JAFGTO01 sp016934095	s__GCA-2748425 sp002748425						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_007132905.1	GCA_002069765.1	low	d__Bacteria	d__Bacteria	p__SLNR01	p__Wallbacteria	g__SLNR01	g__UBA9980	s__SLNR01 sp007132905	s__UBA9980 sp002069765						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011330975.1	GCA_002686955.1	low	d__Bacteria	d__Bacteria	p__Moduliflexota	p__Gemmatimonadota_A	g__DSSU01	g__GCA-2686955	s__DSSU01 sp011330975	s__GCA-2686955 sp002686955						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016206385.1	GCA_003485015.1	low	d__Bacteria	d__Bacteria	p__Methylomirabilota	p__UBA9089	g__JACQWB01	g__UBA9089	s__JACQWB01 sp016206385	s__UBA9089 sp003485015						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011373475.1	GCA_002402105.1	low	d__Bacteria	d__Bacteria	p__Calescibacterota	p__UBP17	g__DRWZ01	g__GCA-2402105	s__DRWZ01 sp011373475	s__GCA-2402105 sp002402105						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_910586745.1	GCA_016788465.1	low	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Nitrospirota	g__Mucispirillum	g__Nitrospira_F	s__Mucispirillum sp910586745	s__Nitrospira_F sp016788465						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_012517325.1	GCA_016180645.1	low	d__Bacteria	d__Bacteria	p__FEN-1099	p__JACPQY01	g__JAAYVF01	g__JACPAV01	s__JAAYVF01 sp012517325	s__JACPAV01 sp016180645						0.000000	0.000000						6	0	0	BELOW_DETECTION	
GCA_002441245.1	GCA_016867655.1	low	d__Bacteria	d__Archaea	p__Omnitrophota	p__Altiarchaeota	g__UBA6249	g__VGJA01	s__UBA6249 sp002441245	s__VGJA01 sp016867655						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003978675.1	GCA_007132905.1	low	d__Bacteria	d__Bacteria	p__Aquificota	p__SLNR01	g__Hydrogenothermus	g__SLNR01	s__Hydrogenothermus sp003978675	s__SLNR01 sp007132905						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003171065.1	GCA_003695505.1	low	d__Bacteria	d__Bacteria	p__Chloroflexota	p__J088	g__Fen-1039	g__J088	s__Fen-1039 sp003171065	s__J088 sp003695505						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017963805.1	GCA_016212735.1	low	d__Bacteria	d__Bacteria	p__UBA3054	p__JACRDZ01	g__UBA3054	g__JACRDZ01	s__UBA3054 sp017963805	s__JACRDZ01 sp016212735						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002428325.1	GCA_016931415.1	low	d__Bacteria	d__Bacteria	p__UBP4	p__JABMQX01	g__UBA4092	g__JAFGEW01	s__UBA4092 sp002428325	s__JAFGEW01 sp016931415						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001873295.1	GCA_017997825.1	low	d__Bacteria	d__Bacteria	p__CG2-30-70-394	p__JAGOEH01	g__CG2-30-70-394	g__JAGOEH01	s__CG2-30-70-394 sp001873295	s__JAGOEH01 sp017997825						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_003212175.1	GCA_001784175.1	low	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Lindowbacteria	g__Prochlorococcus_A	g__2-12-FULL-62-27	s__Prochlorococcus_A sp003212175	s__2-12-FULL-62-27 sp001784175						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_011682715.1	GCA_018725205.1	low	d__Bacteria	d__Bacteria	p__WOR-3	p__Firmicutes_H	g__QNBC01	g__UBA994	s__QNBC01 sp011682715	s__UBA994 sp018725205						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001730085.1	GCA_003152075.1	low	d__Bacteria	d__Bacteria	p__GCA-001730085	p__FCPU426	g__GCA-001730085	g__PALSA-1180	s__GCA-001730085 sp001730085	s__PALSA-1180 sp003152075						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003553445.1	GCA_016202395.1	low	d__Bacteria	d__Bacteria	p__CG03	p__JACQOV01	g__PWEK01	g__JACQOV01	s__PWEK01 sp003553445	s__JACQOV01 sp016202395						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002452335.1	GCA_009692435.1	low	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Desulfobacterota_B	g__Seleniivibrio	g__JABFSC01	s__Seleniivibrio sp002452335	s__JABFSC01 sp009692435						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_013152765.1	GCF_001891165.1	low	d__Bacteria	d__Bacteria	p__KSB1	p__Fusobacteriota	g__JADDFT01	g__Streptobacillus	s__JADDFT01 sp013152765	s__Streptobacillus ratti						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016932965.1	GCA_001724275.1	low	d__Bacteria	d__Bacteria	p__JAFGBW01	p__Gemmatimonadota	g__JAFGBW01	g__SCN-70-22	s__JAFGBW01 sp016932965	s__SCN-70-22 sp001724275						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002287215.1	GCA_016193065.1	low	d__Archaea	d__Bacteria	p__Halobacteriota	p__JACPSX01	g__Methanocorpusculum	g__JACPSX01	s__Methanocorpusculum parvum	s__JACPSX01 sp016193065						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011333685.1	GCA_003697085.1	low	d__Bacteria	d__Bacteria	p__Margulisbacteria	p__UBA8481	g__SpSt-849	g__J006	s__SpSt-849 sp011333685	s__J006 sp003697085						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_015490555.1	GCA_001791795.1	low	d__Bacteria	d__Bacteria	p__WOR-3	p__Wallbacteria	g__S141-55	g__UBA9980	s__S141-55 sp015490555	s__UBA9980 sp001791795						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_012270975.1	GCA_003133745.1	low	d__Bacteria	d__Bacteria	p__JAAXHH01	p__Eremiobacterota	g__JAAXHH01	g__Tyrphobacter	s__JAAXHH01 sp012270975	s__Tyrphobacter aquilonaris						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_014859785.1	GCA_007132905.1	low	d__Archaea	d__Bacteria	p__Halobacteriota	p__SLNR01	g__Methanoperedens_A	g__SLNR01	s__Methanoperedens_A sp014859785	s__SLNR01 sp007132905						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017645765.1	GCA_002729015.1	low	d__Bacteria	d__Bacteria	p__UBP6	p__Poribacteria	g__UBA1177	g__TMED15	s__UBA1177 sp017645765	s__TMED15 sp002729015						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_005881335.1	GCA_011065045.1	low	d__Bacteria	d__Bacteria	p__Dormibacterota	p__Chlamydiota	g__40CM-4-65-16	g__JAAKFX01	s__40CM-4-65-16 sp005881335	s__JAAKFX01 sp011065045						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003660555.1	GCA_902558105.1	low	d__Archaea	d__Bacteria	p__Hadarchaeota	p__Margulisbacteria	g__B88-G9	g__CACECR01	s__B88-G9 sp003660555	s__CACECR01 sp902558105						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_012729785.1	GCA_011368175.1	low	d__Bacteria	d__Bacteria	p__UBA1439	p__UBP15	g__UBA1439	g__DSWB01	s__UBA1439 sp002329605	s__DSWB01 sp011368175						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016708315.1	GCA_001872985.1	low	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Riflebacteria	g__JADJGC01	g__CG2-30-54-10	s__JADJGC01 sp016708315	s__CG2-30-54-10 sp001872985						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_002067405.1	GCA_011333985.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota_G	p__Dictyoglomota	g__BOG-1155	g__OB1-4	s__BOG-1155 sp002067405	s__OB1-4 sp011333985						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_903891415.1	GCA_001777915.1	low	d__Bacteria	d__Bacteria	p__Firestonebacteria	p__Edwardsbacteria	g__CAIYPD01	g__UBA2226	s__CAIYPD01 sp903891415	s__UBA2226 sp001777915						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_017881765.1	GCA_012962055.1	low	d__Bacteria	d__Archaea	p__Desulfobacterota_G	p__Hadarchaeota	g__JADGQN01	g__B75-G9	s__JADGQN01 sp017881765	s__B75-G9 sp012962055						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016931515.1	GCA_001603805.1	low	d__Bacteria	d__Bacteria	p__CSSED10-310	p__Deferribacterota	g__JAFGEQ01	g__Geovibrio	s__JAFGEQ01 sp016931515	s__Geovibrio sp001603805						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_013360775.1	GCA_016713535.1	low	d__Bacteria	d__Bacteria	p__OLB16	p__JADJOY01	g__JABWAZ01	g__JADJOY01	s__JABWAZ01 sp013360775	s__JADJOY01 sp016713535						0.000000	0.000000						6	0	0	BELOW_DETECTION	
GCF_004006635.1	GCA_016764995.1	low	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__SAR324	g__Fusobacterium_C	g__Arctic96AD-7	s__Fusobacterium_C necrophorum	s__Arctic96AD-7 sp016764995						0.000000	0.000000						4	0	0	BELOW_DETECTION	
GCA_016932385.1	GCA_018725175.1	low	d__Bacteria	d__Bacteria	p__4484-113	p__HKB111	g__JAFGCY01	g__HKB111	s__JAFGCY01 sp016932385	s__HKB111 sp018725175						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002869225.1	GCA_001875255.1	low	d__Bacteria	d__Bacteria	p__Muirbacteria	p__Fermentibacterota	g__Muirbacterium	g__Sabulitectum	s__Muirbacterium halophilum	s__Sabulitectum silens						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_005776585.1	GCA_016926495.1	low	d__Bacteria	d__Bacteria	p__Myxococcota	p__JAFGOL01	g__SXOX01	g__JAFGOL01	s__SXOX01 sp005776585	s__JAFGOL01 sp016926495						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002428325.1	GCA_001873295.1	low	d__Bacteria	d__Bacteria	p__UBP4	p__CG2-30-70-394	g__UBA4092	g__CG2-30-70-394	s__UBA4092 sp002428325	s__CG2-30-70-394 sp001873295						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_003485015.1	GCF_000526155.1	low	d__Bacteria	d__Bacteria	p__UBA9089	p__Desulfobacterota_C	g__UBA9089	g__Deferrisoma	s__UBA9089 sp003485015	s__Deferrisoma camini						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011389435.1	GCA_016202395.1	low	d__Bacteria	d__Bacteria	p__Desantisbacteria	p__JACQOV01	g__DTFU01	g__JACQOV01	s__DTFU01 sp011389435	s__JACQOV01 sp016202395						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_012842545.1	GCA_018725175.1	low	d__Bacteria	d__Bacteria	p__Coprothermobacterota	p__HKB111	g__Coprothermobacter	g__HKB111	s__Coprothermobacter sp012842545	s__HKB111 sp018725175						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003564135.1	GCA_018457305.1	low	d__Bacteria	d__Bacteria	p__Cloacimonadota	p__Fusobacteriota	g__PWNZ01	g__Fusobacterium	s__PWNZ01 sp003564135	s__Fusobacterium sp018457305						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011369465.1	GCA_012729785.1	low	d__Bacteria	d__Bacteria	p__Calditrichota	p__UBA1439	g__DRQG01	g__UBA1439	s__DRQG01 sp011369465	s__UBA1439 sp002329605						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_903871855.1	GCA_016875695.1	low	d__Bacteria	d__Bacteria	p__Caldisericota	p__Chloroflexota	g__Cryosericum	g__SHYP01	s__Cryosericum sp903871855	s__SHYP01 sp016875695						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_002440765.1	GCA_002869225.1	low	d__Bacteria	d__Bacteria	p__UBA6266	p__Muirbacteria	g__UBA6266	g__Muirbacterium	s__UBA6266 sp002440765	s__Muirbacterium halophilum						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_013151555.1	GCA_007132905.1	low	d__Bacteria	d__Bacteria	p__NPL-UPA2	p__SLNR01	g__JAADIA01	g__SLNR01	s__JAADIA01 sp013151555	s__SLNR01 sp007132905						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016783345.1	GCA_003249585.1	low	d__Bacteria	d__Bacteria	p__BS750m-G34	p__Myxococcota	g__BS750m-G34	g__SZUA-580	s__BS750m-G34 sp016783345	s__SZUA-580 sp003249585						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018221005.1	GCA_012842325.1	low	d__Archaea	d__Bacteria	p__SpSt-1190	p__DTU030	g__JAAOXW01	g__DTU030	s__JAAOXW01 sp018221005	s__DTU030 sp012842325						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_014728185.1	GCA_007132905.1	low	d__Bacteria	d__Bacteria	p__RBG-13-66-14	p__SLNR01	g__WJMB01	g__SLNR01	s__WJMB01 sp014728185	s__SLNR01 sp007132905						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_015233365.1	GCA_002310035.1	low	d__Bacteria	d__Bacteria	p__Nitrospirota	p__UBP6	g__JADFXI01	g__UBA1177	s__JADFXI01 sp015233365	s__UBA1177 sp002310035						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011388315.1	GCA_018644665.1	low	d__Bacteria	d__Bacteria	p__DRYD01	p__Poribacteria	g__DRYD01	g__GCA-2687025	s__DRYD01 sp011388315	s__GCA-2687025 sp018644665						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016282655.1	GCA_002780065.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__UBA8481	g__JAEELK01	g__UBA8481	s__JAEELK01 sp016282655	s__UBA8481 sp002780065						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002790095.1	GCA_003557085.1	low	d__Bacteria	d__Bacteria	p__Elusimicrobiota	p__Firmicutes_H	g__UBA1565	g__PWPR01	s__UBA1565 sp002790095	s__PWPR01 sp003557085						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_009835325.1	GCA_016788215.1	low	d__Bacteria	d__Bacteria	p__JAAXHH01	p__CLD3	g__JAAXHH01	g__SB21	s__JAAXHH01 sp009835325	s__SB21 sp016788215						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_000017545.1	GCA_012729785.1	low	d__Bacteria	d__Bacteria	p__Thermotogota	p__UBA1439	g__Fervidobacterium	g__UBA1439	s__Fervidobacterium nodosum	s__UBA1439 sp002329605						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_015521945.1	GCA_002069365.1	low	d__Archaea	d__Bacteria	p__Hydrothermarchaeota	p__Ratteibacteria	g__JAADFH01	g__MWAK01	s__JAADFH01 sp015521945	s__MWAK01 sp002069365						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016783345.1	GCA_017997825.1	low	d__Bacteria	d__Bacteria	p__BS750m-G34	p__JAGOEH01	g__BS750m-G34	g__JAGOEH01	s__BS750m-G34 sp016783345	s__JAGOEH01 sp017997825						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_013286205.1	GCA_002747875.1	low	d__Bacteria	d__Bacteria	p__FCPU426	p__Krumholzibacteriota	g__Bog-1183	g__LZORAL124-64-63	s__Bog-1183 sp013286205	s__LZORAL124-64-63 sp002747875						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_002435745.1	GCA_002428325.1	low	d__Bacteria	d__Bacteria	p__UBP15	p__UBP4	g__UBA6099	g__UBA4092	s__UBA6099 sp002435745	s__UBA4092 sp002428325						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017999075.1	GCA_003447545.1	low	d__Bacteria	d__Bacteria	p__JAGOBX01	p__Desulfobacterota_B	g__JAGOBX01	g__UBA12015	s__JAGOBX01 sp017999075	s__UBA12015 sp003447545						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016929465.1	GCA_011333285.1	low	d__Bacteria	d__Bacteria	p__B130-G9	p__DUMJ01	g__JAFGIT01	g__DUMJ01	s__JAFGIT01 sp016929465	s__DUMJ01 sp011333285						0.000000	0.000000						1	0	0	BELOW_DETECTION	
